start,stop,weight
make,come,219
make,'cause,217
make,love,204
make,want,214
make,ca,208
make,let,201
make,back,193
make,never,175
make,keep,171
make,shit,192
make,'',170
make,fuck,191
make,give,173
make,bitch,175
make,``,160
make,nigga,170
make,could,141
make,put,151
make,call,128
make,every,124
make,ta,118
make,new,121
make,day,107
make,us,99
make,money,111
make,niggas,109
make,i'ma,106
make,show,94
make,lil,88
make,catch,84
make,body,90
make,pull,78
make,god,76
make,ayy,70
make,buy,73
make,start,72
make,hand,68
make,high,61
make,pop,73
make,old,60
make,miss,55
make,hundred,66
make,change,63
make,mean,52
make,inside,66
make,move,57
make,wait,54
make,five,52
make,city,47
make,blue,41
make,year,43
make,line,39
make,door,45
make,ride,37
make,diamond,36
make,eat,39
make,outside,40
make,game,39
make,dick,38
make,sit,34
make,since,39
make,four,33
make,million,41
make,straight,35
make,slide,41
make,runnin,31
make,cash,43
make,water,35
make,cut,32
ai,see,226
ai,one,218
ai,come,221
ai,ca,207
ai,keep,195
ai,'',176
ai,fuck,218
ai,give,174
ai,bitch,228
ai,``,167
ai,nigga,221
ai,could,129
ai,put,173
ai,every,118
ai,ta,139
ai,day,101
ai,us,104
ai,money,132
ai,niggas,134
ai,i'ma,126
ai,show,99
ai,lil,119
ai,catch,99
ai,body,85
ai,pull,102
ai,god,77
ai,buy,88
ai,start,70
ai,high,72
ai,pop,81
ai,old,60
ai,miss,46
ai,hundred,75
ai,mean,52
ai,inside,60
ai,move,53
ai,wait,44
ai,five,53
ai,blue,41
ai,year,37
ai,line,43
ai,door,43
ai,diamond,55
ai,eat,50
ai,outside,49
ai,game,46
ai,dick,50
ai,sit,41
ai,since,36
ai,four,47
ai,million,44
ai,straight,42
ai,slide,47
ai,runnin,43
ai,cash,46
see,one,200
see,tell,200
see,come,196
see,'cause,185
see,love,179
see,want,188
see,ca,176
see,let,188
see,back,172
see,never,175
see,keep,169
see,shit,178
see,'',145
see,fuck,173
see,give,148
see,bitch,159
see,``,135
see,nigga,170
see,could,133
see,put,127
see,call,114
see,every,116
see,ta,114
see,new,106
see,day,103
see,us,101
see,money,100
see,niggas,108
see,i'ma,90
see,show,84
see,lil,81
see,catch,76
see,body,71
see,pull,78
see,god,71
see,ayy,64
see,buy,71
see,start,59
see,hand,65
see,high,54
see,pop,65
see,old,51
see,miss,46
see,hundred,47
see,change,53
see,mean,49
see,inside,59
see,move,45
see,wait,51
see,five,45
see,city,43
see,blue,43
see,year,42
see,line,44
see,door,41
see,ride,37
see,diamond,45
see,eat,38
see,outside,44
see,game,44
see,dick,39
see,sit,38
see,since,32
see,four,39
see,million,40
see,straight,33
see,slide,29
see,runnin,33
see,cash,32
see,water,33
see,cut,28
one,tell,202
one,come,186
one,'cause,171
one,love,170
one,want,177
one,ca,176
one,let,169
one,back,162
one,never,163
one,keep,150
one,shit,151
one,'',147
one,fuck,149
one,give,136
one,bitch,149
one,``,134
one,nigga,150
one,could,112
one,put,137
one,call,114
one,every,118
one,ta,110
one,new,105
one,day,103
one,us,85
one,money,90
one,niggas,90
one,i'ma,86
one,show,75
one,lil,76
one,catch,66
one,body,66
one,pull,73
one,god,69
one,ayy,51
one,buy,68
one,start,70
one,hand,56
one,high,59
one,pop,63
one,old,56
one,miss,40
one,hundred,52
one,change,48
one,mean,43
one,inside,50
one,move,48
one,wait,44
one,five,51
one,city,44
one,blue,43
one,year,42
one,line,43
one,door,41
one,ride,33
one,diamond,35
one,eat,38
one,outside,34
one,game,36
one,dick,36
one,sit,30
one,since,38
one,four,40
one,million,37
one,straight,36
one,slide,32
one,runnin,32
one,cash,31
one,water,24
one,cut,29
tell,come,185
tell,'cause,192
tell,ca,185
tell,let,172
tell,keep,164
tell,shit,177
tell,'',165
tell,fuck,175
tell,give,144
tell,bitch,157
tell,``,157
tell,nigga,165
tell,could,125
tell,put,135
tell,call,122
tell,every,105
tell,ta,119
tell,day,103
tell,us,97
tell,money,102
tell,niggas,102
tell,i'ma,95
tell,show,80
tell,lil,83
tell,catch,83
tell,body,69
tell,pull,68
tell,god,74
tell,ayy,67
tell,buy,64
tell,start,69
tell,hand,58
tell,high,62
tell,pop,52
tell,old,57
tell,miss,44
tell,hundred,57
tell,mean,47
tell,inside,53
tell,move,52
tell,wait,36
tell,five,47
tell,blue,37
tell,year,35
tell,line,43
tell,door,40
tell,diamond,33
tell,eat,40
tell,outside,34
tell,game,41
tell,dick,40
tell,sit,34
tell,since,36
tell,four,37
tell,million,43
tell,straight,28
tell,slide,35
tell,runnin,29
tell,cash,31
come,'cause,184
come,want,180
come,ca,173
come,back,185
come,never,152
come,shit,172
come,fuck,165
come,give,157
come,bitch,161
come,``,138
come,nigga,169
come,put,137
come,call,119
come,every,111
come,ta,114
come,us,101
come,money,100
come,niggas,106
come,i'ma,97
come,show,91
come,lil,89
come,catch,82
come,body,72
come,pull,76
come,god,66
come,ayy,69
come,buy,77
come,start,60
come,hand,52
come,high,57
come,pop,60
come,old,54
come,miss,47
come,hundred,61
come,change,49
come,mean,48
come,inside,55
come,move,53
come,wait,49
come,five,42
come,city,50
come,blue,46
come,year,40
come,line,31
come,door,37
come,ride,36
come,diamond,40
come,eat,42
come,outside,38
come,game,41
come,dick,37
come,sit,39
come,since,34
come,four,33
come,million,35
come,straight,37
come,slide,33
come,runnin,23
come,cash,35
come,water,34
come,cut,31
'cause,ca,177
'cause,never,163
'cause,keep,165
'cause,'',144
'cause,fuck,159
'cause,give,143
'cause,bitch,148
'cause,``,134
'cause,nigga,139
'cause,could,123
'cause,put,127
'cause,every,105
'cause,ta,97
'cause,new,80
'cause,day,88
'cause,us,89
'cause,money,87
'cause,niggas,85
'cause,i'ma,81
'cause,show,77
'cause,lil,70
'cause,catch,67
'cause,body,66
'cause,pull,68
'cause,god,58
'cause,buy,54
'cause,start,62
'cause,high,54
'cause,pop,44
'cause,old,51
'cause,miss,45
'cause,hundred,49
'cause,change,50
'cause,mean,48
'cause,inside,49
'cause,move,52
'cause,wait,40
'cause,five,40
'cause,city,38
'cause,blue,36
'cause,year,29
'cause,line,35
'cause,door,39
'cause,ride,30
'cause,diamond,34
'cause,eat,39
'cause,outside,36
'cause,game,31
'cause,dick,35
'cause,sit,41
'cause,since,29
'cause,four,27
'cause,million,34
'cause,straight,29
'cause,slide,37
'cause,runnin,29
'cause,cash,34
'cause,water,28
'cause,cut,25
love,ca,172
love,fuck,143
love,give,132
love,bitch,124
love,``,121
love,nigga,118
love,put,101
love,every,92
love,ta,83
love,us,86
love,money,76
love,niggas,69
love,i'ma,75
love,show,77
love,lil,62
love,catch,58
love,body,64
love,pull,56
love,god,62
love,buy,50
love,start,53
love,high,59
love,pop,39
love,old,50
love,miss,45
love,hundred,32
love,mean,47
love,inside,46
love,move,35
love,wait,35
love,five,31
love,blue,37
love,year,34
love,line,34
love,door,31
love,diamond,31
love,eat,31
love,outside,34
love,game,36
love,dick,29
love,sit,31
love,since,33
love,four,28
love,million,30
love,straight,30
love,slide,25
love,runnin,26
love,cash,29
want,ca,165
want,keep,151
want,'',140
want,fuck,164
want,give,148
want,bitch,156
want,``,132
want,nigga,154
want,could,114
want,put,129
want,every,95
want,ta,98
want,day,82
want,us,88
want,money,83
want,niggas,96
want,i'ma,91
want,show,79
want,lil,79
want,catch,74
want,body,75
want,pull,69
want,god,58
want,buy,70
want,start,54
want,high,53
want,pop,52
want,old,48
want,miss,46
want,hundred,48
want,mean,45
want,inside,54
want,move,44
want,wait,37
want,five,43
want,blue,35
want,year,29
want,line,36
want,door,31
want,diamond,39
want,eat,40
want,outside,38
want,game,42
want,dick,33
want,sit,32
want,since,24
want,four,36
want,million,36
want,straight,35
want,slide,31
want,runnin,24
want,cash,30
ca,let,167
ca,back,160
ca,never,142
ca,keep,154
ca,shit,162
ca,'',129
ca,fuck,164
ca,give,137
ca,bitch,153
ca,``,122
ca,nigga,154
ca,could,116
ca,put,126
ca,call,106
ca,every,102
ca,ta,103
ca,new,98
ca,day,88
ca,us,86
ca,money,89
ca,niggas,89
ca,i'ma,76
ca,show,79
ca,lil,84
ca,catch,71
ca,body,67
ca,pull,69
ca,god,54
ca,ayy,62
ca,buy,64
ca,start,56
ca,hand,51
ca,high,49
ca,pop,53
ca,old,50
ca,miss,45
ca,hundred,57
ca,change,50
ca,mean,43
ca,inside,48
ca,move,41
ca,wait,51
ca,five,41
ca,city,37
ca,blue,35
ca,year,30
ca,line,37
ca,door,33
ca,ride,28
ca,diamond,32
ca,eat,38
ca,outside,37
ca,game,33
ca,dick,33
ca,sit,29
ca,since,33
ca,four,33
ca,million,31
ca,straight,34
ca,slide,29
ca,runnin,30
ca,cash,28
ca,water,28
ca,cut,31
let,never,150
let,fuck,151
let,give,135
let,bitch,145
let,``,127
let,nigga,154
let,put,124
let,every,94
let,ta,107
let,us,95
let,money,88
let,niggas,90
let,i'ma,89
let,show,85
let,lil,77
let,catch,72
let,body,76
let,pull,73
let,god,57
let,buy,61
let,start,56
let,high,55
let,pop,62
let,old,43
let,miss,40
let,hundred,54
let,change,44
let,mean,47
let,inside,50
let,move,51
let,wait,36
let,five,37
let,city,47
let,blue,32
let,year,35
let,line,34
let,door,36
let,ride,33
let,diamond,30
let,eat,33
let,outside,38
let,game,38
let,dick,33
let,sit,35
let,since,30
let,four,36
let,million,30
let,straight,27
let,slide,31
let,runnin,27
let,cash,28
let,water,34
let,cut,28
back,keep,153
back,'',142
back,fuck,146
back,give,144
back,bitch,146
back,``,131
back,nigga,147
back,could,108
back,put,122
back,every,93
back,ta,99
back,day,92
back,us,83
back,money,97
back,niggas,84
back,i'ma,92
back,show,81
back,lil,75
back,catch,64
back,body,57
back,pull,64
back,god,61
back,buy,57
back,start,66
back,high,55
back,pop,49
back,old,57
back,miss,44
back,hundred,49
back,mean,40
back,inside,46
back,move,48
back,wait,36
back,five,36
back,blue,42
back,year,32
back,line,32
back,door,30
back,diamond,30
back,eat,40
back,outside,32
back,game,36
back,dick,34
back,sit,34
back,since,34
back,four,29
back,million,30
back,straight,31
back,slide,29
back,runnin,35
back,cash,30
never,keep,134
never,shit,137
never,'',131
never,fuck,134
never,give,119
never,bitch,129
never,``,120
never,nigga,130
never,could,115
never,put,111
never,call,97
never,every,93
never,ta,94
never,day,87
never,us,81
never,money,80
never,niggas,80
never,i'ma,73
never,show,69
never,lil,72
never,catch,62
never,body,54
never,pull,56
never,god,72
never,ayy,51
never,buy,58
never,start,56
never,hand,46
never,high,47
never,pop,48
never,old,57
never,miss,44
never,hundred,43
never,mean,39
never,inside,37
never,move,46
never,wait,35
never,five,34
never,blue,37
never,year,31
never,line,35
never,door,29
never,diamond,27
never,eat,37
never,outside,35
never,game,32
never,dick,33
never,sit,30
never,since,24
never,four,30
never,million,33
never,straight,25
never,slide,24
never,runnin,20
never,cash,20
keep,shit,147
keep,fuck,143
keep,give,127
keep,bitch,144
keep,``,120
keep,nigga,137
keep,put,115
keep,call,95
keep,every,85
keep,ta,101
keep,us,91
keep,money,78
keep,niggas,90
keep,i'ma,79
keep,show,66
keep,lil,84
keep,catch,77
keep,body,65
keep,pull,65
keep,god,61
keep,ayy,53
keep,buy,53
keep,start,50
keep,hand,42
keep,high,47
keep,pop,59
keep,old,43
keep,miss,36
keep,hundred,47
keep,change,40
keep,mean,39
keep,inside,48
keep,move,43
keep,wait,40
keep,five,39
keep,city,42
keep,blue,27
keep,year,30
keep,line,30
keep,door,31
keep,ride,32
keep,diamond,34
keep,eat,40
keep,outside,36
keep,game,31
keep,dick,34
keep,sit,29
keep,since,27
keep,four,29
keep,million,33
keep,straight,39
keep,slide,35
keep,runnin,36
keep,cash,29
keep,water,27
keep,cut,28
shit,'',130
shit,fuck,193
shit,give,143
shit,bitch,207
shit,``,124
shit,nigga,204
shit,could,99
shit,put,143
shit,every,89
shit,ta,114
shit,new,94
shit,day,75
shit,us,82
shit,money,104
shit,niggas,127
shit,i'ma,101
shit,show,78
shit,lil,113
shit,catch,86
shit,body,75
shit,pull,85
shit,god,60
shit,buy,78
shit,start,56
shit,high,56
shit,pop,71
shit,old,47
shit,miss,34
shit,hundred,69
shit,change,45
shit,mean,42
shit,inside,54
shit,move,42
shit,wait,33
shit,five,44
shit,city,49
shit,blue,27
shit,year,32
shit,line,35
shit,door,35
shit,ride,35
shit,diamond,47
shit,eat,49
shit,outside,40
shit,game,35
shit,dick,43
shit,sit,32
shit,since,28
shit,four,38
shit,million,44
shit,straight,38
shit,slide,37
shit,runnin,37
shit,cash,41
shit,water,30
shit,cut,32
'',fuck,127
'',give,123
'',bitch,136
'',``,251
'',nigga,137
'',put,107
'',call,92
'',every,79
'',ta,87
'',us,78
'',money,84
'',niggas,80
'',i'ma,73
'',show,67
'',lil,79
'',catch,63
'',body,61
'',pull,59
'',god,49
'',ayy,44
'',buy,57
'',start,49
'',hand,38
'',high,43
'',pop,53
'',old,43
'',miss,30
'',hundred,47
'',change,32
'',mean,42
'',inside,47
'',move,43
'',wait,32
'',five,41
'',city,40
'',blue,32
'',year,35
'',line,32
'',door,29
'',ride,24
'',diamond,35
'',eat,36
'',outside,34
'',game,30
'',dick,30
'',sit,27
'',since,26
'',four,27
'',million,35
'',straight,23
'',slide,33
'',runnin,30
'',cash,26
'',water,21
'',cut,23
fuck,give,139
fuck,bitch,188
fuck,``,124
fuck,nigga,187
fuck,could,95
fuck,put,132
fuck,call,109
fuck,every,85
fuck,ta,102
fuck,new,94
fuck,day,69
fuck,us,81
fuck,money,92
fuck,niggas,120
fuck,i'ma,102
fuck,show,71
fuck,lil,104
fuck,catch,84
fuck,body,72
fuck,pull,74
fuck,god,58
fuck,ayy,80
fuck,buy,70
fuck,start,51
fuck,hand,45
fuck,high,51
fuck,pop,71
fuck,old,39
fuck,miss,40
fuck,hundred,65
fuck,change,48
fuck,mean,40
fuck,inside,51
fuck,move,40
fuck,wait,36
fuck,five,45
fuck,city,45
fuck,blue,25
fuck,year,24
fuck,line,32
fuck,door,24
fuck,ride,30
fuck,diamond,40
fuck,eat,41
fuck,outside,43
fuck,game,37
fuck,dick,41
fuck,sit,28
fuck,since,21
fuck,four,35
fuck,million,37
fuck,straight,32
fuck,slide,29
fuck,runnin,33
fuck,cash,33
fuck,water,30
fuck,cut,32
give,bitch,134
give,``,116
give,nigga,140
give,could,100
give,put,123
give,call,94
give,every,85
give,ta,97
give,new,84
give,day,73
give,us,74
give,money,84
give,niggas,78
give,i'ma,75
give,show,77
give,lil,72
give,catch,63
give,body,58
give,pull,59
give,god,57
give,ayy,64
give,buy,56
give,start,49
give,hand,48
give,high,36
give,pop,55
give,old,41
give,miss,33
give,hundred,47
give,change,40
give,mean,30
give,inside,47
give,move,36
give,wait,34
give,five,32
give,city,31
give,blue,25
give,year,29
give,line,31
give,door,33
give,ride,26
give,diamond,30
give,eat,38
give,outside,26
give,game,33
give,dick,31
give,sit,26
give,since,18
give,four,30
give,million,30
give,straight,20
give,slide,23
give,runnin,24
give,cash,28
give,water,23
give,cut,23
bitch,``,131
bitch,nigga,204
bitch,could,79
bitch,put,142
bitch,call,106
bitch,every,76
bitch,ta,110
bitch,new,95
bitch,day,66
bitch,us,66
bitch,money,103
bitch,niggas,122
bitch,i'ma,98
bitch,show,72
bitch,lil,113
bitch,catch,83
bitch,body,75
bitch,pull,80
bitch,god,58
bitch,ayy,80
bitch,buy,83
bitch,start,52
bitch,hand,46
bitch,high,49
bitch,pop,75
bitch,old,41
bitch,miss,29
bitch,hundred,71
bitch,change,35
bitch,mean,35
bitch,inside,49
bitch,move,41
bitch,wait,32
bitch,five,51
bitch,city,47
bitch,blue,29
bitch,year,28
bitch,line,31
bitch,door,30
bitch,ride,33
bitch,diamond,51
bitch,eat,48
bitch,outside,41
bitch,game,33
bitch,dick,48
bitch,sit,31
bitch,since,23
bitch,four,43
bitch,million,42
bitch,straight,35
bitch,slide,36
bitch,runnin,35
bitch,cash,42
bitch,water,28
bitch,cut,27
``,nigga,132
``,could,90
``,put,103
``,call,87
``,every,73
``,ta,84
``,new,84
``,day,64
``,us,71
``,money,79
``,niggas,78
``,i'ma,70
``,show,67
``,lil,76
``,catch,61
``,body,58
``,pull,59
``,god,48
``,ayy,45
``,buy,52
``,start,49
``,hand,36
``,high,39
``,pop,48
``,old,37
``,miss,29
``,hundred,46
``,change,29
``,mean,39
``,inside,45
``,move,42
``,wait,29
``,five,39
``,city,36
``,blue,28
``,year,32
``,line,33
``,door,24
``,ride,22
``,diamond,33
``,eat,36
``,outside,34
``,game,28
``,dick,28
``,sit,23
``,since,25
``,four,26
``,million,35
``,straight,23
``,slide,33
``,runnin,29
``,cash,27
``,water,21
``,cut,20
nigga,could,84
nigga,put,144
nigga,call,103
nigga,every,85
nigga,ta,117
nigga,new,93
nigga,day,66
nigga,us,72
nigga,money,107
nigga,niggas,135
nigga,i'ma,104
nigga,show,75
nigga,lil,111
nigga,catch,83
nigga,body,73
nigga,pull,80
nigga,god,65
nigga,ayy,80
nigga,buy,82
nigga,start,53
nigga,hand,48
nigga,high,52
nigga,pop,75
nigga,old,44
nigga,miss,25
nigga,hundred,73
nigga,change,39
nigga,mean,34
nigga,inside,55
nigga,move,44
nigga,wait,30
nigga,five,48
nigga,city,48
nigga,blue,28
nigga,year,26
nigga,line,33
nigga,door,30
nigga,ride,32
nigga,diamond,44
nigga,eat,46
nigga,outside,40
nigga,game,35
nigga,dick,47
nigga,sit,35
nigga,since,25
nigga,four,40
nigga,million,44
nigga,straight,30
nigga,slide,36
nigga,runnin,34
nigga,cash,36
nigga,water,31
nigga,cut,28
could,put,79
could,call,59
could,every,74
could,ta,62
could,us,65
could,money,53
could,niggas,55
could,i'ma,52
could,show,51
could,lil,42
could,catch,51
could,body,46
could,pull,36
could,god,47
could,ayy,38
could,buy,38
could,start,44
could,hand,36
could,high,45
could,pop,29
could,old,36
could,miss,37
could,hundred,32
could,change,38
could,mean,39
could,inside,24
could,move,28
could,wait,29
could,five,26
could,city,27
could,blue,23
could,year,26
could,line,26
could,door,24
could,ride,14
could,diamond,22
could,eat,20
could,outside,26
could,game,23
could,dick,20
could,sit,17
could,since,23
could,four,10
could,million,24
could,straight,17
could,slide,26
could,runnin,21
could,cash,13
could,water,23
could,cut,16
put,call,91
put,every,75
put,ta,97
put,new,74
put,day,58
put,us,58
put,money,77
put,niggas,88
put,i'ma,84
put,show,58
put,lil,78
put,catch,60
put,body,51
put,pull,66
put,god,53
put,ayy,55
put,buy,63
put,start,46
put,hand,39
put,high,41
put,pop,57
put,old,29
put,miss,25
put,hundred,56
put,change,24
put,mean,26
put,inside,45
put,move,30
put,wait,27
put,five,38
put,city,40
put,blue,29
put,year,23
put,line,29
put,door,24
put,ride,34
put,diamond,36
put,eat,34
put,outside,24
put,game,34
put,dick,35
put,sit,26
put,since,17
put,four,34
put,million,31
put,straight,26
put,slide,26
put,runnin,31
put,cash,32
put,water,26
put,cut,22
call,every,62
call,ta,67
call,new,68
call,day,54
call,us,57
call,money,66
call,niggas,60
call,i'ma,65
call,show,47
call,lil,59
call,catch,52
call,body,46
call,pull,52
call,god,43
call,buy,47
call,start,40
call,high,37
call,pop,42
call,old,35
call,miss,28
call,hundred,45
call,change,33
call,mean,26
call,inside,37
call,move,25
call,wait,32
call,five,24
call,city,31
call,blue,16
call,year,25
call,line,23
call,door,21
call,ride,22
call,diamond,22
call,eat,28
call,outside,20
call,game,27
call,dick,24
call,sit,21
call,since,18
call,four,25
call,million,20
call,straight,25
call,slide,20
call,runnin,18
call,cash,23
call,water,19
call,cut,21
every,ta,65
every,new,57
every,day,71
every,us,49
every,money,56
every,niggas,53
every,i'ma,49
every,show,49
every,lil,36
every,catch,42
every,body,39
every,pull,42
every,god,35
every,ayy,39
every,buy,37
every,start,39
every,hand,32
every,high,31
every,pop,35
every,old,31
every,miss,26
every,hundred,36
every,change,28
every,mean,25
every,inside,31
every,move,24
every,wait,26
every,five,25
every,city,19
every,blue,22
every,year,25
every,line,18
every,door,23
every,ride,19
every,diamond,23
every,eat,20
every,outside,16
every,game,22
every,dick,16
every,sit,14
every,since,23
every,four,19
every,million,21
every,straight,16
every,slide,18
every,runnin,15
every,cash,12
every,water,14
every,cut,16
ta,new,74
ta,day,41
ta,us,55
ta,money,74
ta,niggas,76
ta,i'ma,65
ta,show,51
ta,lil,54
ta,catch,39
ta,body,33
ta,pull,50
ta,god,45
ta,ayy,45
ta,buy,52
ta,start,48
ta,hand,29
ta,high,36
ta,pop,35
ta,old,27
ta,miss,20
ta,hundred,43
ta,change,23
ta,mean,24
ta,inside,30
ta,move,31
ta,wait,23
ta,five,31
ta,city,31
ta,blue,21
ta,year,24
ta,line,21
ta,door,32
ta,ride,22
ta,diamond,27
ta,eat,28
ta,outside,27
ta,game,26
ta,dick,21
ta,sit,20
ta,since,18
ta,four,28
ta,million,26
ta,straight,21
ta,slide,15
ta,runnin,20
ta,cash,18
ta,water,21
ta,cut,24
new,us,55
new,money,60
new,niggas,49
new,i'ma,48
new,show,53
new,lil,55
new,catch,39
new,body,33
new,pull,39
new,god,41
new,ayy,37
new,buy,54
new,start,35
new,hand,30
new,high,23
new,pop,38
new,old,33
new,miss,27
new,hundred,41
new,mean,24
new,inside,31
new,move,29
new,wait,24
new,five,32
new,blue,26
new,year,26
new,line,22
new,door,27
new,diamond,25
new,eat,22
new,outside,27
new,game,21
new,dick,18
new,sit,14
new,since,20
new,four,25
new,million,27
new,straight,16
new,slide,15
new,runnin,16
new,cash,20
day,us,50
day,money,41
day,niggas,41
day,i'ma,33
day,show,41
day,lil,36
day,catch,32
day,body,33
day,pull,29
day,god,36
day,ayy,22
day,buy,32
day,start,36
day,hand,35
day,high,23
day,pop,27
day,old,38
day,miss,25
day,hundred,29
day,change,34
day,mean,26
day,inside,23
day,move,20
day,wait,28
day,five,25
day,city,20
day,blue,24
day,year,28
day,line,16
day,door,16
day,ride,13
day,diamond,12
day,eat,14
day,outside,14
day,game,18
day,dick,14
day,sit,19
day,since,21
day,four,16
day,million,17
day,straight,16
day,slide,16
day,runnin,18
day,water,18
day,cut,14
us,money,50
us,niggas,46
us,i'ma,42
us,show,50
us,lil,42
us,catch,39
us,body,33
us,pull,36
us,god,33
us,ayy,30
us,buy,28
us,start,36
us,hand,28
us,high,28
us,pop,30
us,old,29
us,miss,21
us,hundred,30
us,change,23
us,mean,28
us,inside,25
us,move,28
us,wait,23
us,five,22
us,city,25
us,blue,20
us,year,30
us,line,18
us,door,28
us,ride,14
us,diamond,12
us,eat,22
us,outside,25
us,game,16
us,dick,17
us,sit,20
us,since,13
us,four,16
us,million,21
us,straight,20
us,slide,17
us,runnin,14
us,cash,15
us,water,15
us,cut,18
money,niggas,68
money,i'ma,55
money,show,50
money,lil,54
money,catch,34
money,body,40
money,pull,43
money,god,41
money,ayy,36
money,buy,51
money,start,36
money,hand,28
money,high,26
money,pop,42
money,old,22
money,miss,18
money,hundred,47
money,change,18
money,mean,22
money,inside,31
money,move,23
money,wait,16
money,five,25
money,city,28
money,blue,23
money,year,21
money,line,19
money,door,17
money,ride,19
money,diamond,28
money,eat,24
money,outside,19
money,game,24
money,dick,18
money,sit,21
money,since,14
money,four,21
money,million,28
money,straight,17
money,slide,20
money,runnin,21
money,cash,30
money,water,21
money,cut,21
niggas,i'ma,65
niggas,show,47
niggas,lil,71
niggas,catch,62
niggas,body,45
niggas,pull,54
niggas,god,39
niggas,ayy,52
niggas,buy,46
niggas,start,31
niggas,hand,26
niggas,high,30
niggas,pop,52
niggas,old,24
niggas,miss,14
niggas,hundred,45
niggas,change,28
niggas,mean,25
niggas,inside,33
niggas,move,27
niggas,wait,21
niggas,five,36
niggas,city,30
niggas,blue,23
niggas,year,20
niggas,line,22
niggas,door,19
niggas,ride,19
niggas,diamond,25
niggas,eat,27
niggas,outside,24
niggas,game,26
niggas,dick,31
niggas,sit,24
niggas,since,17
niggas,four,25
niggas,million,31
niggas,straight,23
niggas,slide,27
niggas,runnin,19
niggas,cash,21
niggas,water,20
niggas,cut,17
i'ma,show,46
i'ma,lil,57
i'ma,catch,45
i'ma,body,43
i'ma,pull,47
i'ma,god,35
i'ma,ayy,32
i'ma,buy,50
i'ma,start,34
i'ma,hand,27
i'ma,high,36
i'ma,pop,33
i'ma,old,17
i'ma,miss,22
i'ma,hundred,41
i'ma,change,23
i'ma,mean,16
i'ma,inside,28
i'ma,move,26
i'ma,wait,18
i'ma,five,23
i'ma,city,22
i'ma,blue,17
i'ma,year,18
i'ma,line,18
i'ma,door,14
i'ma,ride,17
i'ma,diamond,22
i'ma,eat,26
i'ma,outside,23
i'ma,game,24
i'ma,dick,23
i'ma,sit,16
i'ma,since,11
i'ma,four,20
i'ma,million,16
i'ma,straight,25
i'ma,slide,22
i'ma,runnin,17
i'ma,cash,26
i'ma,water,14
i'ma,cut,26
show,lil,45
show,catch,33
show,body,33
show,pull,38
show,god,30
show,ayy,33
show,buy,33
show,start,34
show,hand,29
show,high,24
show,pop,28
show,old,30
show,miss,24
show,hundred,32
show,change,28
show,mean,27
show,inside,30
show,move,20
show,wait,21
show,five,19
show,city,22
show,blue,17
show,year,15
show,line,16
show,door,19
show,ride,17
show,diamond,17
show,eat,19
show,outside,23
show,game,19
show,dick,19
show,sit,13
show,since,15
show,four,18
show,million,22
show,straight,12
show,slide,18
show,runnin,14
show,cash,14
show,water,13
show,cut,17
lil,catch,55
lil,body,49
lil,pull,51
lil,god,29
lil,ayy,37
lil,buy,44
lil,start,31
lil,hand,22
lil,high,25
lil,pop,50
lil,old,21
lil,miss,17
lil,hundred,40
lil,change,17
lil,mean,16
lil,inside,38
lil,move,23
lil,wait,18
lil,five,27
lil,city,28
lil,blue,17
lil,year,16
lil,line,15
lil,door,18
lil,ride,14
lil,diamond,30
lil,eat,29
lil,outside,25
lil,game,15
lil,dick,29
lil,sit,13
lil,since,10
lil,four,19
lil,million,25
lil,straight,17
lil,slide,23
lil,runnin,18
lil,cash,20
lil,water,18
lil,cut,17
catch,body,44
catch,pull,43
catch,god,31
catch,ayy,39
catch,buy,32
catch,start,23
catch,hand,19
catch,high,26
catch,pop,35
catch,old,19
catch,miss,18
catch,hundred,32
catch,change,21
catch,mean,22
catch,inside,30
catch,move,22
catch,wait,18
catch,five,24
catch,city,27
catch,blue,16
catch,year,19
catch,line,16
catch,door,17
catch,ride,17
catch,diamond,18
catch,eat,18
catch,outside,22
catch,game,16
catch,dick,20
catch,sit,13
catch,since,16
catch,four,18
catch,million,20
catch,straight,13
catch,slide,22
catch,runnin,12
catch,cash,13
catch,water,17
catch,cut,13
body,pull,29
body,god,30
body,ayy,30
body,buy,35
body,start,18
body,hand,29
body,high,26
body,pop,32
body,old,19
body,miss,15
body,hundred,29
body,change,13
body,mean,14
body,inside,26
body,move,21
body,wait,14
body,five,19
body,city,12
body,blue,12
body,year,13
body,line,13
body,door,13
body,ride,14
body,diamond,16
body,eat,21
body,outside,16
body,game,16
body,dick,20
body,sit,13
body,four,14
body,million,17
body,straight,15
body,slide,20
body,runnin,12
body,cash,14
body,water,14
body,cut,13
pull,god,25
pull,ayy,33
pull,buy,30
pull,start,26
pull,hand,29
pull,high,19
pull,pop,31
pull,old,16
pull,miss,15
pull,hundred,33
pull,change,17
pull,mean,13
pull,inside,26
pull,move,15
pull,wait,11
pull,five,20
pull,city,19
pull,blue,16
pull,year,16
pull,line,16
pull,door,15
pull,ride,18
pull,diamond,30
pull,eat,20
pull,outside,11
pull,game,17
pull,dick,23
pull,sit,15
pull,since,15
pull,four,15
pull,million,18
pull,straight,16
pull,slide,15
pull,runnin,18
pull,cash,17
pull,water,10
pull,cut,16
god,ayy,23
god,buy,31
god,start,22
god,hand,23
god,high,21
god,pop,18
god,old,19
god,miss,17
god,hundred,26
god,change,17
god,mean,17
god,inside,21
god,move,16
god,wait,10
god,five,15
god,city,17
