start,stop,weight
oh,cash,17
gon,thing,74
gon,inside,48
gon,though,37
gon,game,34
gon,hood,37
gon,bet,40
gon,red,24
gon,reason,25
need,thing,84
need,hold,62
need,pull,57
need,talkin,59
need,hand,43
need,mean,39
need,three,41
need,inside,38
need,ya,19
need,blue,25
need,though,32
need,game,21
need,gun,31
need,hood,27
need,bet,23
need,red,21
need,reason,33
need,brother,26
need,cash,22
shit,thing,72
shit,hold,62
shit,long,49
shit,gettin,68
shit,fall,30
shit,okay,36
shit,beat,54
shit,ya,30
shit,though,47
shit,gun,48
shit,hood,46
shit,bet,41
shit,red,24
shit,reason,28
'',life,96
'',thing,64
'',head,61
'',long,41
'',gettin,48
'',car,53
'',pussy,53
'',wrong,47
'',fall,30
'',ho,34
'',crazy,29
'',though,37
'',doin,31
'',gun,33
'',hood,32
'',bet,26
'',red,27
'',reason,20
fuck,still,122
fuck,life,100
fuck,thing,64
fuck,break,63
fuck,long,42
fuck,talkin,66
fuck,gettin,61
fuck,whole,52
fuck,three,48
fuck,fall,29
fuck,though,42
fuck,gun,43
fuck,hood,41
fuck,bet,42
fuck,red,20
fuck,reason,29
fuck,brother,37
baby,life,82
baby,thing,79
baby,i'ma,56
baby,pull,43
baby,use,52
baby,talkin,38
baby,hand,38
baby,mean,28
baby,three,33
baby,inside,41
baby,blue,34
baby,though,26
baby,gang,20
baby,game,22
baby,gun,22
baby,hood,23
baby,bet,22
baby,red,15
baby,reason,16
baby,brother,19
bitch,still,125
bitch,thing,62
bitch,long,43
bitch,gettin,65
bitch,whole,57
bitch,fall,23
bitch,though,37
bitch,hood,49
bitch,bet,41
bitch,red,26
bitch,reason,21
``,life,90
``,thing,61
``,head,56
``,long,40
``,gettin,44
``,car,53
``,pussy,49
``,wrong,46
``,fall,28
``,ho,33
``,crazy,26
``,though,37
``,doin,29
``,gun,33
``,hood,30
``,bet,25
``,red,24
``,reason,20
nigga,thing,63
nigga,hold,65
nigga,beat,47
nigga,ya,26
nigga,though,42
nigga,hood,49
nigga,bet,39
nigga,red,26
nigga,reason,21
think,thing,70
think,day,70
think,money,68
think,around,62
think,hold,51
think,use,48
think,gettin,42
think,okay,31
think,ya,26
think,blue,34
think,'round,25
think,though,35
think,gun,30
think,hood,25
think,black,18
think,red,26
think,reason,21
think,cash,23
good,still,99
good,thing,62
good,money,60
good,play,67
good,wo,40
good,head,42
good,break,47
good,long,41
good,gettin,35
good,car,43
good,pussy,39
good,wrong,29
good,mean,31
good,three,30
good,inside,28
good,side,40
good,blue,28
good,ho,28
good,crazy,26
good,though,33
good,doin,28
good,game,29
good,gun,31
good,hood,31
good,bet,25
good,brother,30
still,thing,68
still,around,63
still,hold,57
still,use,53
still,fuckin,49
still,ayy,49
still,wrong,41
still,beat,38
still,ya,17
still,blue,29
still,crazy,25
still,though,38
still,doin,26
still,gun,33
still,four,23
still,hood,36
still,red,23
still,reason,26
still,cash,20
life,thing,59
life,day,68
life,tryna,72
life,around,53
life,hold,56
life,wo,52
life,use,41
life,fuckin,40
life,gettin,39
life,car,33
life,pussy,26
life,wrong,33
life,inside,36
life,side,32
life,okay,22
life,ya,17
life,'round,21
life,ho,25
life,crazy,21
life,though,34
life,doin,31
life,gang,25
life,game,27
life,hood,20
life,black,32
life,red,20
life,reason,17
life,cash,16
leave,call,74
leave,thing,64
leave,money,48
leave,hold,48
leave,long,34
leave,gettin,35
leave,okay,28
leave,ya,21
leave,blue,20
leave,though,33
leave,gun,22
leave,hood,22
leave,bet,29
leave,red,19
leave,reason,21
leave,cash,19
'em,thing,48
'em,hand,37
'em,inside,43
'em,though,31
'em,game,23
'em,hood,31
'em,bet,26
'em,red,18
'em,reason,19
call,thing,54
call,around,49
call,real,57
call,play,53
call,hold,51
call,wo,42
call,use,43
call,fuckin,49
call,kill,32
call,wrong,32
call,three,32
call,side,28
call,beat,28
call,ya,22
call,crazy,22
call,though,29
call,doin,24
call,gang,31
call,gun,19
call,hood,21
call,bet,19
call,red,19
call,reason,15
call,brother,24
'bout,thing,52
'bout,money,62
'bout,head,50
'bout,long,39
'bout,gettin,51
'bout,car,42
'bout,pussy,50
'bout,wrong,27
'bout,fall,27
'bout,blue,24
'bout,ho,34
'bout,crazy,21
'bout,though,26
'bout,doin,28
'bout,gun,29
'bout,hood,26
'bout,bet,27
'bout,red,22
'bout,reason,18
thing,day,60
thing,tryna,47
thing,money,41
thing,around,59
thing,i'ma,33
thing,real,37
thing,play,39
thing,hold,33
thing,wo,35
thing,head,33
thing,pull,33
thing,break,40
thing,use,34
thing,long,31
thing,fuckin,25
thing,ayy,30
thing,talkin,26
thing,top,23
thing,hand,33
thing,gettin,28
thing,car,27
thing,whole,22
thing,pussy,21
thing,kill,24
thing,wrong,35
thing,mean,34
thing,three,28
thing,inside,31
thing,fall,31
thing,side,25
thing,okay,23
thing,beat,16
thing,ya,12
thing,blue,27
thing,'round,27
thing,ho,14
thing,crazy,19
thing,though,23
thing,doin,29
thing,gang,19
thing,game,20
thing,gun,19
thing,four,17
thing,hood,13
thing,black,21
thing,bet,11
thing,red,11
thing,reason,16
thing,brother,13
day,play,41
day,hold,47
day,wo,31
day,talkin,26
day,wrong,23
day,three,20
day,side,22
day,beat,21
day,ya,12
day,crazy,16
day,though,17
day,doin,19
day,gun,21
day,hood,19
day,bet,17
day,red,13
day,reason,22
day,brother,17
tryna,use,31
tryna,blue,23
tryna,though,23
tryna,gun,25
tryna,hood,18
tryna,bet,27
tryna,red,13
tryna,reason,17
money,around,37
money,real,58
money,hold,33
money,wo,33
money,use,32
money,fuckin,40
money,wrong,23
money,side,22
money,beat,23
money,ya,15
money,crazy,21
money,though,24
money,doin,20
money,gang,28
money,hood,28
money,bet,21
money,red,16
money,reason,11
around,play,39
around,wo,28
around,head,27
around,pull,26
around,break,29
around,long,23
around,ayy,29
around,talkin,30
around,hand,30
around,gettin,28
around,car,29
around,whole,23
around,pussy,26
around,wrong,18
around,mean,24
around,three,18
around,inside,23
around,fall,24
around,side,27
around,blue,19
around,ho,21
around,crazy,18
around,though,27
around,doin,13
around,game,20
around,gun,17
around,hood,10
around,bet,13
around,reason,17
around,brother,18
i'ma,hold,31
i'ma,head,34
i'ma,long,18
i'ma,gettin,34
i'ma,car,36
i'ma,pussy,33
i'ma,wrong,28
i'ma,okay,20
i'ma,beat,26
i'ma,ya,14
i'ma,ho,28
i'ma,crazy,21
i'ma,though,23
i'ma,doin,23
i'ma,hood,20
i'ma,bet,29
real,hold,41
real,gettin,31
real,fall,15
real,okay,19
real,beat,30
real,ya,16
real,blue,19
real,though,21
real,gun,23
real,hood,27
real,red,12
real,reason,20
real,cash,14
play,hold,36
play,use,22
play,long,23
play,gettin,34
play,okay,17
play,ya,14
play,'round,20
play,though,26
play,hood,24
play,black,12
play,bet,20
play,red,14
play,reason,18
play,cash,11
hold,wo,29
hold,head,30
hold,pull,29
hold,break,23
hold,use,30
hold,long,26
hold,fuckin,28
hold,ayy,25
hold,talkin,25
hold,hand,31
hold,gettin,24
hold,car,26
hold,whole,23
hold,pussy,27
hold,wrong,20
hold,mean,27
hold,three,19
hold,inside,25
hold,fall,21
hold,side,20
hold,'round,15
hold,ho,17
hold,crazy,13
hold,though,19
hold,doin,16
hold,gang,25
hold,game,14
hold,gun,16
hold,hood,16
hold,black,13
hold,bet,15
hold,red,12
hold,brother,17
wo,use,20
wo,long,20
wo,gettin,22
wo,fall,22
wo,okay,15
wo,beat,14
wo,ya,13
wo,blue,14
wo,'round,14
wo,though,21
wo,gun,16
wo,hood,16
wo,black,11
wo,bet,18
wo,red,11
wo,reason,12
wo,cash,17
head,pull,29
head,use,23
head,talkin,27
head,hand,28
head,kill,22
head,mean,18
head,three,19
head,inside,18
head,ya,11
head,blue,11
head,though,17
head,gang,25
head,game,13
head,gun,18
head,hood,16
head,bet,21
head,red,15
head,reason,12
head,brother,19
head,cash,11
pull,use,18
pull,long,20
pull,fuckin,37
pull,gettin,21
pull,car,22
pull,pussy,32
pull,wrong,18
pull,okay,14
pull,beat,22
pull,ya,16
pull,'round,21
pull,ho,24
pull,crazy,16
pull,though,19
pull,doin,15
pull,hood,21
pull,black,15
pull,bet,19
break,use,24
break,fuckin,26
break,ayy,29
break,wrong,25
break,ya,14
break,crazy,14
break,though,16
break,doin,18
break,hood,18
break,bet,14
break,red,10
break,cash,15
use,long,20
use,ayy,14
use,talkin,25
use,top,16
use,hand,16
use,gettin,23
use,car,20
use,whole,23
use,pussy,22
use,wrong,24
use,mean,21
use,three,19
use,inside,13
use,fall,17
use,okay,13
use,beat,11
use,blue,11
use,ho,12
use,crazy,13
use,though,16
use,doin,10
use,game,17
use,gun,16
use,four,13
use,hood,14
use,red,10
use,reason,11
use,brother,11
use,cash,11
long,fuckin,15
long,ayy,16
long,talkin,16
long,hand,21
long,kill,19
long,wrong,22
long,mean,10
long,three,19
long,inside,10
long,side,17
long,beat,11
long,blue,10
long,crazy,14
long,though,11
long,doin,14
long,gang,18
long,gun,13
long,four,15
long,hood,12
long,red,10
fuckin,talkin,31
fuckin,top,33
fuckin,hand,13
fuckin,gettin,25
fuckin,whole,18
fuckin,mean,11
fuckin,three,23
fuckin,inside,22
fuckin,fall,12
fuckin,okay,16
fuckin,beat,21
fuckin,ya,14
fuckin,blue,10
fuckin,though,13
fuckin,game,19
fuckin,gun,23
fuckin,hood,21
fuckin,bet,17
fuckin,red,13
fuckin,reason,17
fuckin,brother,20
fuckin,cash,14
ayy,top,27
ayy,gettin,29
ayy,kill,20
ayy,three,20
ayy,fall,11
ayy,okay,23
ayy,beat,16
ayy,ya,13
ayy,'round,15
ayy,though,16
ayy,gang,21
ayy,gun,15
ayy,hood,20
ayy,black,11
ayy,bet,16
ayy,reason,10
ayy,brother,16
talkin,gettin,28
talkin,car,24
talkin,pussy,24
talkin,wrong,16
talkin,fall,16
talkin,okay,13
talkin,beat,15
talkin,ya,10
talkin,'round,15
talkin,ho,24
talkin,crazy,14
talkin,though,16
talkin,doin,22
talkin,hood,15
talkin,black,12
talkin,bet,13
talkin,red,14
talkin,reason,10
talkin,cash,16
top,wrong,15
top,crazy,11
top,though,15
top,doin,13
top,hood,11
top,bet,18
hand,gettin,10
hand,car,21
hand,pussy,11
hand,wrong,14
hand,fall,14
hand,okay,14
hand,beat,13
hand,ya,12
hand,'round,12
hand,ho,13
hand,crazy,12
hand,though,10
hand,doin,12
hand,gun,15
hand,hood,10
hand,bet,11
gettin,kill,10
gettin,wrong,14
gettin,mean,10
gettin,three,21
gettin,inside,19
gettin,side,18
gettin,beat,13
gettin,ya,10
gettin,crazy,20
gettin,though,21
gettin,doin,22
gettin,gang,20
gettin,game,15
gettin,gun,15
gettin,four,17
gettin,hood,16
gettin,bet,16
gettin,red,12
gettin,brother,14
gettin,cash,18
car,kill,28
car,mean,15
car,three,21
car,inside,19
car,beat,18
car,blue,11
car,though,18
car,gang,21
car,game,10
car,gun,19
car,hood,15
car,bet,17
car,reason,12
car,brother,15
car,cash,18
whole,wrong,16
whole,beat,11
whole,blue,14
whole,crazy,11
whole,though,11
whole,doin,13
whole,gun,14
whole,four,11
whole,hood,13
whole,bet,18
whole,red,13
pussy,kill,21
pussy,mean,11
pussy,three,16
pussy,inside,23
pussy,beat,19
pussy,ya,11
pussy,blue,11
pussy,though,17
pussy,gang,26
pussy,game,14
pussy,gun,21
pussy,hood,21
pussy,bet,16
pussy,red,12
pussy,reason,12
pussy,brother,20
pussy,cash,13
kill,wrong,18
kill,ho,16
kill,though,20
kill,hood,16
kill,bet,19
kill,reason,13
wrong,mean,13
wrong,three,16
wrong,inside,14
wrong,fall,14
wrong,okay,12
wrong,beat,14
wrong,blue,13
wrong,'round,12
wrong,though,13
wrong,gang,13
wrong,game,12
wrong,gun,11
wrong,bet,14
wrong,red,13
wrong,brother,11
mean,fall,19
mean,okay,11
mean,crazy,10
mean,though,14
mean,reason,11
three,beat,21
three,'round,13
three,ho,13
three,crazy,11
three,though,12
three,doin,15
three,hood,13
three,black,14
three,bet,10
three,red,10
three,cash,12
inside,okay,10
inside,beat,11
inside,ya,10
inside,'round,18
inside,ho,17
inside,crazy,12
inside,though,11
inside,gun,18
inside,hood,11
inside,bet,12
fall,side,11
fall,hood,10
side,beat,10
side,'round,10
side,though,15
side,gun,11
side,black,12
side,bet,15
side,red,10
okay,crazy,10
okay,gun,10
okay,reason,10
beat,'round,14
beat,ho,18
beat,doin,12
beat,gang,19
beat,game,15
beat,gun,13
beat,hood,17
beat,bet,13
beat,brother,14
ya,'round,13
ya,though,11
ya,hood,10
ya,bet,10
blue,though,10
blue,doin,11
blue,red,17
'round,gun,12
'round,hood,14
'round,bet,10
'round,reason,11
'round,brother,11
ho,though,12
ho,gang,20
ho,game,11
ho,gun,16
ho,hood,13
ho,bet,16
ho,brother,13
ho,cash,12
crazy,red,10
though,doin,14
though,gang,10
though,game,15
though,gun,17
though,hood,13
though,black,10
though,bet,11
though,reason,11
though,brother,15
though,cash,17
doin,gang,14
doin,game,12
doin,black,10
doin,bet,10
doin,red,10
doin,brother,10
doin,cash,11
gang,gun,16
gang,four,13
gang,hood,13
gang,bet,14
gang,red,11
gang,cash,12
game,gun,12
gun,hood,15
gun,bet,14
gun,cash,11
hood,black,12
hood,red,10
hood,brother,12
hood,cash,11
bet,brother,12
might,shot,60
might,th,55
might,couple,53
also,shot,60
also,th,55
also,couple,53
lyric,shot,60
lyric,th,54
lyric,couple,53
like,shot,59
like,th,53
like,couple,49
n't,shot,55
n't,th,54
n't,couple,51
's,shot,56
's,bet,51
's,th,52
's,couple,52
get,shot,56
get,th,50
get,couple,51
'm,shot,52
'm,th,48
'm,couple,46
know,care,65
know,shot,50
know,drive,51
know,th,44
know,couple,46
go,shot,44
go,th,36
go,couple,42
make,right,137
make,shot,40
make,th,33
make,open,37
make,couple,24
ai,bad,96
ai,shot,46
ai,th,38
ai,open,31
ai,couple,37
time,girl,106
time,man,95
time,big,72
time,two,73
time,lil,60
time,buy,64
time,wait,47
time,care,54
time,drop,42
time,door,25
time,shoot,36
time,ready,34
time,diamond,28
time,shot,35
time,sit,35
time,since,35
time,million,35
time,th,30
time,couple,26
see,big,81
see,house,55
see,drop,48
see,shot,32
see,th,30
see,couple,31
one,shot,35
one,th,32
one,open,34
one,couple,29
come,shot,42
come,th,28
come,couple,25
'cause,still,136
'cause,hold,67
'cause,long,56
'cause,light,59
'cause,top,50
'cause,rich,47
'cause,care,42
'cause,shot,32
'cause,drive,22
'cause,bet,36
'cause,th,18
'cause,couple,27
take,new,97
take,big,82
take,wait,42
take,five,42
take,year,39
take,door,37
take,diamond,34
take,shot,33
take,sit,32
take,since,35
take,million,35
take,th,27
take,couple,33
ca,girl,83
ca,care,48
ca,shot,30
ca,drive,29
ca,th,34
ca,open,25
ca,couple,24
let,crazy,32
let,shot,34
let,bet,31
let,th,27
let,open,24
let,couple,25
back,right,112
back,light,50
back,rich,48
back,shot,36
back,th,31
back,open,21
back,couple,28
oh,put,89
oh,even,79
oh,hit,62
oh,two,48
oh,face,44
oh,light,49
oh,buy,34
oh,house,41
oh,rich,26
oh,care,34
oh,drop,24
oh,year,36
oh,diamond,24
oh,shot,24
oh,sit,27
oh,since,29
oh,million,24
oh,th,15
oh,couple,21
never,girl,89
never,care,43
never,crazy,28
never,shot,29
never,drive,26
never,th,23
never,couple,33
'll,hold,63
'll,five,36
'll,crazy,31
'll,year,41
'll,door,31
'll,diamond,21
'll,shot,29
'll,sit,24
'll,since,26
'll,million,33
'll,th,24
'll,couple,24
shit,right,96
shit,bad,83
shit,care,40
shit,shot,36
shit,drive,26
shit,th,26
shit,open,23
shit,couple,29
fuck,right,97
fuck,girl,77
fuck,light,39
fuck,rich,66
fuck,care,42
fuck,shot,39
fuck,drive,23
fuck,th,26
fuck,open,22
fuck,couple,22
way,right,94
way,could,99
way,light,40
way,hoe,41
way,rich,36
way,five,31
way,crazy,34
way,year,26
way,door,27
way,roll,23
way,diamond,22
way,shot,24
way,sit,27
way,since,24
way,million,27
way,bet,28
way,th,24
way,open,24
way,couple,23
give,even,94
give,man,82
give,light,39
give,rich,45
give,ready,29
give,shot,31
give,bet,23
give,th,26
give,couple,24
bitch,girl,78
bitch,light,38
bitch,care,35
bitch,shot,34
bitch,drive,21
bitch,th,25
bitch,open,19
bitch,couple,30
nigga,bad,74
nigga,shot,37
nigga,th,26
nigga,open,21
nigga,couple,32
think,every,67
think,two,53
think,god,50
think,buy,51
think,care,35
think,drop,30
think,diamond,22
think,shot,24
think,drive,21
think,sit,26
think,since,18
think,million,26
think,th,24
think,couple,23
good,right,78
good,could,84
good,ta,77
good,light,28
good,buy,53
good,watch,39
good,hoe,42
good,rich,33
good,care,37
good,door,24
good,roll,22
good,diamond,24
good,shot,29
good,sit,30
good,since,23
good,million,24
good,th,26
good,open,18
good,couple,24
still,right,88
still,man,71
still,bad,63
still,big,65
still,wait,30
still,drop,35
still,five,37
still,year,31
still,door,35
still,shoot,34
still,ready,26
still,diamond,23
still,shot,29
still,sit,25
still,since,31
still,million,33
still,th,21
still,open,18
still,couple,28
right,put,78
right,'bout,69
right,every,72
right,girl,73
right,new,66
right,day,64
right,would,59
right,hit,61
right,real,49
right,big,47
right,hold,46
right,face,45
right,god,35
right,long,35
right,light,41
right,watch,33
right,whole,32
right,hoe,40
right,house,28
right,care,34
right,drop,27
right,crazy,22
right,year,23
right,door,21
right,shot,28
right,drive,27
right,sit,17
right,since,16
right,bet,27
right,th,19
right,couple,16
could,'em,61
could,girl,72
could,man,62
could,big,53
could,two,46
could,hold,42
could,long,27
could,house,34
could,care,33
could,drop,27
could,crazy,27
could,shoot,19
could,ready,14
could,shot,19
could,drive,20
could,bet,21
could,th,16
could,couple,17
put,bad,69
put,hold,46
put,crazy,21
put,shot,26
put,bet,36
put,th,26
put,open,18
put,couple,20
'em,light,35
'em,year,25
'em,shot,34
'em,sit,21
'em,since,27
'em,th,24
'em,open,20
'em,couple,23
'bout,every,57
'bout,god,38
'bout,buy,51
'bout,care,36
'bout,five,36
'bout,year,23
'bout,door,22
'bout,diamond,30
'bout,shot,24
'bout,drive,21
'bout,sit,22
'bout,since,20
'bout,million,26
'bout,th,20
'bout,open,20
'bout,couple,20
every,even,62
every,would,52
every,man,48
every,real,52
every,bad,51
every,big,51
every,hold,42
every,face,35
every,light,34
every,hoe,33
every,kill,22
every,house,27
every,rich,30
every,drop,25
every,crazy,26
every,shoot,20
every,roll,23
every,ready,20
every,shot,19
every,bet,16
every,th,15
every,open,14
every,couple,24
girl,even,57
girl,new,54
girl,real,44
girl,bad,43
girl,big,46
girl,hold,43
girl,pull,34
girl,face,31
girl,light,36
girl,hoe,23
girl,kill,21
girl,house,29
girl,wait,20
girl,rich,25
girl,drop,27
girl,five,17
girl,crazy,24
girl,year,18
girl,door,19
girl,shoot,16
girl,roll,16
girl,diamond,19
girl,shot,19
girl,sit,19
girl,since,19
girl,million,17
girl,bet,19
girl,th,10
girl,open,14
girl,couple,17
even,bad,49
even,hold,43
even,god,44
even,care,32
even,crazy,21
even,year,27
even,door,24
even,shot,17
even,drive,18
even,sit,27
even,since,14
even,th,21
even,open,15
even,couple,17
ta,man,56
ta,hold,39
ta,house,32
ta,drop,32
ta,ready,20
ta,shot,20
ta,bet,24
ta,th,16
ta,couple,22
new,bad,44
new,hold,34
new,top,32
new,whole,30
new,rich,38
new,care,22
new,shot,21
new,drive,18
new,th,15
new,open,17
new,couple,23
day,would,48
day,bad,41
day,hoe,22
day,rich,12
day,roll,18
day,shot,19
day,th,16
day,open,12
day,couple,17
would,money,40
would,bad,37
would,two,37
would,hold,38
would,god,41
would,long,32
would,buy,29
would,house,26
would,care,24
would,drop,19
would,drive,21
would,sit,18
would,since,12
would,million,12
would,bet,14
would,th,16
would,open,14
would,couple,12
man,bad,46
man,hold,42
man,god,42
man,long,29
man,light,24
man,watch,38
man,hoe,45
man,care,22
man,crazy,10
man,year,25
man,door,19
man,shot,33
man,drive,15
man,sit,23
man,since,18
man,bet,24
man,th,14
man,open,13
man,couple,22
hit,five,29
hit,crazy,17
hit,year,17
hit,door,18
hit,diamond,27
hit,shot,25
hit,sit,20
hit,since,17
hit,million,22
hit,bet,23
hit,th,16
hit,open,14
hit,couple,20
money,bad,43
money,big,50
money,face,30
money,light,22
money,hoe,39
money,house,32
money,drop,30
money,shot,13
money,th,12
money,open,12
money,couple,17
niggas,bad,45
niggas,hold,41
niggas,shot,26
niggas,bet,22
niggas,th,16
niggas,open,13
niggas,couple,20
real,bad,37
real,god,31
real,buy,40
real,care,21
real,year,19
real,diamond,18
real,shot,15
real,drive,12
real,sit,19
real,since,12
real,million,24
real,th,15
real,couple,11
bad,big,40
bad,pull,40
bad,god,30
bad,long,21
bad,light,21
bad,buy,34
bad,watch,30
bad,whole,22
bad,hoe,26
bad,wait,17
bad,rich,29
bad,care,17
bad,five,19
bad,crazy,14
bad,year,14
bad,door,16
bad,roll,14
bad,ready,20
bad,diamond,17
bad,shot,15
bad,drive,16
bad,sit,13
bad,since,15
bad,million,21
bad,bet,16
bad,th,15
bad,couple,12
big,hold,37
big,pull,45
big,god,37
big,long,18
big,light,19
big,buy,41
big,top,38
big,whole,31
big,rich,35
big,care,17
big,year,19
big,diamond,22
big,shot,20
big,drive,14
big,sit,16
big,since,18
big,million,16
big,bet,19
big,th,10
big,open,13
big,couple,19
two,light,21
two,hoe,26
two,crazy,14
two,year,16
two,door,19
two,shot,21
two,sit,14
two,since,11
two,bet,15
two,th,13
two,couple,17
hold,god,31
hold,light,28
hold,buy,26
hold,watch,31
hold,hoe,21
hold,wait,18
hold,rich,22
hold,care,24
hold,five,18
hold,year,21
hold,door,12
hold,roll,17
hold,ready,14
hold,diamond,14
hold,shot,15
hold,drive,13
hold,sit,14
hold,since,10
hold,million,14
hold,open,15
hold,couple,11
lil,light,12
lil,shot,23
lil,bet,26
lil,th,15
lil,open,14
lil,couple,20
pull,house,19
pull,care,16
pull,drop,31
pull,shot,12
pull,th,13
pull,open,10
pull,couple,12
face,god,31
face,long,17
face,buy,25
face,care,21
face,five,19
face,crazy,10
face,year,18
face,door,11
face,diamond,15
face,shot,19
face,sit,12
face,since,10
face,million,17
face,bet,18
face,th,10
face,open,11
face,couple,10
god,light,15
god,hoe,25
god,kill,20
god,house,19
god,rich,23
god,drop,20
god,shoot,19
god,roll,15
god,ready,15
god,shot,10
god,bet,15
god,open,12
god,couple,19
long,light,17
long,hoe,18
long,wait,14
long,rich,10
long,drop,11
long,five,10
long,year,12
long,shoot,10
long,roll,21
long,ready,12
long,diamond,10
long,shot,11
long,since,12
long,th,11
long,couple,10
light,buy,16
light,house,15
light,wait,17
light,care,14
light,drop,11
light,five,10
light,crazy,13
light,year,15
light,door,15
light,diamond,14
light,shot,11
light,drive,13
light,sit,11
light,since,15
light,million,10
buy,hoe,32
buy,house,29
buy,drop,26
buy,crazy,18
buy,shot,15
buy,bet,20
buy,open,12
buy,couple,17
watch,house,23
watch,drop,16
watch,year,20
watch,ready,11
watch,diamond,14
watch,sit,13
watch,th,11
top,year,12
top,shot,12
top,sit,12
top,since,11
top,th,11
top,open,10
top,couple,11
whole,house,16
whole,wait,12
whole,drop,22
whole,five,16
whole,year,12
whole,shoot,13
whole,diamond,16
whole,shot,13
whole,sit,12
whole,open,11
hoe,house,17
hoe,care,11
hoe,drop,21
hoe,year,11
hoe,ready,18
hoe,diamond,16
hoe,shot,16
hoe,drive,10
hoe,sit,10
hoe,million,20
hoe,bet,16
hoe,open,11
hoe,couple,10
kill,care,13
kill,year,13
kill,shot,17
kill,sit,13
kill,since,11
kill,th,13
kill,couple,12
house,rich,18
house,care,14
house,five,15
house,year,14
house,door,14
house,roll,10
house,diamond,10
house,shot,10
house,drive,10
house,since,11
house,million,15
house,th,10
house,open,11
wait,care,13
rich,care,11
rich,drop,28
rich,crazy,10
rich,year,11
rich,door,12
rich,shot,14
rich,sit,13
rich,bet,10
rich,couple,12
care,drop,15
care,five,13
care,year,10
care,sit,10
drop,five,13
drop,crazy,10
drop,year,10
drop,roll,13
drop,diamond,12
drop,shot,19
drop,sit,10
drop,bet,18
five,shot,13
five,drive,11
crazy,diamond,10
crazy,drive,15
crazy,million,13
door,ready,11
door,drive,11
door,open,17
shoot,shot,16
shoot,sit,10
shoot,bet,14
shoot,th,13
roll,sit,11
roll,since,11
diamond,couple,11
shot,million,11
shot,bet,10
shot,th,11
drive,th,10
might,hell,78
might,mad,54
also,hell,78
also,mad,54
lyric,hell,76
lyric,mad,54
like,hell,72
like,mad,53
n't,hell,76
n't,mad,53
's,thing,161
's,hell,69
's,mad,49
get,ah,69
get,hell,70
get,road,51
get,mad,52
'm,little,78
'm,hell,65
'm,road,47
'm,mad,52
yeah,thing,114
yeah,hell,54
yeah,many,48
yeah,mad,35
go,little,60
go,ah,48
go,hell,49
go,road,48
go,mad,48
make,ah,56
make,first,65
make,hell,41
make,place,44
make,mad,42
time,run,93
time,hard,71
time,ah,47
time,hundred,57
time,lookin,43
time,hell,43
time,many,41
time,mad,33
see,little,57
see,ah,45
see,first,52
see,hell,43
see,road,38
see,many,43
see,mad,32
tell,little,51
tell,ah,51
tell,hell,44
tell,place,36
tell,wish,27
tell,road,33
tell,many,31
tell,mad,40
'cause,thing,100
'cause,hard,64
'cause,little,55
'cause,first,45
'cause,hell,43
'cause,wish,35
'cause,road,30
'cause,many,28
'cause,mad,29
na,every,96
na,thing,100
na,hard,64
na,little,55
na,first,44
na,hundred,38
na,hell,35
na,place,33
na,blue,29
na,road,36
na,drive,26
na,mad,32
ca,hard,71
ca,little,40
ca,ah,36
ca,first,52
ca,hell,43
ca,place,34
ca,road,29
ca,mad,34
let,thing,83
let,hell,30
let,road,35
let,mad,34
back,little,49
back,hell,37
back,place,36
back,wish,33
back,road,32
back,mad,32
never,thing,83
never,hard,59
never,little,37
never,ah,43
never,hell,36
never,road,32
never,mad,28
'll,thing,86
'll,little,43
'll,ah,36
'll,hundred,38
'll,hell,46
'll,blue,33
'll,road,27
'll,many,20
'll,mad,29
gon,could,94
gon,little,39
gon,first,54
gon,hundred,61
gon,hell,31
gon,place,26
gon,wish,23
gon,road,28
gon,mad,37
'',hard,57
'',ah,40
'',hell,33
'',road,24
'',drive,24
'',mad,27
``,hard,52
``,little,34
``,ah,38
``,first,41
``,hell,30
``,place,18
``,road,21
``,drive,23
``,mad,24
good,hard,47
good,first,42
good,hundred,42
good,hell,32
good,place,28
good,wish,24
good,mad,27
could,thing,64
could,run,50
could,hard,41
could,ah,35
could,lookin,35
could,hell,25
could,road,19
could,many,18
could,mad,14
every,night,70
every,thing,53
every,run,53
every,turn,54
every,around,37
every,ah,25
every,first,33
every,stick,31
every,lookin,24
every,hell,23
every,place,16
every,wish,26
every,many,27
every,mad,21
even,thing,57
even,hard,46
even,little,19
even,ah,27
even,hundred,35
even,hell,23
even,place,20
even,road,18
even,many,23
even,mad,24
night,thing,58
night,hard,35
night,hand,32
night,ah,17
night,hundred,22
night,hell,26
night,five,19
night,blue,23
night,road,15
night,many,20
night,drive,23
night,mad,13
ta,thing,46
ta,run,60
ta,around,45
ta,little,21
ta,ah,32
ta,first,29
ta,lookin,22
ta,hell,24
ta,road,19
ta,many,23
ta,mad,18
thing,new,40
thing,run,48
thing,turn,47
thing,hard,37
thing,little,27
thing,ah,24
thing,first,32
thing,hundred,26
thing,stick,28
thing,lookin,35
thing,hell,21
thing,place,17
thing,five,21
thing,wish,19
thing,road,24
thing,many,16
thing,drive,22
thing,mad,18
new,hard,30
new,ah,23
new,hell,25
new,road,25
new,many,20
new,mad,15
run,hard,32
run,little,24
run,first,24
run,hundred,37
run,hell,24
run,place,20
run,wish,14
run,road,19
run,drive,16
run,mad,16
turn,hard,35
turn,hand,28
turn,little,21
