title;artist;filename;lyrics
(Theres No Place Like) Home For The Holidays (1959) ; Perry Como UNCERTAIN;(Theres No Place Like) Home For The Holidays (1959) by Perry Como UNCERTAIN.txt;franklin billie ives martin lou wish noel christmas warm trio midnight live tree alone ellington rockin orleans white daigleembed orchestra little trotter world fontane leona darlene jolly john sister clear merry gene lot drummer song rawls commander tomlin remastered holiday ken collection light vocal perry carter carol daigles ayres jingle aretha crosby lauren armstrong first flack new michael lewis king guaraldi sinatra hear williams frank around time holy chris marshmallow welcome herald nat ella rock roberta christmastime andy como bethlehem bell single lee holly could begin vince caroling waltz place look snow louis duke bing love version reindeer angels everyday burl daigle dean scott darby hark tyler benny autry sing boy town red-nosed night fitzgerald brenda upon keep cole jenny rudolph carpenter singer day rice santa child claus home
1 Step Forward 3 Steps Back ; Olivia Rodrigo;1 Step Forward 3 Steps Back by Olivia Rodrigo.txt;stuff something instead maybe give strike hate masochistic send rollercoaster today much way speak call three fun head forth ask walk wrong lover find somehow nerve want always step door ever still fault kinda understandyou doubt everything love forward life kind translationsturkceespanolportuguesportuguesitalianodeutschfrancaisnederlands never leave back boy cry excite power phone pretty fuck normally mad home understand
100mil ; J Cole UNCERTAIN;100mil by J Cole UNCERTAIN.txt;doin pork west right marley stone basement maybe jump watchin live music paul limelight woman cold club porsche jugular kurupt world far climbin quarter exit farrakhan magnificent ring hall spit check fold verb trust rain pop christ pill stomach option bad weather taste flow stress metropolis rap behind would judgement skydive g-o though endure champagne raise nobody stay old cortez vega saddam king relax andre fan girl tether meek plan five best phil everybody beatle makaveli mayor barbies nova debt feel arthritis takin black grand draw namedroppin none elvis flex kick vers monarchy hip-hop version debate special loan mind passion crack lohan bunk-bed b.i.g. nike hot dollar town cole detroit collect bomb legend tryna kendrick mystery home og even hook pay mollies cup tissue bar fame coast taking give vietnam sean involved hot-headed window cause barbershop tin destruction thats baskin rep city line runneth stop ball suppose millz g aimin eminem drake disc dorothy grow lookin church joke closure great seat thinkin red new anonymous gun fire usually around moment devilish alarm tanglin always ive inside word bunch core lindsay jackson witness sure deep sayin could magnolia tale homeboys ruin unless rich-ass look earth decepticons realize mom show pelvis chevy downfall street death translationsespanolcontrol reign proclaim violence melon jermaine roc tyler business fidgetin party yep flower dome straight stumpin many alias pete rhymin farembed may power sharpie everythang man fuck try change muslim shit flame pbs probably demise solid eyelash need coachin grin wale im finally spittin turn homie juggle buy latex miscellaneous rockin verse put umbrella plot mil good mac run nook exist god hindsight wild someone bond fam dick way clique hiccup fair roof call every nigga head heart land woah sight history relapse lord strictly ride mc funeral -year-old murder motherfuckin connery kissin cartier base pac still miller ap ever niggas juicy tryin shepherd satan bumpin reaper k.r.i.t. blind liquor faith class poppin ground electricity everything love important sake york piece mo talkin chance juggernaut instagram never stewardess nas crutch condom key full b.i.g foot respond infant mine wind noun spray think sell jigga em whole swear may-day magician big move g.o.o.d somethin james name tour cockpit month nut paycheck bracelet white mhm angel game bean drop wreck bitch lot mother front pain mccartney peddlin playin gold competition barely fuckin us jay shoulder villain ahead week hova hand motherfucker cant friend first cologne pusha parachute hear soldier wo matter either find transform rest time a.k ogs long sign uncoachable prosthetic cobra leg sin corvette unsociable step kid rock car vid prayin write explainin single designer granddad house gobble picture drink place crib pew electron book lofty drought pope reverse smoke forever rocky metabolic blessing offspring alien back dread boy face high keep watch dark dress mode pilot
2 Much ; Justin Bieber;2 Much by Justin Bieber.txt;rather right funny maybe big fall name eye music month injustice dancin world problem chest relive forget stop scared god suppose us sun eternity asleep much way every friend head hear rest blink time somehow long prayed second still justice feel without translationsturkcedeutsch everywhere two look close stare mom love breath threat enough layin miss digest touch meet anywhere muchembed hair
2040 ; Lil Baby;2040 by Lil Baby.txt;doin even changin right truck damn whole pay swear eat walkin gas suck neighborhood big active somethin type give name order act number eye ratchet stand live prison goyard homie tax month shoot nut verse put killin ran hate shot send voice mask wick trench top zone lonely award good location band john wake city comment bitch mud handle plug lot playin board trust ch-chic near shorties feelin bad someone urus sexy real baby stock much mrs. wide would way dont talk half purse call gang goofy gettin hundred bracket nigga translation serious perc though othr reach foreverolling confuse first lucky plus ask blue fire woah start hear eight matter beef around moment time blink shooter girl average lawyer want lamb rent pussy ballin everybody inside still traffic lil busy car niggas influence promise feel body without child subtweetin cash money rather molly opp ig none chillin sayin die click morning donut two ear ruin thug look million stare figure fill jordan everything kill show else love boom happen skrrt important hurt flexin laughin couple twenty drug life extort forever nasty enough switch wood never uncomfortable business bustdown ass weed boy befor fifty percocet turnt another play stalker nothing patek safety foot smurk runnin touch feeling grower social fuck man must try change fillin shit
2055 ; Sleepy Hallow;2055 by Sleepy Hallow.txt;fry ice brush big eye really dirt turn hope cold john line compromise bitch stick trust inner cap real sorry dont would way gang nigga friend great blood heart nobody gun ride beef slide huh trade want side everybody kid livin niggas body thigh zaza please tire nine lie die could liquor ak water love sky open drug life different nice never party back boy pack play knowing mine cry fake beat fuck shawty try ta energize sacrifice spill
22 (Taylors Version) ; Taylor Swift;22 (Taylors Version) by Taylor Swift.txt;deadline happy whole instead alright b bet fall stranger news breakfast midnight heartbreak dancin ditch lonely forget feelin crowded bad translationsturkceespanolportugues uh-uh hipster miserable way anyway fun confused next youembed free wo time want exes best kid feel tonight perfect end place look everything love ew version scene oh-oh twenty-two taylor magical dance hey woah-oh-oh-oh night seem many keep r dress cool swift ta
24 ; Kanye West;24 by Kanye West.txt;right alive mm-mm fin alright dear mm-mmembed throw yes hour put wave okay god hand head new old lord translationssvenskaportugues time everybody step candle bow ever feel save please set mm-mm-mm lie everything devil love else sky lik finish exhaust never leave twenty-four high nothing choose ta na-na-na
24 Hours ; A Boogie Wit da Hoodie;24 Hours by A Boogie Wit da Hoodie.txt;right even truck wi-fi shakin somethin comfortable artist bummy type daughter really turn hour put send trench tellin line react bitch swimsuit check stick distance care fuckin stomach slumped bag week bad lick wig real baby bed much reply way fat lickin call every gettin hundred nigga toe thinkin shit nobody land swim wrong seven slide ugly afford thing time twelve burn sherm long religion want always five text touchin ballin inside kissin past car feel body thigh try roll please w money mention healin two house maybach hole laurent look hug love soon see-through hurt kiss singin different herembed forever gucci never miss tru freeze mmm-mmm-mmm dollar thousand twenty-four control play balmains keep pool pretty day fuck saint treat
3435 ; Ariana Grande;3435 by Ariana Grande.txt;doin right even thirty-four alright eatin neighbor maybe need healthy midnight watchin yellin movie put hmm top savin good squeaky shake bitch thirty-five energy baby taste bed dick snooze way mean though seat stay coffee start ride thing candy time side chick goodembed inside door hit belt ayy quite tonight earthquake wifey countin except class favorite drink sunrise water drinkin show crazy open lik lightweight life plainly ah translationspolskiturkceespanolhrvatskiportuguesmagyardeutschfrancaiseestinederlands+ never leave heavy boy night math keep dream gim fuck daylight spot wine true think shit
