title;artist;filename;lyrics
(1-2-3-4-5-6-7) Count The Days ; Inez UNCERTAIN;(1-2-3-4-5-6-7) Count The Days by Inez UNCERTAIN.txt;alright pen need give refuse dirt paper woman hmm good ha sorely ya care leavin ahead someone sugar almost would calculator shock call affection heart new wrong -- protection wo find thing time long nerve be-a uh could denial love hurt tear believe chance boo-boo-boo-boo-boo-boo never leave wait mistake count grieve boy day mm treat
(I Can Feel Your Love) Slipping Away ; Barbara Mason;(I Can Feel Your Love) Slipping Away by Barbara Mason.txt;happy least eye last use suppose us week bad someone baby sorry would speak call every goodbye longer fight lover lyricsyou together always lose feel faithful sweet sure away look fuss slip sad love hurt kiss guess forever enough never feeling day true
(Love Is Like A) Baseball Game ; The Intruders;(Love Is Like A) Baseball Game by The Intruders.txt;right pay whether likei throw eye really strike surprise put game run baseball front win loseembed lyricslove way daze three find time bat girl everybody lose due hit without none could two look doubt love fast never seem play many mine try think
(Mama Come Quick and Bring Your) Lickin Stick ; George Torrence UNCERTAIN;(Mama Come Quick and Bring Your) Lickin Stick by George Torrence UNCERTAIN.txt;something minute need give lyricsi stand pinck woman put washing crime send duck top good line ha stick god player g slick ahead work charlie mickey baby part lickin boys every jimmy dish bridge start sick fred wo nose thing time huh want somebody fellas uh mama settle hit thomas tonight sweet sure donald ii house close rip else open quick mess drum maceo cat sex nothin mouse bring hey wait j.g. back machine boy charge play jive may horn beginning try ta smokin think
(Shes) Some Kind Of Wonderful ; The Fantastic Johnny C UNCERTAIN;(Shes) Some Kind Of Wonderful by The Fantastic Johnny C UNCERTAIN.txt;right whole funny need big anybody chill lyricsi yes woman wrap little spine run lot hold baby heart stay ask fire sight around thing want always somebody inside car feel desire likemy witness sweet set tire money clean could fill everything fine kiss mind wonderful kind witnessembed shes night mine lovin man soul arm treat
(Sittin On) The Dock Of The Bay ; King Curtis UNCERTAIN;(Sittin On) The Dock Of The Bay by King Curtis UNCERTAIN.txt;ten evenin live yes alone loneliness ship bone tide wastin ooh-wee sun mile people way head wo rest time dock sittin sit still roll mornin two away look georgia everything whistle guess nothin bay remain leave thousand nothing roam watch change home
(Sittin On) The Dock Of The Bay ; Otis Redding;(Sittin On) The Dock Of The Bay by Otis Redding.txt;ten evenin live yes alone loneliness ship bone tide wastin ooh-wee sun mile people way head wo rest time dock sittin sit still roll mornin two away look georgia everything whistle guess nothin bay remain leave thousand nothing roam watch change home
(Sweet Sweet Ba;) Since Youve Been Gone by Aretha Franklin;(Sweet Sweet Baby) Since Youve Been Gone by Aretha Franklin.txt;something give name live cold thrill little lonely consider run real baby youve way speak mean heart stay blue hear walk thing time somehow want pride door hurtin feel please sweet since away yeahembed ah paris lip leave hey wait back knee stray mine true try
(The Lament Of The Cherokee) Indian Reservation ; Don Fardon UNCERTAIN;(The Lament Of The Cherokee) Indian Reservation by Don Fardon UNCERTAIN.txt;whole knife reservation us tongue lament tie inside life bow maybe someday nation teach still young people bead return live way part japan hand indian put learn cherokee native wear deep proud die though english red tomahawk shirt away returnyou nowadays tribe man lock
