title;artist;filename;lyrics
(I Know) Im Losing You ; The Temptations;(I Know) Im Losing You by The Temptations.txt;fool dear im name eye fading cold cause share little hide bone hard fade someone baby grow speak reflection new youembed down-hearted long girl inside lose feel presence woo everywhere emptiness tenderness away place look else love happen hurt kiss miss worried likeoh face control another air touch belong day man soul true try
(I Wanna) Testify ; The Parliaments;(I Wanna) Testify by The Parliaments.txt;meembed ago eye hope surprise little lonely shell low doggone surround bad people happiness testify hum friend heart lyricsfriends delicious ask likeeverybody incomplete hear walk time girl want best everybody luscious ever sneak inquisitive dwell sure hummmmmmm empty look love plain life hollow talkin bring hum-mmmmmmm sing mmmm foot many man change home
(Im Not Your) Steppin Stone ; The Monkees;(Im Not Your) Steppin Stone by The Monkees.txt;stone walkin news im name usin use front steppin mark trick friend first step-step-steppin wo find around careful girl readin lyricsi-i-i-i-i ahhh i-i-i-i-i tryin clothes wearin awful book magazine fashion scene page ah shoe high public meet causin society choose
(Loneliness Made Me Realize) Its You That I Need ; The Temptations;(Loneliness Made Me Realize) Its You That I Need by The Temptations.txt;doin right even fool need beg whoa break im eye foolish loneliness thats lonely good wake lonelinessembed forget farewell ya baby bended dont constantly every guide goodbye reach felt heart new head memory shed woah start find girl tomorrow somebody pride uh door ever lonelyness erase sweet since goin morning two million look close realize awww else plead soon knockin tear kiss mind kind lip repeat never oooooh haunt back knee face seem night keep cry man arm
(Open Up The Door) Let The Good Times In ; Dean Martin;(Open Up The Door) Let The Good Times In by Dean Martin.txt;need grin corner lyricsi stand alone woman use little hide good wake anything light baby today way call toe blue fight wo dime find time want tomorrow dayyou side door busy sip kinda sure wear die could morning cupboard open happen smoke shoe bare mouse bring lay daddy nothing feeling phone day wine think
(The Lights Went Out In) Massachusetts ; Bee Gees;(The Lights Went Out In) Massachusetts by Bee Gees.txt;thing something lyricsfeel hitch tried light life ta people stand leave bring way talk speak back goin got san francisco place massachusettsyou day remember must massachusetts ride home
(We Aint Got) Nothin Yet ; Blues Magoos;(We Aint Got) Nothin Yet by Blues Magoos.txt;someday break name world good grass lyricsone us hold aint much next head greener always side worry yetyou sweet could ground yet stake life spread nothin enough mistake boy face town keep day
(You Make Me Feel Like) A Natural Woman ; Aretha Franklin;(You Make Me Feel Like) A Natural Woman by Aretha Franklin.txt;happy alive need name live woman use good doubtful rain claim baby along longer unkind wrong lord find help inside feel peace morning tired look close uninspired kiss mind life womanembed natural key lost face another day meet soul
(Your Love Keeps Lifting Me) Higher And Higher ; Jackie Wilson;(Your Love Keeps Lifting Me) Higher And Higher by Jackie Wilson.txt;glad alright finally stand yes woman world honey sock friend loving find around girl side mama ever desire downhearted lift depart listen lifting million close show love soon forever never higherembed face high keep quench arm disappointment
7 Rooms Of Gloom ; Four Tops;7 Rooms Of Gloom by Four Tops.txt;right clock stone darling need live alone turn window lonely hide run ring us hold surround light dust way till desperately stay seven reason tender inside door without black paint emptiness empty house tenderness away place darkness fill stare love room kiss life comfort never miss bring wait back gloom face tick another keep dream watch silence wall touch phone day arm home
96 Tears ; Big Maybelle;96 Tears by Big Maybelle.txt;long always together likeyeah tear carry baby midnight leave way yes hey hourembed since wave night little heart top many lyricstoo teardrop cry watch look start gather ha ninety-six laugh
986 ; Keith;986 by Keith.txt;loretta walker charley connie gayle stanley artist zandt pierce kitty gary foggy young conway ann emmylou kris strait bob parton steve shania stewart ernest brook dixie lucinda tucker thompson krauss johnson reef rogers buck john mountain monroe joe jessi tom alison hall bobby harris price vern stuart gill prine wynette rodgers jennings waylon charlie merle asleep ledoux porter carter robbins church bill brother statler crystal frizell dwight alan mel great anderson hank kristofferson milsap lewis wheel country doug whitley mcentire williams clark randy wagoner twitty time womack chris tanya roger lefty lambert ernie rosanne chick pride earle patsy faron playboy family miller rich underwood ray dunn colter dolly toby jackson van cash jr lee roy keith tennessee nelson vince campbell webb marty alabama gibson travis arnold tammy snow mcgraw ford twain townes ronnie owen loveless jimmie jones parson johnny urban gram kenny taylor eric acuff miranda cline horton sahm jim bare eddy guy carrie louvin tubb willie denver tim judds yoakam reba tillis boy shaver glen patty jeff paisley gosdin smith reed texas t. haggardembed jerry jamey brad swift billy garth lynn george
A Banda (Ah Bahn-da) ; Herb Alpert MISSING;A Banda (Ah Bahn-da) by Herb Alpert MISSING.txt;banda ah exist herb bahn-da alpert song seem miss
A Beautiful Story ; Sonny;A Beautiful Story by Sonny.txt;even fool bird jane name watchin tree chase hour hope beautiful scrapin little chasin lyricswhat grow much goyou talk would bee story boys friend next old offend oblige want always side sit pardon scrap please tire place dry beside tear misunderstand mind waste back knee flower mister silly watch man
A Girl Like You ; The Young Rascals;A Girl Like You by The Young Rascals.txt;need satisfies cause trouble secure honey feelin someone ecstasy would every confidently felt nobody holdin find time girl best door ever feel sure begin away close fill figure love open soon exactly nothin never bring leave must think understand
