title;artist;filename;lyrics
(Theres No Place Like) Home For The Holidays (1959) ; Perry Como UNCERTAIN;(Theres No Place Like) Home For The Holidays (1959) by Perry Como UNCERTAIN.txt;franklin billie ives martin lou wish noel christmas warm trio midnight live tree alone ellington rockin orleans white daigleembed orchestra little trotter world fontane leona darlene jolly john sister clear merry gene lot drummer song rawls commander tomlin remastered holiday ken collection light vocal perry carter carol daigles ayres jingle aretha crosby lauren armstrong first flack new michael lewis king guaraldi sinatra hear williams frank around time holy chris marshmallow welcome herald nat ella rock roberta christmastime andy como bethlehem bell single lee holly could begin vince caroling waltz place look snow louis duke bing love version reindeer angels everyday burl daigle dean scott darby hark tyler benny autry sing boy town red-nosed night fitzgerald brenda upon keep cole jenny rudolph carpenter singer day rice santa child claus home
1 2 Many ; Luke Combs;1 2 Many by Luke Combs.txt;right karaoke clock round ice doll young loose alone turn buy shoot thereembed put cold countdown shot buddy little stoppin thats hankerin quarter tonk bottom stop quit song catch us feelin baby half wide hand call shotgun first stay country -- wo thing time long want five hell plenty past still miller hit wink sayin could tune drink tl six ronnie open honky luke diet whatcha singin kind never hey night many beer tipsy bomb cowboy pretty rowdy man tick-tock
10000 Hours ; Dan  Shay;10000 Hours by Dan  Shay.txt;cure ten name eye road hour good song rain curiosity bad grow dreamin friend heart middle rest grandma want smile sweet learn favorite translationsturkceespanolpolski youyou close everything love life dance forever never miss party thousand drunk ooh-ooh spend try ta think
15 ; 21 Savage UNCERTAIN;15 by 21 Savage UNCERTAIN.txt;swerve woes.kembed yellow woe turnin suck big bugatti kanye name eye neither live hatchback ferrari turn road woman rockin international put de shot pray dis technomarine top rep bling drop city hashtags run yuh shell declare jean otha execute ethan holiday shakiness chubby real flow sleepin bomboclat way nigga three serious expose polos girbaud niko head sellin stay truth gun fort woah ride find jus thing time whip girl diss want always mash winnie jewelry youth irrational haffi ovo bos tj money apology countin jibba two warrior oliver look poppin boi-da shaky book fine street deserve job happen soon unruly johnny cute hol york hurt backpack reign guess life chromatic p translationsturkceespanolportuguesenglishknow forever finer talkin subaru nasty mada dun purpose passenger nuh yute back boy machine patch runnin fake pushin baka man spot fuck think shit
223s ; YNW Melly UNCERTAIN;223s by YNW Melly UNCERTAIN.txt;comma industry whole b bet big lackin push pull graow rearrange k whack really trap buy mhm detrimental use strap see-e-e-through worth mac rocco forget bitch lot degree skunk check stop stick apostrophe catch bleed blatts fuckin hold map two-glocks macs cap baby invite facelift talk glokk mean colder hand gang suwoop rappin hundred nigga blood actin twin dicky heart coincidental gun flaggin hear walk find glocks bloodline sleep baow huh roger want five clap uh dope hit niggas ayy body hah stankembed trey click crip mmh two two-fifty clip uh-huh google froze kill punk crazy brackin comin yah p ar cappin instrumental slatt never leave hot hip back blatt face play foot treat floor breathe mister g-nine trace pushin tryna recordin man ta shit
247 ; Meek Mill MISSING;247 by Meek Mill MISSING.txt;exist song meek seem mill miss
3 Headed Snake ; Gunna;3 Headed Snake by Gunna.txt;right lam whoa number pace really music perfectly cold porsche wave co-d world top sponsor dawg broke rain e brink bad bait real stock mean gang sock plastic rappin hundred brain fist stay old late tribe jet want rich thugger aim shape besides tint state uh-huh reinstate page debate brake kiss sex dance givenchy bae thot zoom shank rise ta case bar cover slime cleanse realer hate translationsportuguesturkce date city gate band benz stop diamond guitar wraith catch lake aimin lick brother revenge bury twat art new free block around inside hit stalkin tire bent cake could sensei look show soon pretend unloyal curtain three-headed guy miss bring measles enhance yacht straight play another many safe grave blow fuck man spot space shit gator dyke teeth royce follow need pull cage dodge wet hope buy shoot put planet use mil good run jeepers feelin chubby dick today way part constantly jaw every nigga bank fit head heart land havin ysl huh murder lose stage lil niggas cousin cash end cop j assist dot mmh drivin vibe love gunna ho pas necklace ah talkin mop drip never leave snake school key mine arcade pocket spend swiggity-swap lock mad fillin whole gas paperwork bet teach sixty shark nut send game sprint bitch playin gold wheezy rack fuckin us nah sendin hand friend ape glist wo barclays dunk time rot creep uh mama kid rock plenty ate family plate birthday ross flowin die listen ak two knock drink place hug book creeper spy slimy gucci hey back face patek keep dark dress
365 ; Zedd;365 by Zedd.txt;need fall monday give tuesday hope send fling wake hold aint week baby every cant next fantasize middle stay translationsespanol -- thing time sleep want slow feel year initial deep weekend love already mind ready never heartbeat leave anyone premonition back night day change lock think
6 Kiss ; Trippie Redd;6 Kiss by Trippie Redd.txt;right cup eat fin instead funny solid suck follow whatever pull give northside trippie sound k wife live oh-oh-oh nut buy potter put killin cold white triple virgin-ass thirty prime run cuban bottomless couch scar bitch mud purge diamond gold chain catch us nah opps reality real baby dick optimus behind swallow hand gang hundred bah nigga summertime red stay blue gun la-la-la-la link walk wo find codeine redd want murder pussy uh hell inside everybody kid ooh-ooh-ooh past slippin lil megamind ayy promise feel takin fallin dumb-ass bleedin chandelier money fucking bullet vvs shinin throwin piss woo chillin freaky-deaky siren harry bite house ear flick look uh-huh burtains six close living love pourin kiss disappear finger life jeweler hollow talkin freezin slatt never miss coffin mouth wit translationsenglish pit four slut twitter bae boy certain coraline flag hoe fuck la-la-la-layou shawty mad shit
7 Rings ; Ariana Grande;7 Rings by Ariana Grande.txt;rather tattoo pay loop gee tone tie big flossy red-bottoms bubble breakfast card budget wrist number watchin therapy turn buy shoot put shine problem trouble bottle settin store ring bitch check diamond stop spoil gloss addiction price rack stack nah net skin bag bad brag baby neck lookin deposit mrs. way happiness mean call lash string friend gleamin retail whoever shit new receipt wrong tiffany loot translationsturkceespanolromanaportuguespolskiitalianohebrewdeutschfrancaisnederlandsdansk thing jet girl want beamin solve smile rich atm write black set respect money wear booth closet favorite look crib six sad savage mind juice enough never match business thanks sing woulda yep machine back nothing gim phone must think hair
