title;artist;filename;lyrics
(Come round Here) Im The One You Need ; The Miracles;(Come round Here) Im The One You Need by The Miracles.txt;fool round minute need lean im stand embrace alone hour loneliness little hard care hold someone baby much reminisce every daze affection loving tender time long girl want somebody sit still bear feel sure direction wantyou hop show love else tear kiss life lip never leave wait count face another nothing cry may touch day arm
(Hes) Raining In My Sunshine ; Jay;(Hes) Raining In My Sunshine by Jay.txt;follow fall stand yes turn last verse world sunny trouble line raindrop sunlight rain light sunshine way till gray lyricssee new hear walk chorus thing always ever loud away darkness everything beside love bother sky shroud steal life repeat instrumental never cloud seem mine day
(I Know) Im Losing You ; The Temptations;(I Know) Im Losing You by The Temptations.txt;fool dear im name eye fading cold cause share little hide bone hard fade someone baby grow speak reflection new youembed down-hearted long girl inside lose feel presence woo everywhere emptiness tenderness away place look else love happen hurt kiss miss worried likeoh face control another air touch belong day man soul true try
(I Washed My Hands In) Muddy Water ; Johnny Rivers;(I Washed My Hands In) Muddy Water by Johnny Rivers.txt;early stuff roman instead stone toasted waxy incline sunday nicer scum stocking corner coarse sound strike paul kind-looking schemer stir thee flashing voice pray artes share shivering roche nearly peel bedad loyalty ring protrude barnes scandalous smouldering dead fender phth calm near saw maroon bed neck much college strange meddle seawall anoint shy puppy raise nobody old grimace dante late along king walk whalebone crying clenched turf darkly tender steady humility side choice hotel rod sweet surely cinder-path draw abandon coldly sorrowful forge hole away spoke kick stream wintry fast sky moan latin room tear life struggle wrongly peasant decent lavender return abbot hurray thinking dedalus excitedly bald morality cruel town night breeze damp knot slap rude gravel bedside edge cast fleming booing greece beyond pay cup backwards writing easy lanigan terence suck splash bird warmer riddle young manufacturing point last bath pause fenian chest sister anything cantwell stop platt brimming chain arrange animum pollingbooth aloysius ignatius spitting flog continue allow dormitory slab stephen fro knew joke anyway bury left steel-rimmed indignation seat wagonette free rath fear condemn abbey eating flaming prefect cross infirmary announce door born short bear armagh eagle nails lift seventy-six knelt skewer sure nod somewhere entrance shiny lie marry holly tap bestiality vague hamper bogwater butler others silvery death beard pretend kenny plum hoarse quiver half-door shoe magnall broken straighten weaker thick riordan terrier rim play another nothing public bowl meeting blasphemer tossed response par spot wine saint stamp tuck telegraph gleeson napkin-ring moonless opening graveyard teeth sob follow idler grin lean drunken movement thread dodge turn afraid limp put supper sully excitement charles stopper shirt good aid fringe carving clinging cane cock holiday suavely sallins lavatory almost shaking fair shadow pity sway note confuse nail locker pierhead trigonometry dominic furlong main frown help half-doors sting ever pole temper curve cash fowl noise maker presence end whine bitterly almond class christopher hob ground devil grown-up oilsheet likelihood sake entirely hairy kind athy paris heavy waistcoat breathe sergeant clerical ironically fellows lancaster think shrink blackish denounce scream tie bet purple move christmas bishop warm break kitty convent dalkey roads loose wore thrill chief prod murderer ditch coughing game john fright speech declare hard tusker pain snare bump decanter stick mildly ahead receive sickness corridor dingdong cinderpath holder cream badge men speak youthsaint joined group story root bodenstown cornwallis element fun thunder first passing clongowes longer eight matter rest either find soft lorenzo quietly bat bellew large brass hell punish plump leap hello tingle clothes coat-tail two house closet knock five-shilling pleasure ablative water colour softly fill holland fifteen fearful curtain-rings throat breath uncle sentence trouser prevent lesson slimy bang remain feign fellow loudly conqueror back boy opinion berchmans hamilton rat english black-looking swarm air europe difference rather amid ago chilly dear undressing stranger peer ashamed blot rub wrist number eye chill advice county cheek throng quickly adulterer wave dimittit wrap ad world top far boyle guard bowl.embed driver chapel urge bottom hall sunlight surplice spoil fold rain christ palsy bad continent flow stock repose lent obedient wide would behind mean gravely friday calico joseph champagne crimped fist channel shelf seven dublin communion apple want heavily tomorrow mr mercy french nightshirt waiter wonder belt rightly feel cottage quid peace bearded macmanus besides pandy wednesday suit censer sad dolan jar cullen quick ovid finger unto burst kneel dance nice moocow headline mouth unfortunate hot plant kelly enemy river mistake gonzago sinner pack flag beer excite chestnut table letter hurry harbour case something scrimmage christy fool shut glad lantern humiliation bicycle grunting parley give mysteriously fumble cover alone terror thin thy tunnel tin metamorphosis pulpit band confession meat dieu catafalque catch gift grow emancipation walking sigh high-up bread affection red new whose jesus forth pearl blue vances file redden holy sleep tasty breastbone hungrily attention marble sit harford word hit belly merrily year wooden shilling jacket dog empty stair ear dispute earth kickham dreadful beside lit xavier clumsy soon queer peter coarsely print sheet eagerly nasty carefully match bunt knee charcoal flower straight upon feeling haste gather cool locked slowly try child fluff silver rosin cloak poor star capital tip whether throw deceive grey pull bit card dei prison murmur greyhound nervously oldish coolly rolled-up umbrella sudden tepid little lala desk playroom run correction cachou gentleman tom mirror queen violently god castle pandy-bat appeal pastor people tralala eldest way millstone call hayfoot terror-stricken defend botheth appetite head land altar palm smack wrong green lord staircase ugly food across sir clap become broad general corrigan smile tower lazy victoria angry body fountain bell lain spare practise trickle magee cod towards baldyhead cecil everything instant sometimes york aside lead tingling piece fond double ah path captain withdraw never stud barton marshal girt sing lay sewer cheer certainly ricci multitude pillow evening scissors mine mixed sauceboat singer daylight thimbleful america sell heard knife curl preserve gas deck winy big servant anyhow paste fall teach coal tullabeg sickish paper tree arklow listening mass boot narrow pick cough gold zeal visit ignotas mark shoulder fund skin pair week politics reasonably spin hacking theme-books hand hang unjust chair jimmy copy fluttering argue hear sat proudly bawl virgin whip refectory long creep sign cancer hoist julius step provincial shortly esplanade cometh fault save eton everywhere listen chinstrap morning invisible strawfoot drink sleek fiend figure book expel shallow ally balbus swell emperor allen pour shall bacon flogging jesuit face hat build bedclothes lob wearily dark touch beat shortbread right caesar among carpet train shook mantle utter serve fierce order jump live really grate ivy-twined footballer music road perfectly twice temple cold piano fling scorn swing cunning bottle spit father board farmer player dare churchyard tub cap real cabinet handsome prudence reply winter luck cobweb poke kitchen turf-coloured obey moist cigar though felt middle maimed parnell fight sick sea gland battlefield press et doctor girl severe five add rose upset nun honour past without dwell crouch elbow granduncle pawn learn tullamore direction undress bench begin greasy loud squeeze potato moonan upwards animal loyola close union pencil expulsion prayer death-wound happen johnny tig lawn crack farmhouse coat-tails preach conmee belted lemon pierglass eyeglass freely cramp ironing-room flush machine baaing charge battle horrid awe minister peeled habitation clapping tolling rise smell heartburn crowd eat accident round wish reddish news brick ivy heap stand spade mozambique ship present city mountain line swop shake enter seize ball desert tiny hold spelling foreign work trick flutter football pant toast fecked eileen closing lady plunge purse weak lyricsa lace scandal great blood boatbearer loafer expectation fire slam around kostka breast moment welcome always sharp cease candle woolly forty bos whet domino flock deep outside click maddening bitter easy-chair look lower contempt remember rip portuguese kill scut pudding cornwell silk street puck basin curtain often repeat seasoned copybook ready bring wait knuckly prague shove bid able many hoarsely glass cry sternly small man change understand whisky least flame tone snort read hanging mcglade dish-cover whatever push flagstaff rend wail master hotlythe tea wet railway croon scamper hour verse ghost use race beaten bright monstrance square butter election ha grass poker well-read light win suddenly someone heaven coachman hoho sport suffer hound part colder marquess cope dreadfully schoolboy discussion dish fit memory low-lived dishonour avenue history nose false crumple stood louder bravo sour richmal somebody lose due still barrett slow trembling grammar peach chandelier respect godforsaken pavilion slate mary wear adrift blind faith bless ash exempt warn love open profusely wolsey confine kettle juice burning lip escape procession meal coffin leave thanks ireland chainies rang silent gloriam simon rowan foot chapter crayon silence gallnuts pocket amen noun napoleon must lock roguery bidding alleghanies happy slug whole playground minute pinhole terrible name rage duty choir hurroo lopsided send vacation firm angel punch swish coverlet tusk drank low threshold bitch lot handle front button slipper blame us sun helplessly laughter sideboard classroom sorry talk leader cinder crumpled till truss excuse anger three friend plop perhaps leather turnip feature sprig arnall irishman start sailor wo medicine together leg sin plenty ate trinket jumper apron birthday crash quite bum write thigh brigid yawn breech casey die celery moustache picture white-grey six shivery sky-high davitt spy health forward summer spread account smoke wood depth political major community keep smacking fattish herein matting liberator praise meet day fox wild laugh yellow stumble leitrim woe tongue funny stanislaus drawing hearty content guinea priesthunter tobacco rody woman coat sorrow proud decline stale hide thud ha-ha mud farewell hiss lime beseech keeper protestant tremble asleep library useless wart harridan pass livid hare terribly roar goodbye toe meaning twin michael strong shout catholic canon orb carver wells rhetoric best bow byrne berretta racehorse rich climb dunn swollen scrap black eagerness whisper clean sprang scandalise parlour except cuff chap address magistrate secretly strain collar page kiss already mind believe correct spoonful caught replace spiffing portrait fritter cabbage four cloud prince bend quicker tralaladdy jewelly guffaw leaf fell home digged even scalding tissue pen march brush blossom act slime betty contort neither flowerbed wax shipwreck worthy window beef-tea tuckoo benediction rump plural glance bone smelt poetry paddy chocolate forget nicens inky twist song uncover flap third trail lick bective porter wothe flyleaf church traitor dewlap brother turkey tremor rector expression lovely twinkle whiteboy stoop underneath insult country greave snuff impossible canker ozone inside second jiffy chew glow bawling rebellion roll please tire field daly wink bent could fish hearthrug blinded tale drive branch nasal crashing answer show else yet silently breadbasket backhand ferulae clane savage toll litany sum disease steal cabinteely different renegade rounder veil mail miss skull business anyone gloom wettish seem digest lap boat limb grave may vest blow question humour clever saurin pale arm true grape scald cloudy dwellingplace host gentle need loosen baldy carriage-lamps yes senate term beautiful thought lyon sunny leicester famous vital betray sixpence lapping person baby mare patron today half decide scraping fat boys every dinner bowing flout fork bank heart spell blush station nursery sauce sight whirl son rake scullion elephant religion tall glowing box metal ham pock singular set tablecloth money lightly angrily shiver collywobbles course faster hearth fifth tile tired guest moon tramhorse crush agony whistle job grit armpit sleepy mild towel viii. hurt unfair geography hill soutane hornpipe groan goalpost corduroy flat key pandybat ranger seventy-seven aspiration pink full dirty mantelpiece muddy billy instructive creamy blessed muffled artist cocoa theme hushed rope bluish universe white gently hogwash steel spectacle cricket baize glisten wash drop jolly ivory mrs indeed study tight mother grace twister priest apologize noisily timidly mahogany landing pin carry unlock no-coloured sprinter swallow fireplace idle pandied rough lid reach next lately priest-ridden ask dog-in-the-blanket quiet rome soldier facing kildare thing time shame majorem burn francis bounty prof slop sacristy nation plate prong solemn car lawton easy-chairs spoken cradle single jack whistling nine smugging yorkists direct velvet sweep place gut kindly scarlet watery stinking dry wicklow stink fine fly language opposite understood pope forehead heath faint behave spoiled rabbitskin enough drownded grandfather ought sleeve spaniard fifty high incense bush watch wall boldly dress soul rudely hair
(Im A) Road Runner ; Jr Walker;(Im A) Road Runner by Jr Walker.txt;easy tie need move im live road woman put declare urge dust baby hand stay free around babyyou long want hit money somewhere runner place look keepin love life shoe hey roadrunner restless keep roam travelin toothbrush anywhere man ta risk home
(Im Just A) Fool For You ; Gene Chandler;(Im Just A) Fool For You by Gene Chandler.txt;even right fool smarter maybe im alone cause apologize us pass suffer way part every lyricspeople heart spell wo around thing time long girl always still wonder til realize love death sometimes leave mistake magic cry feeling cast day change
(Im Not Your) Steppin Stone ; The Monkees;(Im Not Your) Steppin Stone by The Monkees.txt;stone walkin news im name usin use front steppin mark trick friend first step-step-steppin wo find around careful girl readin lyricsi-i-i-i-i ahhh i-i-i-i-i tryin clothes wearin awful book magazine fashion scene page ah shoe high public meet causin society choose
(Open Up The Door) Let The Good Times In ; Dean Martin;(Open Up The Door) Let The Good Times In by Dean Martin.txt;need grin corner lyricsi stand alone woman use little hide good wake anything light baby today way call toe blue fight wo dime find time want tomorrow dayyou side door busy sip kinda sure wear die could morning cupboard open happen smoke shoe bare mouse bring lay daddy nothing feeling phone day wine think
(We Aint Got) Nothin Yet ; Blues Magoos;(We Aint Got) Nothin Yet by Blues Magoos.txt;someday break name world good grass lyricsone us hold aint much next head greener always side worry yetyou sweet could ground yet stake life spread nothin enough mistake boy face town keep day
(Well Be) United ; The Intruders;(Well Be) United by The Intruders.txt;aisle need whoa alone buy world run ring honey stick united june baby way bee church wedding walk around girl together want side settle rainy bell tired everything love bride wait brighten muddy likeand
