title;artist;filename;lyrics
All Shook Up (From Honeymoon In Vegas) ; Billy Joel UNCERTAIN;All Shook Up (From Honeymoon In Vegas) by Billy Joel UNCERTAIN.txt;right irrelevant coupe stupid bout convincing antic number eye live popeyes music tough fiction woman cold world truly shin hide timing watt connor negative pop addiction fever rejuvenate saw metaphor bad real rap mean explosive kitchen guide hundred brain preacher stay old benzes fact vega sick fan rapper veteran level coldest want best rose side everybody emotional wonder legendary feel without cook elevate peace bite competitive seed away suit close living etiquette happen mission panic inhibition edition distract mind finger life crack believe nice chicken precise plant ren ignorance night bomb showtime wack sandwich even pay fool eat backwards pen taking act give lack stand cause canvas ship line ops advocate stop repetitive kruger bulb hold work grow allow damage impact doembed freddy bury great blood covid bananas seat new blue gun track moment statement motive complain snap attention dope inside settle mutilate sit innocence focus word hit coretta please paint deep lie marry tap fish look show kill synonyms soon system violence business wait innovate bandage play nothing sink safe dream virus feeling righteous recognize fuck man capping true try sacrifice shit understand loop position need ticket afraid hope shoot put statistic planet demon balloon deflate bright good decode election run compromise advantage spirit honeymoon betray light win smart appeal cut niceness almost sentiment way underwear every nigga defeat head lucky land guidance sight corny son mc benjamin mechanical shift elephant audition food relative lose devote niggas skill money untrustworthy wear intention blind crush bless everything vibe prepare chance never snake potent silence fake kissing lock think sell relevance em martin minute committed tie gas bet overcommitted teach artist type shark folder consistent human passionate recite game infester low bitch tight scared us sun ahead manage chaos talk analyze leader men element friend next sadistic feature emotion imagine truth prize swim positive start wo find load thing vibrate dapping time together sin kid infested playing family plate hallucination rid fee write execs decisive wise die listen nightmare morning two fertilize bias thots water thumb everyday submissive smoke science enough adrenaline back boy face high ant keep visualize timeless beat jem soul expense independent laugh animalistic
All Through The Night ; Tone-Loc;All Through The Night by Tone-Loc.txt;doin pay fool tone apart fall whoa somethin serve give beautiful game chest losin tight ya feelin week asleep real baby much aah part lady hand tribute every l-o-c though heart fact strong bein lord reason thing time although long girl want mercy smile due past still ever manerismembed promise respect perfect since die could blind lifestyle squeeze picture tearin love else street sometimes special mind life guess kind nothin never guy miss mr. night seem straight play many breathe mine smith touch sweetheart day cool man must true change
All Woman ; Lisa Stansfield;All Woman by Lisa Stansfield.txt;pay sunday need warm monday harder stand yes classy woman put babe use wrap share thought little okay hard pain lyricshe hold work flow much lady hang head loving dowdy strong walk likeyou vanish shame long always attention door smile wonder sweet less look remember love impressed mess tear enough back another respond keep haze may dress day man think home
All Youve Got ; RTZ;All Youve Got by RTZ.txt;give lack eye finally likeso turn put shot line degree spirit youve decide luck drawn lyricswell hear wo matter screw thing time best lose sid deep gotembed look danger bing love sometimes shoe wait back knee control straight nothing wall choose try pressure
Alone With You ; Tevin Campbell;Alone With You by Tevin Campbell.txt;rather hook tone break name lyricsintro alone verse us hold sun receive real baby way hand aggression call friend ooooh ill stay ..... lyin chorus time endembed girl want smile oooh end park learn oohh could two til tevin love else guess lesson impress aaah chance never leave oooooh wait school natural likehook ooohhh back face night nothing dark phone spend pretty day cool try hurry home
Always The Last To Know ; Del Amitri;Always The Last To Know by Del Amitri.txt;happy beyond alive usual live last creation share drop city within sun sane someone baby much behind noembed tv winter though felt hear thing burn cheat always feel desire perfect look love else crazy plead summer bay hill never likeoh cruel control bomb spend lyricsso day soul mad treat
Always Tomorrow ; Gloria Estefan;Always Tomorrow by Gloria Estefan.txt;something infinitely instead savor whatever give eye finally lyricsi really alone music last pray use little world far good sun someone people would way friend though raise heart stay strong command along start likeyes reason setting moment time thing long want tomorrow always help inside bear sure could realize everything show love happen yet life guess definitely waste never laugh bring face many tomorrowembed power day difference amends try change understand
Am I The Same Girl ; Swing Out Sister;Am I The Same Girl by Swing Out Sister.txt;something need push corner young yes use far stop care week much would way luck every fire longer wo around girl want door search ever still lyricswhy wonder feel .. scratch likeam away look slip love everyday pretend hurt cry meet soul think
Angel Ba; by Angelica;Angel Baby by Angelica.txt;dear eye stand hardly send angel good ohhh near heaven baby ooooh first heart stay time oooh body without skip deep could two away look dooo everything beside love mind repeat never ohh foot lyricsit dream beat true
Another Minute ; Cause;Another Minute by Cause.txt;minute act give eye pray little us allow talk would call lyricslet stay hear fear false thing time alarm want inside beyou feel deep lie could close love special life kneel wait another nothing true arm
Anything At All ; Mitch Malloy;Anything At All by Mitch Malloy.txt;time cheat mess bleong want somebody hell mind lose need life lyricsanything believe heaven give ta ready eye ease loveyou lay every put cause reach first new touch look belong anything fill arm around change
Ba; Got Back by Sir Mix-A-Lot;Baby Got Back by Sir Mix-A-Lot.txt;rather notice even stuff role list oakland walkin girlfriend round groupie big total bubble deny pull break healthy itty give workout sit-up wet dawn tough turn woman triple white knock-kneed hun x use thought motor little game bean trouble sister okay ugh fonda shake homeboy ha-ha hard jean benz silicone lot playin stop stick gold ya god video song quit beggin ugh-ugh real baby lookin much rap talk fat part lady mean brother home scandal actin thinkin red middle stay ask flo strong shout fella walk -- wo find around mercedes thing beanpole waist long girl diss average want bun help side hell lose rock sista playboy booty word jo hit selection knucklehead mix-a-lot curve dial hooked black resist roll juicy toy turbo sprung tire please throwin sweat bimbo none deep throwdown lie goin sayin anaconda simps picture unless cosmo look animal retrieve kick friction bitty punk cuss warn magazine quick becky prostitute tape piece toss double female believe talkin nothin nasty guy miss leave l.a. ladies thick honda wit gross back flat boy double-up face pack straight play butt bend hoe keep horny gig bimbos dam rice small man soul try ta choose understand
Ba; Hold On To Me by Gerald Levert (Duet;Baby Hold On To Me by Gerald Levert (Duet.txt;right damn shakin ow electra need big move nervous ashamed deny give woman rent-it yo put club babe tellin little good record bottle shake hard handle ya god scandalous fuckin us hold fever feelin bad real baby bed much talk fat hand call ashamedembed gettin duet reach temperature new emotion flo fire likeyou reason thing sign girl boogie hell mama uh oooh mystikal motha booty fo feel body hello thigh bodacious sure cop lie rambunctious could movin cha whoop close pepper jar room risin baboon gerald dance repeat nothin daddy sing hip jam back party style control bend grip runnin cuz freakily pump
Ba; I Believe In You by George LaMond;Baby I Believe In You by George LaMond.txt;thing time crazy something lyricsbaby girl trust always us kiss maybe whether believe baby feel sound never likebaby way hey hope every inch little amazing close around love
Ba; Im For RealNatural High by After 7;Baby Im For RealNatural High by After 7.txt;hook lyricsbaby fall im eye live little hold real baby much talk dont till likerepeat wipe darlin loving stay truth wo long girl xembed wonder feel without profess lif lie die dod love sky tear kiss yea hey natural high cry doooh day man understand
Ba;-Baby-Baby by TLC;Baby-Baby-Baby by TLC.txt;rather right deal alright fall cause good line run okay factual ohhh work otherwise baby much would nigga noon heart flake conversation wo time long huh girl want settle plenty still actual require less deep morning place love mind sex life part-time sexuality ohh hey back night seem beat lovin man choose true baby-baby-baby ta think
Back To The Hotel ; N2Deep;Back To The Hotel by N2Deep.txt;case yorker panty right west hook fool bout minute turnin blackjack doll purple z throw corner eighty jump naw really strike road zeens triple club put cause white mayne little saga pick drop city good trouble bottle store telly l-train low front kit check gold ya episode song acid cock us saw buddha work pedal feelin mickey headin light lick real baby cut grippin dick behind honk mean hand brother call jaw sock latte knew friday swoop friend flirt toe jimmy next new who-ride sidin aw tic-tacs country fella start sick block vogue wo ride find hotelembed turf brand grab load thing burn always sippin tall v-town broad hell metal sneak hit slow sally rubber hotel forty black kinda roll set glove sprung money funky park bent miniskirt chillin goin could outside north liquor fifth two tl gum look echo k.o packet needle m-l love pipe quick page johnny honky room lock guess bay mail layin leave donkey wait lay dank back boy seem night straight play tick another chongos blow meet heem man tick-tock try ta hoedown lexus bust shit
Bad Bad Boys ; Midi Maxi;Bad Bad Boys by Midi Maxi.txt;someway someday name live alone anymore ha negative bad aha people mean ask strong longer positive chorus time together feel sure efti lyricsbad away wa love ah forever boy eachother keep day hi think
Bang Bang ; David Sanborn UNCERTAIN;Bang Bang by David Sanborn UNCERTAIN.txt;frizz karaoke minute myx rangin b need big dip kitten pull give anybody cockin ferrari momma yo send bababy robbin swing good okay bottle queen batman bangin ya hold g win bad baby four-door sorry talk hourglass mic hand hangin seat heart test blue harley hear nicki ride thing time bat girl want engine grotto uh powder step translationsespanolportuguesfrancaisbang babang booty car prominent graduate body moscato could b-bang n mm-hmm uh-huh kyuh show room ari mind dominant lotto bang drip jessie overdrive wood cadillac hey mouth wait school bae back throttle full night swimming shhh blow phone
Be True To Yourself ; 2nd II None;Be True To Yourself by 2nd II None.txt;case even stupid eat fool funny follow tip big dealt grin theyself card break young eye outta stand alone momma express hope nut woman quik yo cold cause hate feast little top good trouble run hard wreck check stick hold crook jot real half people behind brother luck shadow cope friend bank next fit head shit nobody stay strong land nappy scheme main bullshit hair bind thing shame girl huh average plan always best side somebody help dope solve ever still rich niggas feel roll jack money tryin splurge end could look show love else downfall deserve open yet mess rank unhappy mind nice mailman copycat never bring leave mr. wait shoulda haha nothing hoe keep outembed wind pushin runnin ayo day cool man table trip true try k treat
Beauty And The Beast ; Celine Dion;Beauty And The Beast by Celine Dion.txt;beastembed time even least scared song barely somebody sun ever finding prepared whoa beast bittersweet neither friends surprise sure strange learn certain bend tune little east tale old rise small wrong rising true unexpectedly beauty change rhyme
Black Or White ; Michael Jackson;Black Or White by Michael Jackson.txt;rather right stuff alright ow miracle eye yes dirt human tough club white cause race bright scar color saw sun grief equality baby mean brother gang rough war blood nobody withca hear wrong hee protection hoo matter either turf message girl shamone side second ooh-ooh-ooh nation saturday hee-hee tonight black tire none tale place agree kick devil global happen print sheet life duller believe bang business boy face relation scale spend true space think
