title;artist;lyrics;filename
Dyer Maker;Led Zeppelin;ay soul oh letter might darling cry still love go read word news lyric sad baby mad also ca fire tear please oh-wo babyyou likeembed write break tell maker ohh yeah uh breath hurt let make every n't move send take babe dyer ooh ah really;Dyer Maker by Led Zeppelin.txt
Ecstasy;Ohio Players;oh might leave never love 'bout could lyric also baby wan loving 'll likeembed tell na without ecstasy 'd well;Ecstasy by Ohio Players.txt
Everybody Loves A Love Song;Mac Davis;like 'm whisper dizzy honey hold sing mine wine 's think lord know might tremble love soft girl lip song .. baby also likeembed else tell want everybody body lyricsna sometimes na nothing ... make rather 'd move cause next cherry brush low;Everybody Loves A Love Song by Mac Davis.txt
Everybodys Had The Blues;Merle Haggard;'m way 's hate misery wait know might love go feel lyric song story fell fill also lonely likeembed blue bluesyou want everybody mind sometimes everybodys someone time cause tune old;Everybodys Had The Blues by Merle Haggard.txt
Everyones Agreed That Everything Will Turn Out Fine;Stealers Wheel;full face hard turn go lyricsriding try everyones waitin everybody question time pride people round swallow different fine oh good get seem likeembed everything step make agree listens eye answer everyone might also gutter place city stare wo talk belly like whiskey noyou line 's nobody rollin ask sit watch throwin subway n't move;Everyones Agreed That Everything Will Turn Out Fine by Stealers Wheel.txt
Everythings Been Changed;The 5th Dimension;day like floor get new since except 's inch mine everythings room know hard might behind heart cry 're matter saucer fun lyricsrearranged change try door also fill thing ca table hour everything world tear likeembed happy apart nothing every 've n't cause cup chair yesterday;Everythings Been Changed by The 5th Dimension.txt
Evil;Earth Wind;day runnin light face pray soul oh brain would learn blame lyricsevil 's beauty flow tryin hide see bad know misery nobody turn might lookin love us evil sunshiny also likeembed causin yeah place blood body life mind strife little give ... wo n't guide maybe;Evil by Earth Wind.txt
Farewell Andromeda (Welcome To My Morning);John Denver;responsible play love try come ... time smile would good morning thank happiness think know one million please little make find perfectly see embed might truth change also break tell andromeda farewell yes chain day 'm like way la-la-la-la-la-la open lovely never even could song closing thing lyricswelcome bring allow space n't picture la welcome;Farewell Andromeda (Welcome To My Morning) by John Denver.txt
Feelin Stronger Every Day;Chicago;gas run love us try jack come yeah let time 've ooh jumpin oh would suppose know mean realize lyric feeling make agree believe best live might knowing also strong spend really dayembed day 'm like way night 's easily feel baby thing happen feelin want together flash alright inside every;Feelin Stronger Every Day by Chicago.txt
Fell For You;The Dramatics;whirling bird youembed go lyricslike yeah slide care round slip head oh think know seem sky ca free mind without uh kiss fancy wheel make star thrill help dizzy hill fall air roll might likeoh ground girl also touch spin soaring place yes swear like 'm clip feel fell fly tumble look hand wing space blow n't;Fell For You by The Dramatics.txt
Fencewalk;Mandrill;long slowman like huh oh folk get 's think real know might turn go feel lyricshey rocket also steady say likeembed youyou want yeah fencewalk give time n't tellin log softly fear;Fencewalk by Mandrill.txt
