title;artist;filename;lyrics
2 Become 1 ; Spice Girls;2 Become 1 by Spice Girls.txt;deal need stranger bit put little game good spirit ya light work real baby closer achieve way free girl together become candle wiser word beembed feel tonight set empty two danger doubt remember love endeavour mind believe forever never leave back boy night play dream silly soul
32 Flavors ; Alana Davis;32 Flavors by Alana Davis.txt;beyond eat harbor secret someday give eye starve turn poster record forget god dare vision someone would meaning head hungry nobody truth ugly girl noneembed want help hatred past word everyone ambition none phoenix jealousy could course peripheral state look close ash everything fly room life chance smolder demean never doom squint thousand flavor pretty rise try
4 3 2 1 ; LL Cool J;4 3 2 1 by LL Cool J.txt;doin alive stupid train illest tongue pent gypsy bubble meth-tical sound number rusty live millennium mazda mask swing driver blaze spit ya dead dare platinum real flow poisonous much rap behind sock bluff hundred bounce release nobody stay strong fight sick seven size form rapper five want best side ricochet hardcore snapping sweet roy timeembed mention naive learn timberland shape carumba uh-huh kick close vigilante doubt speed already finger halogen life believe itchin mouth shoulda hot four hip borrow sinner dimension mike bomb swingin phone smell ta chickenheads sword act give young cover last explode shot deadly shine city attach line meat sonning possession feces ball catch shorty hold excalibur tiger petro heat metro clown great seat canibus idolize gun free sperm ski word hit attitude somewhere deep tap could dog gritty politic approach drive look hype punk rhyme street yet death g-o-d finish disease bring knee play many dream cry blow griffey cool fuck fog arm try shit anaemic grimy position read symbol absolute penis turn missile shoot put thought little nowhere good run shittin ha prominence shitty invent light heaven baby confront way mic call jaw every bankhead nigga signal bank note fantasize head surface-to-air team smack buggy wrong history dominance son mc ugly mics huggie circle syllable ever still respect crown j christian cummin flick ringmaster crush love amateur committee ho challenger blunt sickenin piece never leave overseas terrorize mr. trizack value prove think mad bust cub big sixty type anybody break name tour yo send got punch boot ex pick game drop trouble hard low certified lot lump front bump fuckin nick sun receive snatch limit spliff ken however thesis root three fun ask challenge start detention either transform wicked time burn long leg uh step playing car single cliche two confidence six infliction dart fly wu zero lesson pour enough raincoat back boy keep smith watch dark ayo beat socialize wild
4 Seasons Of Loneliness ; Boyz II Men;4 Seasons Of Loneliness by Boyz II Men.txt;lilac need fall apart remind break chill eye tree loneliness fix use share pain chain ball warmth baby scent would way reminisce winter heat release heart new compare imagine memory everytime shed wo dippin matter bind thing time burn long always side somebody emotional ocean feel without drift please empty autumn snow season crush close remember kill love vow kiss skinny summer life comfort springtime bare byembed bring ease hots four bloom night breeze mine cry watch courage air belong day leaf mistletoe perfume try change think
5 Miles To Empty ; Brownstone;5 Miles To Empty by Brownstone.txt;right minute need whoa give last babe pray detail truly good loveembed run satisfy low stop work someone mile baby sorry much talk would though desperately heart fight wo thing time long always somebody sit wonder promise spare surely lie empty look fill love quick waste enough cry silence spend day man try hurry think
6 Underground ; Sneaker Pimps;6 Underground by Sneaker Pimps.txt;swear scream round fall whatever give sound live cheap far nowhere good low grace care calm much talk way friend head strung shout time sleep lose graceembed underground wear six ground else street open drought overground life enough never bring lay beneath full high foot nothing safe watch fake meet space think understand
A Little Bit Of Ecstasy ; Jocelyn Enriquez;A Little Bit Of Ecstasy by Jocelyn Enriquez.txt;fantasy want need ecstasy bit ecstasyyou body lyricsa control little dream free beat love
A Smile Like Yours (From A Smile Like Yours) ; Natalie Cole;A Smile Like Yours (From A Smile Like Yours) by Natalie Cole.txt;heard right chemistry wallet damn bout naked basement need bird fall balcony distant im beep give pull toxic paranoia pace loose put pause conscious thats ex typa game spotlight hide wake toxicated clear forget finna check stop diamond ya care ole indebted blame clearly us aint light real baby hen sorry half situation talk dont ima way people gateway hand call placement cant shy nigga chirp lately ill nobody carless fact imitate telling amazing confide brittney conversation find screw message time grandma cheat sleep always cancer smile kid hit sip stage slow feel .. without hello tonight kinda glove domino perfect end since streetlight tap outside morning empty liquor favorite knock talkingembed drink dude imma lyricsdomino figure remember ventilation vibe beauty warn trendzmusic love crazy open boom soon scenery yea drug mind wont pisces piece forever waste never whats hey id contemplate back drunk treat glass wall possible touch duss phone pocket cool fuck try think laugh shit
A Song For Mama ; Boyz II Men;A Song For Mama by Boyz II Men.txt;right even force star teach give yes afraid anything strength queen care song bad would gray downin thinkin heart wrong around time girl want always food side mama inside soulembed feel without everyone oohh could ware drive look whenever fill everything show else love sky tear life comfort never anyone back face many keep lovin day soul understand
After 12 Before 6 ; Sam Salter;After 12 Before 6 by Sam Salter.txt;unwind sincere chill alone babe cause tellin satisfy ring hard mix work baby every anyway friend first hear start relax rest thing long want please tired love longembed never night neglect keep mine phone spend day trip true
