title;artist;filename;lyrics
(I Know) Im Losing You ; Rod Stewart;(I Know) Im Losing You by Rod Stewart.txt;fool im name eye woman cold woohoo bone honey ya fade someone grow speak reflection youembed lord long girl lose worry feel downhearted presence woo everywhere could away place look personal else love hurt growin face control another air touch belong day man soul
(If Loving You Is Wrong) I Dont Want To Be Right ; Luther Ingram;(If Loving You Is Wrong) I Dont Want To Be Right by Luther Ingram.txt;rather right need fall give break wife live little depend likeif care hold disgrace lyricsif much people dont mean future friend loving wrong sick thing downright shame long sleep want best side somebody mama ever without try married gentleness marry two deeply love else life hunger daddy night wrongembed knowing touch horn man child home
(Its The Way) Nature Planned It ; Four Tops;(Its The Way) Nature Planned It by Four Tops.txt;darling star really tree cause beautiful clear mother rain heaven baby grow flow na-na-now way mean heart stay ask blue fight lord reason long girl together plan feel ache paint love sky nature comin life never leave wait river flower may question
(Last Night) I Didnt Get To Sleep At All ; The 5th Dimension;(Last Night) I Didnt Get To Sleep At All by The 5th Dimension.txt;heard maybe nightyou number eye foolish last cold use wash lonely forget didnt god pill light real behind call heart rest find time somehow sleep best pride inside sleeping fault lyricslast could morning away close darkness ringing mind replace waste leave awake lay night mine dream watch think
(Love Me) Love The Life I Lead ; The Fantastics;(Love Me) Love The Life I Lead by The Fantastics.txt;even star publisher eye lyricsi live music shoot far clear mountain run spirit us hold vision wide way hand every new hear evermore wo sign long fantasy always search word drift sure could paradise two autumn place look realize show love sky fly lead mind life never back age full many dream wind blow day leaf likeand mystery
(Oh Lord Wont You Buy Me A) Mercedes Benz ; Goose Creek Symphony;(Oh Lord Wont You Buy Me A) Mercedes Benz by Goose Creek Symphony.txt;lyricsoh color help round find wont work benzembed dial try please wait tv buy dollar three friend town count night next porsches drive delivery likeeverybody lifetime day wo must lord amends hard benz mercedes prove love
(They Long To Be) Close To You ; Jerry Butler UNCERTAIN;(They Long To Be) Close To You by Jerry Butler UNCERTAIN.txt;time sky gold long girl together star near follow bird suddenly fall dust bear eye decide whaembed starlight every appear create wha town angel sprinkle dream moon blue day walk close true ha around hair
992 Arguments ; The OJays;992 Arguments by The OJays.txt;even eat maybe total big nervous corner give live argumentsembed woman cold argument good ninety-two stop quit suppose baby pant much people way mean hundred a-fighting cussin hear sick flop wo around thing shame long sleep static short arguing nine wear misery bite fussin house two fightin fighting love affair life ah leave mouth mistake fussing back night another beer sense cool child ta understand
A Cowboys Work Is Never Done ; Sonny;A Cowboys Work Is Never Done by Sonny.txt;break jump tough woman crime cause shot use game consider hard cowboys work win handsome would way till call doneyou every fun gun fight ride find thing time girl always side horse still lyricsride die could six mom love kind never guy seem play cry cowboy day think
A Horse With No Name ; America;A Horse With No Name by America.txt;bird give name sound turn human disguise lala city good run ring sand pain rain desert dead skin sun la bed flow part story heat journey three fun first red felt heart free sea thing laembed rock horse ocean perfect nine underground lie begin two look ground dry sad remember love sky fly life hill hot plant river buzz cloud full air meet day think
