title;artist;filename;lyrics
(I Know I Got) Skillz ; Shaquille ONeal;(I Know I Got) Skillz by Shaquille ONeal.txt;right liberty upstate knick-knack alright kwan jump sound eye ron music twice wa-psh-psh-psh-psh-psh balla nine-ohs check ya stomach neck unit mecca stay ..... fight walk rapper khalid trunk want everybody spielberg booty liar mill pro arsenal flex heck kick boom muhammad already title sex believe backboard jackin ha-ha-ha moo town charge pa-style bomb legend wack wallet something hook fool shut hoopa give booger dribble whack ridin surprise cause shot bap sister bone section cracker stop smoke-smoke hold continue mic-checka lady brother def frankly proof new shaq-attack impala gooding track around reason brand sleep ahhhhh dope hit statue please tire park e.t tap shaq dog look mom meech rip punk rhyme chevy skillz steal yep rim shaq-tack play nothing another shhh pete rhymin gorilla man stamp treat solid menu lean explorer use little good mac ha vital ahhhh baby people way fat mic call every uzi boom-boom spell sike food broad still ahhh cousin flip skill funky chong sticking xl flava jealous hassle ford duk flexin pas double ah shack-a-lack-a-lack-a jef heavy high-hat smooth dirty fake swany cuba mad bust damn swear deck big break name yo funk punch hood drop attack front bump cheese rolex crackin wrecka nah cream hand three rough next prize dunk time script bagel large kid rock cheech cradle jack listen hoopin breath gravity tape spread freeze hey boomin back boy mic-mic build shout-out keep dark beat day
360 Degrees (What Goes Around) ; Grand Puba UNCERTAIN;360 Degrees (What Goes Around) by Grand Puba UNCERTAIN.txt;rather right instead alive rub eye music inhale check feed claim vocal real useless pass much sketch rap define brain improvement fact harmonize form glocks culture level plan backing sippin feel without fallin innovation depart niche develop bite begin buoy watered exposure portray degrees producer mind image mouth nike architecht pay fame pen point thin buildembed later cause shot canvas chasin curb jewel line depiction pose forget ball flap snooze daze spa slanty bridge flake free block seek around exhale sleep diminish phrase word unfold manifest essence paint underground lie tenant ear unless branch earth nowadays diabetic wrinkling architect loathe finish wealth miss match contemplate embark crew sink many dj may steadily wine change shit loop teeth lyricsslowly need underwater hope gimmick financial worth good lyricism punchin theres survive peacefully exist hiphop artistic bag appeal leprosy call jaw confuse heart rhythm recognition longevity mc mics squad become replenish manipulate lose sleeping skill respect unity bruise pioneer open scrotum never leave blueprint sketchin insight gap frill damn em deal rear expand artist crossing paper strugglin greed pick speech hard tight front stick metaphorically receive writer bill speak root element next fundamental hear start wo rest find load thing time freezing car fee .. shrivled clutchin listen house picture place water melody clueless fine mess dandruff spread account smoke pour immunity enough back krux build community keep wall pump
7 ; Prince;7 by Prince.txt;ah-ah-ah right whole fall young faire stand compassion decree universe educate voice intellect angel city sand color distance army gold song bold us hold saw grow way speak hand every three blood new compare old seven sea fear animosity time twelve huh together five uh blasphemy behold ever marching still word surely peace die two six evil savoir others love street death breath tear plague unto smoke ah never four lay river sing curse key foot many mine cry watch spite day soul space
93 til Infinity ; Souls Of Mischief;93 til Infinity by Souls Of Mischief.txt;right b basement indo chill sound really aww quickly top ton max exit pep grub ya hailin rubdown weather flow pass much overpowers rappin cali fact stay seven busy-ness rapper explain plan maui timbs attire exploit attendance aye feel black testin keen frigid bite prop squeeze uh-huh kick close quick kiss female p nice casual mike persona silly bomb wack ta home even oakland fool wish dip coolin inspire exception lack bridgette smoothness later cause ruler california bone blunts peaceembed stop steppin phesto g work sack impact brother great pumpin new ill plus bein flyer freestyle maxin track mack around tajai sleep stoge talent dope phat hit runt prolific roll midget shoppin domino flock sayin tap look owen kill rhyme yet cooler often stunt dapper miss pit yep straight crew handball another tab many roam whassup flavor cool man spot accept shit mischief restin need throw mighty chump greenback digit little bro east exchangin good fattenin dig famous bunk studio stack foldin snupe cut person baby swig fat clique call homosapien mediocre gettin nigga fit holdin land smack infinity post nose main huh mall patience ever ahhh flip respect funky cop op chillin peepin flick til jealous captive love a-yo sometimes ah stroke never wit school theatre whiz a-plus hoe jay-biz exxx-traordinary think flam-bee damn um break admire jerk yo pick game attack cinema bitch bomber front snare del nah dizziness skin dwellin ace talk till hang friend fun inspiration actin ask hectic hear session eight fresh find loot soft time sign hell hack step kid desire dial vibration jive/zomba anus props sweep crib rule swell range strip hey weed haha face keep backroads soul hair
A Bad Good;e by Clint Black;A Bad Goodbye by Clint Black.txt;something swear easy eye put far good clear bad would way goodbyeyou goodbye heart whose wo find bind smile still surely sure none look happen fly mind enough never leave cloud cry may try
A Whole New World (Aladdins Theme) ; Peabo Bryson;A Whole New World (Aladdins Theme) by Peabo Bryson.txt;meembed whole carpet star letter theme eye point indescribable turn chase surprise last shoot use share world far thrilling clear wondrous endless diamond dare us dazzling hold soar decide way shimmer crystal likeohhh every hundred splendid red heart new sight ride thing time moment sideways wonder feel spare princess tumble aladdins place view close show sky open breath unbelievable shining never freewheel magic pursue back thousand fantastic horizon dream anywhere
ABC-123 ; Levert;ABC-123 by Levert.txt;right even something fool easy need fall beg breakfast give driving woman ohhhhhhh good wake abc- bone bottom likesaid pho-o-o-o-one stop song dee la bed baby would way call every lyricssee ignore toe abc heart loving coffee shout find afford thing time shame girl together want hell lose oooh ever car feel deep could blind morning look love mountaintops simple mind life waste never leave hey hot thanks sing knee night egg keep mine heh man soul ta think deedle
Again ; Janet Jackson;Again by Janet Jackson.txt;meembed happy beyond star wing whisperin give proud share angel wrap dancin good strength forget pain us hold heaven baby moonlight every free hear around time together want always inside smile worry ever word feel shinin draw deep everywhere smilin loud look earth close love sometimes dance never hey wait back upon dream belong true
Alibis ; Tracy Lawrence;Alibis by Tracy Lawrence.txt;heard fool bet alibi move push apart give eye alone put game line ring trick every heart wedding lyin lord around time cheat best could youyou book love tear leave boy night many feeling day man think
All About Soul ; Billy Joel;All About Soul by Billy Joel.txt;alive swear need miracle fall give stand tough turn human vain woman cold joy sorrow got far run devotion hard soulyou survive pain someone mile people part fair every reach though heart emotion stay strong ask old moment thing heal tomorrow lose smile rock still word feel desire roll deep faith tenderness away drive million realize others love sometimes understood life kindness believe enough wait control night many keep dream cry silence trace power dark must soul
