title;artist;peakpos;lastpos;weeks;rank;isnew
WAP;Cardi B Featuring Megan Thee Stallion;1;2;5;1;False
Dynamite;BTS;1;1;3;2;False
Laugh Now Cry Later;Drake Featuring Lil Durk;2;3;4;3;False
Rockstar;DaBaby Featuring Roddy Ricch;1;4;21;4;False
Blinding Lights;The Weeknd;1;5;41;5;False
Mood;24kGoldn Featuring iann dior;6;8;5;6;False
Watermelon Sugar;Harry Styles;1;6;25;7;False
Whats Poppin;Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne;2;7;31;8;False
Savage Love (Laxed - Siren Beat);Jawsh 685 x Jason Derulo;7;9;13;9;False
Popstar;DJ Khaled Featuring Drake;3;24;8;10;False
Before You Go;Lewis Capaldi;10;10;32;11;False
I Hope;Gabby Barrett Featuring Charlie Puth;10;12;37;12;False
Roses;SAINt JHN;4;11;25;13;False
Go Crazy;Chris Brown & Young Thug;9;14;18;14;False
For The Night;Pop Smoke Featuring Lil Baby & DaBaby;6;17;10;15;False
Circles;Post Malone;1;15;54;16;False
Break My Heart;Dua Lipa;13;16;24;17;False
Adore You;Harry Styles;6;18;40;18;False
Come & Go;Juice WRLD x Marshmello;2;19;9;19;False
Tap In;Saweetie;20;21;9;20;False
Mood Swings;Pop Smoke Featuring Lil Tjay;17;20;10;21;False
One Of Them Girls;Lee Brice;22;33;15;22;False
Lovin' On You;Luke Combs;23;26;11;23;False
Be Like That;Kane Brown With Swae Lee & Khalid;22;22;9;24;False
Don't Start Now;Dua Lipa;2;23;45;25;False
Got What I Got;Jason Aldean;26;31;15;26;False
The Woo;Pop Smoke Featuring 50 Cent & Roddy Ricch;11;29;10;27;False
The Bones;Maren Morris;12;28;51;28;False
Hit Different;SZA Featuring Ty Dolla $ign;29;0;1;29;True
If The World Was Ending;JP Saxe Featuring Julia Michaels;27;27;24;30;False
Die From A Broken Heart;Maddie & Tae;22;25;22;31;False
Savage;Megan Thee Stallion;1;30;26;32;False
Life Is Good;Future Featuring Drake;2;39;35;33;False
Midnight Sky;Miley Cyrus;14;37;4;34;False
Rags2Riches;Rod Wave Featuring ATR Son Son;12;32;11;35;False
Cool Again;Kane Brown;36;41;15;36;False
Rain On Me;Lady Gaga & Ariana Grande;1;34;16;37;False
Lemonade;Internet Money & Gunna Featuring Don Toliver & NAV;38;54;4;38;False
Death Bed;Powfu Featuring beabadoobee;23;36;26;39;False
Say So;Doja Cat Featuring Nicki Minaj;1;46;36;40;False
Blueberry Faygo;Lil Mosey;8;35;31;41;False
Chasin' You;Morgan Wallen;16;47;33;42;False
Wishing Well;Juice WRLD;5;40;9;43;False
Nobody's Love;Maroon 5;41;48;7;44;False
Girls In The Hood;Megan Thee Stallion;28;44;11;45;False
Heather;Conan Gray;46;51;4;46;False
We Paid;Lil Baby & 42 Dugg;10;50;19;47;False
Intentions;Justin Bieber Featuring Quavo;5;49;31;48;False
Ice Cream;BLACKPINK X Selena Gomez;13;13;2;49;False
Like That;Doja Cat Featuring Gucci Mane;50;53;15;50;False
Bang!;AJR;51;58;10;51;False
Cardigan;Taylor Swift;1;45;7;52;False
More Than My Hometown;Morgan Wallen;53;63;13;53;False
I Should Probably Go To Bed;Dan + Shay;43;61;6;54;False
Hawai;Maluma & The Weeknd;55;60;3;55;False
