title;artist;peakpos;lastpos;weeks;rank;isnew
Leave The Door Open;Silk Sonic (Bruno Mars & Anderson .Paak);1;2;10;1;False
Levitating;Dua Lipa;2;4;32;2;False
Peaches;Justin Bieber Featuring Daniel Caesar & Giveon;1;3;8;3;False
Save Your Tears;The Weeknd & Ariana Grande;1;1;22;4;False
Kiss Me More;Doja Cat Featuring SZA;5;5;5;5;False
Astronaut In The Ocean;Masked Wolf;6;7;13;6;False
Rapstar;Polo G;1;6;5;7;False
interlude;J. Cole;8;0;1;8;True
Without You;The Kid LAROI;8;8;23;9;False
Montero (Call Me By Your Name);Lil Nas X;1;9;7;10;False
Miss The Rage;Trippie Redd & Playboi Carti;11;0;1;11;True
Blinding Lights;The Weeknd;1;11;75;12;False
Calling My Phone;Lil Tjay Featuring 6LACK;3;13;13;13;False
Up;Cardi B;1;12;14;14;False
Beat Box;SpotemGottem Featuring Pooh Shiesty Or DaBaby;12;16;17;15;False
Drivers License;Olivia Rodrigo;1;14;18;16;False
Deja Vu;Olivia Rodrigo;8;15;6;17;False
Beautiful Mistakes;Maroon 5 Featuring Megan Thee Stallion;18;19;10;18;False
Best Friend;Saweetie Featuring Doja Cat;14;17;18;19;False
My Ex's Best Friend;Machine Gun Kelly X blackbear;20;21;39;20;False
Every Chance I Get;DJ Khaled Featuring Lil Baby & Lil Durk;20;20;2;21;False
Forever After All;Luke Combs;2;23;29;22;False
Heartbreak Anniversary;Giveon;17;22;13;23;False
Mood;24kGoldn Featuring iann dior;1;24;40;24;False
On Me;Lil Baby;15;18;23;25;False
Back In Blood;Pooh Shiesty Featuring Lil Durk;13;25;19;26;False
The Good Ones;Gabby Barrett;19;27;20;27;False
What You Know Bout Love;Pop Smoke;9;26;36;28;False
Your Power;Billie Eilish;10;10;2;29;False
Hell Of A View;Eric Church;28;36;18;30;False
We're Good;Dua Lipa;31;39;13;31;False
Breaking Up Was Easy In The 90's;Sam Hunt;32;40;11;32;False
Heat Waves;Glass Animals;33;34;17;33;False
Track Star;Mooski;31;31;12;34;False
Made For You;Jake Owen;32;32;12;35;False
34+35;Ariana Grande Feat. Doja Cat & Megan Thee Stallion;2;29;28;36;False
Positions;Ariana Grande;1;37;29;37;False
Wants And Needs;Drake Featuring Lil Baby;2;42;10;38;False
You Broke Me First.;Tate McRae;17;35;38;39;False
Telepatia;Kali Uchis;39;46;12;40;False
Time Today;Moneybagg Yo;31;41;14;41;False
Wockesha;Moneybagg Yo;42;57;3;42;False
Dakiti;Bad Bunny & Jhay Cortez;5;38;28;43;False
