title;artist;peakpos;lastpos;weeks;rank;isnew
The Box;Roddy Ricch;1;1;9;1;False
Life Is Good;Future Featuring Drake;2;2;4;2;False
Circles;Post Malone;1;3;23;3;False
Memories;Maroon 5;2;4;20;4;False
Dance Monkey;Tones And I;5;7;18;5;False
Someone You Loved;Lewis Capaldi;1;5;39;6;False
Roxanne;Arizona Zervas;4;8;14;7;False
10,000 Hours;Dan + Shay & Justin Bieber;4;6;18;8;False
Don't Start Now;Dua Lipa;9;9;14;9;False
Everything I Wanted;Billie Eilish;8;10;13;10;False
Lose You To Love Me;Selena Gomez;1;11;16;11;False
Ballin';Mustard & Roddy Ricch;11;16;29;12;False
BOP;DaBaby;11;14;19;13;False
Yummy;Justin Bieber;2;15;5;14;False
Blinding Lights;The Weeknd;11;18;10;15;False
Good As Hell;Lizzo;3;13;24;16;False
Heartless;The Weeknd;1;19;11;17;False
The Bones;Maren Morris;18;21;20;18;False
Hot Girl Bummer;blackbear;19;23;21;19;False
Godzilla;Eminem Featuring Juice WRLD;3;12;3;20;False
High Fashion;Roddy Ricch Featuring Mustard;20;22;6;21;False
No Guidance;Chris Brown Featuring Drake;5;24;35;22;False
Adore You;Harry Styles;23;29;9;23;False
Woah;Lil Baby;16;25;13;24;False
Bad Guy;Billie Eilish;1;17;45;25;False
HIGHEST IN THE ROOM;Travis Scott;1;20;18;26;False
Falling;Trevor Daniel;27;33;12;27;False
Senorita;Shawn Mendes & Camila Cabello;1;26;33;28;False
What A Man Gotta Do;Jonas Brothers;16;30;3;29;False
You Should Be Sad;Halsey;26;28;4;30;False
My Oh My;Camila Cabello Featuring DaBaby;31;35;9;31;False
Trampoline;SHAED;13;27;36;32;False
I Do It;Lil Wayne Featuring Big Sean & Lil Baby;33;0;1;33;True
Kinfolks;Sam Hunt;34;46;17;34;False
Truth Hurts;Lizzo;1;32;40;35;False
One Man Band;Old Dominion;20;40;24;36;False
Only Human;Jonas Brothers;18;37;33;37;False
Sucker;Jonas Brothers;1;39;44;38;False
Suicidal;YNW Melly & Juice WRLD;34;36;11;39;False
I Don't Care;Ed Sheeran & Justin Bieber;2;44;36;40;False
