title;artist;peakpos;lastpos;weeks;rank;isnew
Good 4 U;Olivia Rodrigo;1;0;1;1;True
my.life;J. Cole, 21 Savage & Morray;2;0;1;2;True
Levitating;Dua Lipa;2;2;33;3;False
Leave The Door Open;Silk Sonic (Bruno Mars & Anderson .Paak);1;1;11;4;False
amari;J. Cole;5;0;1;5;True
Peaches;Justin Bieber Featuring Daniel Caesar & Giveon;1;3;9;6;False
pride.is.the.devil;J. Cole & Lil Baby;7;0;1;7;True
95.south;J. Cole;8;0;1;8;True
Save Your Tears;The Weeknd & Ariana Grande;1;4;23;9;False
Kiss Me More;Doja Cat Featuring SZA;5;5;6;10;False
Astronaut In The Ocean;Masked Wolf;6;6;14;11;False
Seeing Green;Nicki Minaj, Drake & Lil Wayne;12;0;1;12;True
applying.pressure;J. Cole;13;0;1;13;True
100.mil';J. Cole & Bas;14;0;1;14;True
Rapstar;Polo G;1;7;6;15;False
Without You;The Kid LAROI;8;9;24;16;False
interlude;J. Cole;8;8;2;17;False
Montero (Call Me By Your Name);Lil Nas X;1;10;8;18;False
let.go.my.hand;J. Cole, Bas & 6LACK;19;0;1;19;True
punchin'.the.clock;J. Cole;20;0;1;20;True
Deja Vu;Olivia Rodrigo;8;17;7;21;False
Forever After All;Luke Combs;2;22;30;22;False
Blinding Lights;The Weeknd;1;12;76;23;False
Drivers License;Olivia Rodrigo;1;16;19;24;False
the.climb.back;J. Cole;25;0;3;25;False
Beautiful Mistakes;Maroon 5 Featuring Megan Thee Stallion;18;18;11;26;False
Up;Cardi B;1;14;15;27;False
hunger.on.hillside;J. Cole & Bas;28;0;1;28;True
Calling My Phone;Lil Tjay Featuring 6LACK;3;13;14;29;False
Best Friend;Saweetie Featuring Doja Cat;14;19;19;30;False
Beat Box;SpotemGottem Featuring Pooh Shiesty Or DaBaby;12;15;18;31;False
Heartbreak Anniversary;Giveon;17;23;14;32;False
close;J. Cole;33;0;1;33;True
My Ex's Best Friend;Machine Gun Kelly X blackbear;20;20;40;34;False
Every Chance I Get;DJ Khaled Featuring Lil Baby & Lil Durk;20;21;3;35;False
Hell Of A View;Eric Church;28;30;19;36;False
Mood;24kGoldn Featuring iann dior;1;24;41;37;False
Straightenin;Migos;38;0;1;38;True
Wockesha;Moneybagg Yo;39;42;4;39;False
Back In Blood;Pooh Shiesty Featuring Lil Durk;13;26;20;40;False
The Good Ones;Gabby Barrett;19;27;21;41;False
Heat Waves;Glass Animals;33;33;18;42;False
Breaking Up Was Easy In The 90's;Sam Hunt;32;32;12;43;False
Track Star;Mooski;31;34;13;44;False
What You Know Bout Love;Pop Smoke;9;28;37;45;False
We're Good;Dua Lipa;31;31;14;46;False
On Me;Lil Baby;15;25;24;47;False
Telepatia;Kali Uchis;39;40;13;48;False
Wants And Needs;Drake Featuring Lil Baby;2;38;11;49;False
Miss The Rage;Trippie Redd & Playboi Carti;11;11;2;50;False
pov;Ariana Grande;40;50;11;51;False
Fractions;Nicki Minaj;52;0;1;52;True
Time Today;Moneybagg Yo;31;41;15;53;False
Your Power;Billie Eilish;10;29;3;54;False
Famous Friends;Chris Young + Kane Brown;55;61;8;55;False
Made For You;Jake Owen;32;35;13;56;False
Settling Down;Miranda Lambert;49;49;10;57;False
Build A Bitch;Bella Poarch;58;0;1;58;True
Nobody;Dylan Scott;55;55;12;59;False
No More Parties;Coi Leray Featuring Lil Durk;26;48;15;60;False
Almost Maybes;Jordan Davis;61;64;17;61;False
Gone;Dierks Bentley;59;59;10;62;False
Ski;Young Thug & Gunna;18;51;5;63;False
Lil Bit;Nelly & Florida Georgia Line;60;60;9;64;False
