title;artist;peakpos;lastpos;weeks;rank;isnew
We Don't Talk About Bruno;Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast;1;1;6;1;False
Easy On Me;Adele;1;2;17;2;False
Heat Waves;Glass Animals;3;3;55;3;False
Stay;The Kid LAROI & Justin Bieber;1;4;30;4;False
Super Gremlin;Kodak Black;5;5;13;5;False
abcdefu;GAYLE;6;8;11;6;False
Shivers;Ed Sheeran;4;6;21;7;False
Surface Pressure;Jessica Darrow;8;9;6;8;False
Pushin P;Gunna & Future Featuring Young Thug;7;7;4;9;False
Need To Know;Doja Cat;8;11;34;10;False
Cold Heart (PNAU Remix);Elton John & Dua Lipa;7;10;22;11;False
Ghost;Justin Bieber;12;13;19;12;False
Bad Habits;Ed Sheeran;2;12;32;13;False
Industry Baby;Lil Nas X & Jack Harlow;1;14;28;14;False
Thats What I Want;Lil Nas X;10;18;20;15;False
Smokin Out The Window;Silk Sonic (Bruno Mars & Anderson .Paak);5;15;13;16;False
Levitating;Dua Lipa;2;17;65;17;False
Hrs And Hrs;Muni Long;16;16;6;18;False
Save Your Tears;The Weeknd & Ariana Grande;1;19;57;19;False
The Family Madrigal;Stephanie Beatriz, Olga Merediz & Encanto Cast;20;20;5;20;False
Oh My God;Adele;5;21;11;21;False
One Right Now;Post Malone & The Weeknd;6;23;13;22;False
Good 4 U;Olivia Rodrigo;1;25;38;23;False
Buy Dirt;Jordan Davis Featuring Luke Bryan;22;22;26;24;False
Better Days;NEIKED X Mae Muller X Polo G;23;24;16;25;False
I Hate U;SZA;7;31;9;26;False
Knife Talk;Drake Featuring 21 Savage & Project Pat;4;32;22;27;False
You Should Probably Leave;Chris Stapleton;28;28;31;28;False
Fancy Like;Walker Hayes;3;29;33;29;False
Love Nwantiti (Ah Ah Ah);CKay;26;26;20;30;False
What Else Can I Do?;Diane Guerrero & Stephanie Beatriz;27;27;5;31;False
Fingers Crossed;Lauren Spencer-Smith;19;30;5;32;False
Essence;Wizkid Featuring Justin Bieber & Tems;9;34;30;33;False
Big Energy;Latto;34;39;15;34;False
Kiss Me More;Doja Cat Featuring SZA;3;35;42;35;False
You Right;Doja Cat & The Weeknd;11;33;31;36;False
Woman;Doja Cat;37;46;27;37;False
Dos Oruguitas;Sebastian Yatra;36;36;5;38;False
Sand In My Boots;Morgan Wallen;32;43;29;39;False
Sacrifice;The Weeknd;11;37;4;40;False
Meet Me At Our Spot;THE ANXIETY: WILLOW & Tyler Cole;21;40;21;41;False
If I Didn't Love You;Jason Aldean & Carrie Underwood;15;41;25;42;False
Enemy;Imagine Dragons X JID;43;45;11;43;False
Thinking 'Bout You;Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter;30;44;25;44;False
'Til You Can't;Cody Johnson;45;50;17;45;False
Freedom Was A Highway;Jimmie Allen & Brad Paisley;45;53;17;46;False
One Mississippi;Kane Brown;40;49;19;47;False
To Be Loved By You;Parker McCollum;48;51;10;48;False
Light Switch;Charlie Puth;42;42;2;49;False
Waiting On A Miracle;Stephanie Beatriz;48;48;5;50;False
Rumors;Gucci Mane Featuring Lil Durk;51;0;1;51;True
P Power;Gunna Featuring Drake;24;52;3;52;False
23;Sam Hunt;53;79;6;53;False
