title;artist;peakpos;lastpos;weeks;rank;isnew
Up;Cardi B;1;6;6;1;False
Leave The Door Open;Silk Sonic (Bruno Mars & Anderson .Paak);2;4;2;2;False
Drivers License;Olivia Rodrigo;1;5;10;3;False
What's Next;Drake;1;1;2;4;False
Save Your Tears;The Weeknd & Ariana Grande;4;7;14;5;False
Blinding Lights;The Weeknd;1;8;67;6;False
Levitating;Dua Lipa;5;13;24;7;False
Mood;24kGoldn Featuring iann dior;1;10;32;8;False
34+35;Ariana Grande Feat. Doja Cat & Megan Thee Stallion;2;9;20;9;False
Wants And Needs;Drake Featuring Lil Baby;2;2;2;10;False
Go Crazy;Chris Brown & Young Thug;3;11;45;11;False
What You Know Bout Love;Pop Smoke;9;12;28;12;False
Calling My Phone;Lil Tjay Featuring 6LACK;3;14;5;13;False
Back In Blood;Pooh Shiesty Featuring Lil Durk;13;16;11;14;False
Therefore I Am;Billie Eilish;2;17;19;15;False
Streets;Doja Cat;16;18;10;16;False
Positions;Ariana Grande;1;15;21;17;False
You're Mines Still;Yung Bleu Featuring Drake;18;21;15;18;False
You Broke Me First.;Tate McRae;17;20;30;19;False
Beat Box;SpotemGottem Featuring Pooh Shiesty Or DaBaby;15;25;9;20;False
Best Friend;Saweetie Featuring Doja Cat;21;22;10;21;False
Dakiti;Bad Bunny & Jhay Cortez;5;23;20;22;False
On Me;Lil Baby;23;27;15;23;False
For The Night;Pop Smoke Featuring Lil Baby & DaBaby;6;24;37;24;False
Astronaut In The Ocean;Masked Wolf;25;37;5;25;False
No More Parties;Coi Leray Featuring Lil Durk;26;39;6;26;False
Good Days;SZA;9;19;12;27;False
My Ex's Best Friend;Machine Gun Kelly X blackbear;21;28;31;28;False
What's Your Country Song;Thomas Rhett;29;30;13;29;False
Heartbreak Anniversary;Giveon;30;52;5;30;False
Lemon Pepper Freestyle;Drake Featuring Rick Ross;3;3;2;31;False
Put Your Records On;Ritt Momney;30;35;22;32;False
The Good Ones;Gabby Barrett;32;32;12;33;False
Dynamite;BTS;1;43;30;34;False
Starting Over;Chris Stapleton;25;41;29;35;False
Street Runner;Rod Wave;36;0;1;36;True
Anyone;Justin Bieber;6;38;11;37;False
Just The Way;Parmalee x Blanco Brown;31;31;12;38;False
Willow;Taylor Swift;1;42;14;39;False
