title;artist;peakpos;lastpos;weeks;rank;isnew
Rockstar;DaBaby Featuring Roddy Ricch;1;3;7;1;False
Savage;Megan Thee Stallion;1;2;12;2;False
Blinding Lights;The Weeknd;1;4;27;3;False
Say So;Doja Cat Featuring Nicki Minaj;1;5;22;4;False
Rain On Me;Lady Gaga & Ariana Grande;1;1;2;5;False
Toosie Slide;Drake;1;6;9;6;False
Don't Start Now;Dua Lipa;2;7;31;7;False
Intentions;Justin Bieber Featuring Quavo;8;9;17;8;False
The Box;Roddy Ricch;1;8;26;9;False
Roses;SAINt JHN;10;14;11;10;False
Circles;Post Malone;1;11;40;11;False
Adore You;Harry Styles;6;12;26;12;False
Life Is Good;Future Featuring Drake;2;10;21;13;False
The Bones;Maren Morris;12;13;37;14;False
Blueberry Faygo;Lil Mosey;15;16;17;15;False
Chasin' You;Morgan Wallen;16;18;19;16;False
Stuck With U;Ariana Grande & Justin Bieber;1;15;4;17;False
Falling;Trevor Daniel;18;21;29;18;False
I Hope;Gabby Barrett Featuring Charlie Puth;16;19;23;19;False
Sunday Best;Surfaces;20;24;14;20;False
Whats Poppin;Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne;21;25;17;21;False
The Scotts;THE SCOTTS, Travis Scott & Kid Cudi;1;17;6;22;False
High Fashion;Roddy Ricch Featuring Mustard;20;23;23;23;False
Death Bed;Powfu Featuring beabadoobee;24;26;12;24;False
Does To Me;Luke Combs Featuring Eric Church;20;20;12;25;False
Party Girl;StaySolidRocky;26;27;6;26;False
I Hope You're Happy Now;Carly Pearce & Lee Brice;27;29;22;27;False
Before You Go;Lewis Capaldi;28;30;18;28;False
Break My Heart;Dua Lipa;21;34;10;29;False
Hard To Forget;Sam Hunt;30;37;10;30;False
After A Few;Travis Denning;31;33;10;31;False
Memories;Maroon 5;2;36;37;32;False
Sour Candy;Lady Gaga & BLACKPINK;33;0;1;33;True
My Oh My;Camila Cabello Featuring DaBaby;12;31;26;34;False
Nobody But You;Blake Shelton Duet With Gwen Stefani;18;28;21;35;False
Be Kind;Marshmello & Halsey;29;39;5;36;False
Gooba;6ix9ine;3;22;4;37;False
Everything I Wanted;Billie Eilish;8;35;30;38;False
Heartless;Diplo Presents Thomas Wesley Featuring Morgan Wallen;39;53;19;39;False
Watermelon Sugar;Harry Styles;40;45;11;40;False
Tell Me U Luv Me;Juice WRLD & Trippie Redd;41;0;1;41;True
Stupid Love;Lady Gaga;5;0;10;42;False
Supalonely;BENEE Featuring Gus Dapperton;39;44;12;43;False
