title;artist;peakpos;lastpos;weeks;rank;isnew
Butter;BTS;1;7;9;1;False
Good 4 U;Olivia Rodrigo;1;2;10;2;False
Levitating;Dua Lipa;2;4;42;3;False
Stay;The Kid LAROI & Justin Bieber;3;3;2;4;False
Kiss Me More;Doja Cat Featuring SZA;3;5;15;5;False
Bad Habits;Ed Sheeran;5;6;4;6;False
Permission To Dance;BTS;1;1;2;7;False
Montero (Call Me By Your Name);Lil Nas X;1;8;17;8;False
Deja Vu;Olivia Rodrigo;3;10;16;9;False
Save Your Tears;The Weeknd & Ariana Grande;1;9;32;10;False
Peaches;Justin Bieber Featuring Daniel Caesar & Giveon;1;11;18;11;False
Leave The Door Open;Silk Sonic (Bruno Mars & Anderson .Paak);1;12;20;12;False
Rapstar;Polo G;1;14;15;13;False
Wild Side;Normani Featuring Cardi B;14;0;1;14;True
Fancy Like;Walker Hayes;15;21;5;15;False
Heartbreak Anniversary;Giveon;16;18;23;16;False
Blinding Lights;The Weeknd;1;17;85;17;False
Astronaut In The Ocean;Masked Wolf;6;15;23;18;False
You Right;Doja Cat & The Weeknd;11;19;4;19;False
Without You;The Kid LAROI;8;20;33;20;False
Forever After All;Luke Combs;2;22;39;21;False
Every Chance I Get;DJ Khaled Featuring Lil Baby & Lil Durk;20;23;12;22;False
Motley Crew;Post Malone;13;13;2;23;False
Leave Before You Love Me;Marshmello X Jonas Brothers;24;28;9;24;False
Thot Shit;Megan Thee Stallion;16;25;6;25;False
Lil Bit;Nelly & Florida Georgia Line;23;29;18;26;False
Single Saturday Night;Cole Swindell;26;27;12;27;False
Famous Friends;Chris Young + Kane Brown;21;24;17;28;False
Beautiful Mistakes;Maroon 5 Featuring Megan Thee Stallion;13;26;20;29;False
Whole Lotta Money;BIA Featuring Nicki Minaj;16;16;2;30;False
Ain't Shit;Doja Cat;24;34;4;31;False
Heat Waves;Glass Animals;19;35;27;32;False
Late At Night;Roddy Ricch;20;33;7;33;False
Glad You Exist;Dan + Shay;31;31;24;34;False
Beggin';Maneskin;35;41;4;35;False
Blame It On You;Jason Aldean;30;30;13;36;False
Drinkin' Beer. Talkin' God. Amen.;Chase Rice Featuring Florida Georgia Line;37;40;8;37;False
Telepatia;Kali Uchis;25;36;22;38;False
Traitor;Olivia Rodrigo;9;45;9;39;False
Best Friend;Saweetie Featuring Doja Cat;14;32;28;40;False
Mood;24kGoldn Featuring iann dior;1;43;50;41;False
My Ex's Best Friend;Machine Gun Kelly X blackbear;20;44;49;42;False
Drivers License;Olivia Rodrigo;1;42;28;43;False
Yonaguni;Bad Bunny;10;38;7;44;False
Todo de Ti;Rauw Alejandro;32;47;8;45;False
Need To Know;Doja Cat;38;63;6;46;False
Wants And Needs;Drake Featuring Lil Baby;2;37;20;47;False
Wockesha;Moneybagg Yo;33;46;13;48;False
Tell The Vision;Pop Smoke Featuring Kanye West & Pusha T;49;0;1;49;True
Holy Smokes;Trippie Redd Featuring Lil Uzi Vert;50;0;1;50;True
