title;artist;peakpos;lastpos;weeks;rank;isnew
Easy On Me;Adele;1;1;5;1;False
Stay;The Kid LAROI & Justin Bieber;1;2;18;2;False
Industry Baby;Lil Nas X & Jack Harlow;1;3;16;3;False
Bad Habits;Ed Sheeran;2;4;20;4;False
Shivers;Ed Sheeran;5;6;9;5;False
One Right Now;Post Malone & The Weeknd;6;0;1;6;True
Fancy Like;Walker Hayes;3;5;21;7;False
Smokin Out The Window;Silk Sonic (Bruno Mars & Anderson .Paak);8;0;1;8;True
Need To Know;Doja Cat;8;8;22;9;False
Heat Waves;Glass Animals;10;10;43;10;False
Escape Plan;Travis Scott;11;0;1;11;True
Way 2 Sexy;Drake Featuring Future & Young Thug;1;7;10;12;False
No Love;Summer Walker & SZA;13;0;1;13;True
Cold Heart (PNAU Remix);Elton John & Dua Lipa;14;14;10;14;False
Good 4 U;Olivia Rodrigo;1;9;26;15;False
Essence;Wizkid Featuring Justin Bieber & Tems;9;12;19;16;False
Beggin';Maneskin;13;13;20;17;False
Levitating;Dua Lipa;2;11;58;18;False
You Right;Doja Cat & The Weeknd;11;16;20;19;False
Kiss Me More;Doja Cat Featuring SZA;3;15;31;20;False
If I Didn't Love You;Jason Aldean & Carrie Underwood;15;18;16;21;False
Save Your Tears;The Weeknd & Ariana Grande;1;17;48;22;False
Knife Talk;Drake Featuring 21 Savage & Project Pat;4;22;10;23;False
Chasing After You;Ryan Hurd With Maren Morris;23;25;28;24;False
Bitter;Summer Walker & Cardi B;25;0;1;25;True
Mafia;Travis Scott;26;0;1;26;True
Meet Me At Our Spot;THE ANXIETY: WILLOW & Tyler Cole;21;21;9;27;False
Girls Want Girls;Drake Featuring Lil Baby;2;26;10;28;False
Better Days;NEIKED X Mae Muller X Polo G;29;29;4;29;False
Buy Dirt;Jordan Davis Featuring Luke Bryan;30;31;14;30;False
Happier Than Ever;Billie Eilish;11;28;15;31;False
Love Nwantiti (Ah Ah Ah);CKay;31;33;8;32;False
Ex For A Reason;Summer Walker & JT;33;0;2;33;False
Traitor;Olivia Rodrigo;9;20;25;34;False
Who Want Smoke??;Nardo Wick Featuring G Herbo, Lil Durk & 21 Savage;17;24;5;35;False
Ghost;Justin Bieber;32;35;7;36;False
Pepas;Farruko;25;30;16;37;False
Thats What I Want;Lil Nas X;10;32;8;38;False
Cold As You;Luke Combs;34;34;15;39;False
Thinking 'Bout You;Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter;36;36;13;40;False
Throw It Away;Summer Walker;41;0;1;41;True
Montero (Call Me By Your Name);Lil Nas X;1;27;33;42;False
My Universe;Coldplay x BTS;1;23;7;43;False
