title;artist;peakpos;lastpos;weeks;rank;isnew
WAP;Cardi B Featuring Megan Thee Stallion;1;1;2;1;False
Laugh Now Cry Later;Drake Featuring Lil Durk;2;0;1;2;True
Rockstar;DaBaby Featuring Roddy Ricch;1;2;18;3;False
Blinding Lights;The Weeknd;1;3;38;4;False
Whats Poppin;Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne;2;4;28;5;False
7 Summers;Morgan Wallen;6;0;1;6;True
Watermelon Sugar;Harry Styles;1;5;22;7;False
Roses;SAINt JHN;4;6;22;8;False
Savage Love (Laxed - Siren Beat);Jawsh 685 x Jason Derulo;7;7;10;9;False
I Hope;Gabby Barrett Featuring Charlie Puth;10;11;34;10;False
Go Crazy;Chris Brown & Young Thug;9;9;15;11;False
Before You Go;Lewis Capaldi;10;10;29;12;False
Break My Heart;Dua Lipa;13;13;21;13;False
Midnight Sky;Miley Cyrus;14;0;1;14;True
Adore You;Harry Styles;6;14;37;15;False
Circles;Post Malone;1;15;51;16;False
For The Night;Pop Smoke Featuring Lil Baby & DaBaby;6;20;7;17;False
Come & Go;Juice WRLD x Marshmello;2;18;6;18;False
Mood Swings;Pop Smoke Featuring Lil Tjay;17;17;7;19;False
Savage;Megan Thee Stallion;1;16;23;20;False
Popstar;DJ Khaled Featuring Drake;3;23;5;21;False
Rags2Riches;Rod Wave Featuring ATR Son Son;12;12;8;22;False
Death Bed;Powfu Featuring beabadoobee;23;25;23;23;False
Blueberry Faygo;Lil Mosey;8;19;28;24;False
Die From A Broken Heart;Maddie & Tae;22;22;19;25;False
Mood;24kGoldn Featuring iann dior;26;84;2;26;False
Don't Start Now;Dua Lipa;2;26;42;27;False
The Woo;Pop Smoke Featuring 50 Cent & Roddy Ricch;11;29;7;28;False
The Bones;Maren Morris;12;28;48;29;False
One Margarita;Luke Bryan;19;21;16;30;False
Life Is Good;Future Featuring Drake;2;30;32;31;False
Wishing Well;Juice WRLD;5;27;6;32;False
Cardigan;Taylor Swift;1;24;4;33;False
Be Like That;Kane Brown With Swae Lee & Khalid;34;37;6;34;False
Smile;Juice WRLD & The Weeknd;8;8;2;35;False
Chasin' You;Morgan Wallen;16;38;30;36;False
Intentions;Justin Bieber Featuring Quavo;5;31;28;37;False
We Paid;Lil Baby & 42 Dugg;10;32;16;38;False
Cool Again;Kane Brown;39;40;12;39;False
Party Girl;StaySolidRocky;21;34;17;40;False
Tap In;Saweetie;41;44;6;41;False
Girls In The Hood;Megan Thee Stallion;28;35;8;42;False
Say So;Doja Cat Featuring Nicki Minaj;1;33;33;43;False
Rain On Me;Lady Gaga & Ariana Grande;1;36;13;44;False
Emotionally Scarred;Lil Baby;31;45;25;45;False
Got What I Got;Jason Aldean;46;47;12;46;False
The Box;Roddy Ricch;1;42;37;47;False
If The World Was Ending;JP Saxe Featuring Julia Michaels;48;48;21;48;False
Nobody's Love;Maroon 5;41;41;4;49;False
