title;artist;peakpos;lastpos;weeks;rank;isnew
Butter;BTS;1;1;5;1;False
Good 4 U;Olivia Rodrigo;1;2;6;2;False
Levitating;Dua Lipa;2;3;38;3;False
Kiss Me More;Doja Cat Featuring SZA;4;4;11;4;False
Peaches;Justin Bieber Featuring Daniel Caesar & Giveon;1;5;14;5;False
Leave The Door Open;Silk Sonic (Bruno Mars & Anderson .Paak);1;6;16;6;False
Save Your Tears;The Weeknd & Ariana Grande;1;7;28;7;False
Montero (Call Me By Your Name);Lil Nas X;1;9;13;8;False
Deja Vu;Olivia Rodrigo;3;10;12;9;False
Astronaut In The Ocean;Masked Wolf;6;8;19;10;False
Rapstar;Polo G;1;11;11;11;False
Forever After All;Luke Combs;2;12;35;12;False
Beautiful Mistakes;Maroon 5 Featuring Megan Thee Stallion;13;14;16;13;False
Without You;The Kid LAROI;8;13;29;14;False
Blinding Lights;The Weeknd;1;17;81;15;False
Heartbreak Anniversary;Giveon;16;22;19;16;False
Thot Shit;Megan Thee Stallion;16;16;2;17;False
Best Friend;Saweetie Featuring Doja Cat;14;20;24;18;False
Heat Waves;Glass Animals;19;21;23;19;False
Wants And Needs;Drake Featuring Lil Baby;2;24;16;20;False
Famous Friends;Chris Young + Kane Brown;21;28;13;21;False
Yonaguni;Bad Bunny;10;18;3;22;False
Drivers License;Olivia Rodrigo;1;19;24;23;False
Lil Bit;Nelly & Florida Georgia Line;24;37;14;24;False
Telepatia;Kali Uchis;25;30;18;25;False
Gone;Dierks Bentley;26;32;15;26;False
pov;Ariana Grande;27;33;16;27;False
Traitor;Olivia Rodrigo;9;25;5;28;False
Mood;24kGoldn Featuring iann dior;1;31;46;29;False
Every Chance I Get;DJ Khaled Featuring Lil Baby & Lil Durk;20;34;8;30;False
Calling My Phone;Lil Tjay Featuring 6LACK;3;29;19;31;False
Late At Night;Roddy Ricch;20;35;3;32;False
My Ex's Best Friend;Machine Gun Kelly X blackbear;20;36;45;33;False
Blame It On You;Jason Aldean;34;44;9;34;False
Wockesha;Moneybagg Yo;33;39;9;35;False
Todo de Ti;Rauw Alejandro;36;45;4;36;False
Leave Before You Love Me;Marshmello X Jonas Brothers;37;58;5;37;False
What You Know Bout Love;Pop Smoke;9;41;42;38;False
Ball If I Want To;DaBaby;39;0;1;39;True
Time Today;Moneybagg Yo;31;47;20;40;False
Settling Down;Miranda Lambert;41;50;15;41;False
Happier;Olivia Rodrigo;15;40;5;42;False
Almost Maybes;Jordan Davis;43;54;22;43;False
Up;Cardi B;1;42;20;44;False
Straightenin;Migos;23;23;6;45;False
Beat Box;SpotemGottem Featuring Pooh Shiesty Or DaBaby;12;46;23;46;False
Favorite Crime;Olivia Rodrigo;16;43;5;47;False
Glad You Exist;Dan + Shay;48;57;20;48;False
Having Our Way;Migos Featuring Drake;15;15;2;49;False
Single Saturday Night;Cole Swindell;50;60;8;50;False
Fancy Like;Walker Hayes;51;0;1;51;True
my.life;J. Cole, 21 Savage & Morray;2;56;6;52;False
Track Star;Mooski;31;51;18;53;False
Brutal;Olivia Rodrigo;12;52;5;54;False
Hats Off;Lil Baby, Lil Durk & Travis Scott;16;49;3;55;False
Ski;Young Thug & Gunna;18;66;10;56;False
Build A Bitch;Bella Poarch;56;67;6;57;False
Things A Man Oughta Know;Lainey Wilson;58;81;6;58;False
Way Less Sad;AJR;59;68;9;59;False
Breaking Up Was Easy In The 90's;Sam Hunt;32;62;17;60;False
