title;artist;peakpos;lastpos;weeks;rank;isnew
Blinding Lights;The Weeknd;1;2;17;1;False
The Box;Roddy Ricch;1;1;16;2;False
Don't Start Now;Dua Lipa;2;3;21;3;False
Heartless;The Weeknd;1;16;18;4;False
Circles;Post Malone;1;5;30;5;False
Life Is Good;Future Featuring Drake;2;4;11;6;False
Adore You;Harry Styles;7;7;16;7;False
Intentions;Justin Bieber Featuring Quavo;8;8;7;8;False
Say So;Doja Cat Featuring Nicki Minaj;9;14;12;9;False
Roxanne;Arizona Zervas;4;6;21;10;False
Someone You Loved;Lewis Capaldi;1;9;46;11;False
Everything I Wanted;Billie Eilish;8;10;20;12;False
Hot Girl Bummer;blackbear;11;11;28;13;False
Memories;Maroon 5;2;12;27;14;False
Dance Monkey;Tones And I;4;15;25;15;False
In Your Eyes;The Weeknd;16;0;1;16;True
The Bones;Maren Morris;17;17;27;17;False
My Oh My;Camila Cabello Featuring DaBaby;18;18;16;18;False
10,000 Hours;Dan + Shay & Justin Bieber;4;22;25;19;False
Savage;Megan Thee Stallion;20;98;2;20;False
Alone Again;The Weeknd;21;0;1;21;True
After Hours;The Weeknd;20;0;5;22;False
Ballin';Mustard & Roddy Ricch;11;21;36;23;False
Scared To Live;The Weeknd;24;0;1;24;True
Hardest To Love;The Weeknd;25;0;1;25;True
RITMO (Bad Boys For Life);Black Eyed Peas X J Balvin;26;30;18;26;False
Stupid Love;Lady Gaga;5;25;4;27;False
Too Late;The Weeknd;28;0;1;28;True
Falling;Trevor Daniel;25;29;19;29;False
I Hope;Gabby Barrett Featuring Charlie Puth;30;36;13;30;False
BOP;DaBaby;11;24;26;31;False
Snowchild;The Weeknd;32;0;1;32;True
You Should Be Sad;Halsey;26;34;11;33;False
No Guidance;Chris Brown Featuring Drake;5;32;42;34;False
Suicidal;YNW Melly & Juice WRLD;20;20;17;35;False
High Fashion;Roddy Ricch Featuring Mustard;20;33;13;36;False
Blueberry Faygo;Lil Mosey;37;38;7;37;False
Godzilla;Eminem Featuring Juice WRLD;3;23;10;38;False
Escape From LA;The Weeknd;39;0;1;39;True
