title;artist;peakpos;lastpos;weeks;rank;isnew
As It Was;Harry Styles;1;1;15;1;False
About Damn Time;Lizzo;2;2;13;2;False
First Class;Jack Harlow;1;3;14;3;False
Running Up That Hill (A Deal With God);Kate Bush;4;4;27;4;False
Wait For U;Future Featuring Drake & Tems;1;5;11;5;False
Me Porto Bonito;Bad Bunny & Chencho Corleone;6;7;10;6;False
Heat Waves;Glass Animals;1;8;78;7;False
Jimmy Cooks;Drake Featuring 21 Savage;1;6;4;8;False
Break My Soul;Beyonce;7;9;4;9;False
Big Energy;Latto;3;10;38;10;False
Late Night Talking;Harry Styles;4;15;8;11;False
Wasted On You;Morgan Wallen;9;12;35;12;False
Titi Me Pregunto;Bad Bunny;5;11;10;13;False
I Like You (A Happier Song);Post Malone Featuring Doja Cat;9;17;6;14;False
Stay;The Kid LAROI & Justin Bieber;1;16;53;15;False
Glimpse Of Us;Joji;8;14;5;16;False
Sunroof;Nicky Youre & dazy;17;20;7;17;False
Numb Little Bug;Em Beihold;18;18;24;18;False
The Kind Of Love We Make;Luke Combs;13;19;4;19;False
Get Into It (Yuh);Doja Cat;20;21;32;20;False
Ghost;Justin Bieber;5;22;42;21;False
You Proof;Morgan Wallen;6;28;9;22;False
Boyfriend;Dove Cameron;16;23;22;23;False
Bad Habits;Ed Sheeran;2;25;55;24;False
She Had Me At Heads Carolina;Cole Swindell;25;33;7;25;False
Like I Love Country Music;Kane Brown;26;27;8;26;False
Moscow Mule;Bad Bunny;4;26;10;27;False
Sticky;Drake;6;24;4;28;False
Cold Heart (PNAU Remix);Elton John & Dua Lipa;7;29;45;29;False
Something In The Orange;Zach Bryan;30;37;12;30;False
I Ain't Worried;OneRepublic;31;44;5;31;False
Vegas;Doja Cat;31;31;6;32;False
Shivers;Ed Sheeran;4;34;44;33;False
Hot Shit;Cardi B, Ye & Lil Durk;13;13;2;34;False
Master Of Puppets;Metallica;35;40;2;35;False
Enemy;Imagine Dragons X JID;5;30;34;36;False
Fall In Love;Bailey Zimmerman;37;43;11;37;False
Damn Strait;Scotty McCreery;38;38;15;38;False
Provenza;Karol G;25;36;12;39;False
Woman;Doja Cat;7;32;50;40;False
Super Gremlin;Kodak Black;3;35;36;41;False
All Mine;Brent Faiyaz;42;0;1;42;True
In A Minute;Lil Baby;14;45;14;43;False
Thats What I Want;Lil Nas X;8;41;43;44;False
Take My Name;Parmalee;22;39;15;45;False
Thousand Miles;The Kid LAROI;15;49;12;46;False
Efecto;Bad Bunny;34;42;10;47;False
2step;Ed Sheeran Featuring Lil Baby;48;48;12;48;False
Rock And A Hard Place;Bailey Zimmerman;24;54;5;49;False
Bad Habit;Steve Lacy;50;100;2;50;False
Left And Right;Charlie Puth Featuring Jung Kook;22;47;3;51;False
Loose Change;Brent Faiyaz;52;0;1;52;True
What Happened To Virgil;Lil Durk Featuring Gunna;22;53;18;53;False
Sweetest Pie;Megan Thee Stallion & Dua Lipa;15;46;18;54;False
Sleazy Flow;SleazyWorld Go Featuring Lil Baby;47;55;7;55;False
Despues de La Playa;Bad Bunny;6;50;10;56;False
5 Foot 9;Tyler Hubbard;57;61;5;57;False
Trouble With A Heartbreak;Jason Aldean;32;51;17;58;False
Party;Bad Bunny & Rauw Alejandro;14;52;10;59;False
