Source;Target;Label;Weight
love;time;love-time;197
love;day;love-day;202
love;long;love-long;151
love;baby;love-baby;151
love;keep;love-keep;133
love;hand;love-hand;131
love;please;love-please;107
love;use;love-use;94
love;part;love-part;98
love;open;love-open;73
love;pretty;love-pretty;74
love;heart;love-heart;252
love;night;love-night;172
love;thing;love-thing;172
love;try;love-try;116
love;face;love-face;109
love;smile;love-smile;85
love;sing;love-sing;76
love;many;love-many;87
love;tear;love-tear;88
love;inside;love-inside;69
love;lead;love-lead;65
love;hide;love-hide;53
love;certain;love-certain;51
love;want;love-want;209
love;could;love-could;180
love;life;love-life;161
love;away;love-away;153
love;feel;love-feel;160
love;hold;love-hold;159
love;need;love-need;152
love;dream;love-dream;135
love;blue;love-blue;101
love;arm;love-arm;106
love;mine;love-mine;104
love;die;love-die;110
love;lip;love-lip;93
love;tight;love-tight;72
love;little;love-little;170
love;give;love-give;186
love;right;love-right;166
love;girl;love-girl;151
love;kiss;love-kiss;161
love;would;love-would;143
love;walk;love-walk;133
love;around;love-around;109
love;live;love-live;129
love;start;love-start;110
love;miss;love-miss;90
love;pick;love-pick;59
love;chance;love-chance;61
love;finger;love-finger;51
love;every;love-every;152
love;call;love-call;146
love;true;love-true;170
love;even;love-even;112
love;really;love-really;109
love;star;love-star;98
love;though;love-though;96
love;believe;love-believe;92
love;ring;love-ring;76
love;morning;love-morning;76
love;music;love-music;70
love;wear;love-wear;66
love;beautiful;love-beautiful;62
love;cross;love-cross;55
love;never;love-never;219
love;man;love-man;149
love;leave;love-leave;165
love;break;love-break;120
love;boy;love-boy;105
love;big;love-big;107
love;word;love-word;110
love;talk;love-talk;103
love;another;love-another;102
love;dear;love-dear;75
love;half;love-half;67
love;strong;love-strong;67
love;doubt;love-doubt;54
love;find;love-find;155
love;hear;love-hear;140
love;ever;love-ever;119
love;alone;love-alone;110
love;sweet;love-sweet;108
love;song;love-song;82
love;sit;love-sit;83
love;fly;love-fly;80
love;wrong;love-wrong;78
love;next;love-next;81
love;dog;love-dog;61
love;hey;love-hey;56
love;honey;love-honey;50
love;reach;love-reach;53
love;new;love-new;116
love;cry;love-cry;110
love;yes;love-yes;106
love;pray;love-pray;63
love;eye;love-eye;154
love;lose;love-lose;103
love;since;love-since;92
love;lonely;love-lonely;55
love;wait;love-wait;113
love;wo;love-wo;105
love;care;love-care;101
love;wish;love-wish;86
love;late;love-late;74
love;bear;love-bear;73
love;kid;love-kid;57
love;win;love-win;55
love;way;love-way;192
love;look;love-look;157
love;back;love-back;162
love;think;love-think;170
love;good;love-good;172
love;old;love-old;129
love;still;love-still;134
love;always;love-always;134
love;two;love-two;112
love;run;love-run;101
love;much;love-much;127
love;head;love-head;115
love;put;love-put;108
love;play;love-play;113
love;light;love-light;116
love;world;love-world;122
love;stop;love-stop;105
love;home;love-home;105
love;last;love-last;109
love;stand;love-stand;113
love;turn;love-turn;110
love;seem;love-seem;94
love;cause;love-cause;106
love;us;love-us;103
love;name;love-name;107
love;meet;love-meet;105
love;bring;love-bring;101
love;first;love-first;107
love;high;love-high;104
love;show;love-show;102
love;people;love-people;98
love;mind;love-mind;100
love;bad;love-bad;101
love;must;love-must;107
love;real;love-real;97
love;mean;love-mean;101
love;young;love-young;98
love;year;love-year;97
love;best;love-best;88
love;end;love-end;99
love;ask;love-ask;102
love;place;love-place;98
love;watch;love-watch;89
love;lie;love-lie;93
love;rock;love-rock;78
love;great;love-great;96
love;friend;love-friend;90
love;change;love-change;91
love;black;love-black;85
love;without;love-without;91
love;three;love-three;86
love;may;love-may;86
love;hard;love-hard;86
love;white;love-white;84
love;money;love-money;82
love;god;love-god;85
love;something;love-something;85
love;side;love-side;89
love;hope;love-hope;93
love;foot;love-foot;74
love;nothing;love-nothing;86
love;remember;love-remember;89
love;work;love-work;80
love;dead;love-dead;81
love;whole;love-whole;88
love;roll;love-roll;71
love;soul;love-soul;87
love;full;love-full;82
love;everybody;love-everybody;73
love;set;love-set;83
love;together;love-together;82
love;speak;love-speak;79
love;close;love-close;82
love;sure;love-sure;76
love;happy;love-happy;82
love;grow;love-grow;81
love;sun;love-sun;66
love;street;love-street;73
love;saw;love-saw;76
love;far;love-far;76
love;door;love-door;73
love;dance;love-dance;63
love;forget;love-forget;77
love;enough;love-enough;79
love;help;love-help;81
love;line;love-line;73
love;woman;love-woman;76
love;throw;love-throw;72
love;listen;love-listen;71
love;king;love-king;68
love;free;love-free;83
love;begin;love-begin;70
love;till;love-till;69
love;move;love-move;71
love;house;love-house;73
love;heaven;love-heaven;73
love;fire;love-fire;76
love;catch;love-catch;71
love;along;love-along;73
love;touch;love-touch;78
love;hit;love-hit;70
love;fine;love-fine;70
love;sound;love-sound;67
love;sky;love-sky;66
love;game;love-game;72
love;step;love-step;69
love;lay;love-lay;65
love;kind;love-kind;73
love;hour;love-hour;76
love;soon;love-soon;68
love;send;love-send;67
love;low;love-low;70
love;sleep;love-sleep;64
love;drive;love-drive;66
love;rest;love-rest;69
love;child;love-child;71
love;brother;love-brother;71
love;rise;love-rise;65
love;nobody;love-nobody;65
love;learn;love-learn;68
love;hot;love-hot;70
love;fill;love-fill;67
love;air;love-air;72
love;son;love-son;64
love;someone;love-someone;70
love;red;love-red;63
love;pay;love-pay;67
love;men;love-men;70
love;hundred;love-hundred;56
love;drop;love-drop;64
love;body;love-body;68
love;round;love-round;63
love;pass;love-pass;60
love;lot;love-lot;64
love;kill;love-kill;70
love;happen;love-happen;62
love;ready;love-ready;62
love;darling;love-darling;70
love;burn;love-burn;70
love;ah;love-ah;59
love;write;love-write;64
love;green;love-green;62
love;four;love-four;61
love;fool;love-fool;66
love;death;love-death;68
love;cut;love-cut;65
love;top;love-top;62
love;hair;love-hair;60
love;fast;love-fast;63
love;blow;love-blow;62
love;behind;love-behind;64
love;yet;love-yet;67
love;tonight;love-tonight;57
love;pull;love-pull;62
love;point;love-point;64
love;pain;love-pain;66
love;matter;love-matter;67
love;become;love-become;66
love;room;love-room;60
love;bitch;love-bitch;60
love;tree;love-tree;55
love;story;love-story;60
love;near;love-near;59
love;mother;love-mother;64
love;father;love-father;58
love;dark;love-dark;65
love;bright;love-bright;64
love;answer;love-answer;66
love;ground;love-ground;56
love;city;love-city;61
love;wonder;love-wonder;65
love;voice;love-voice;59
love;upon;love-upon;61
love;rain;love-rain;57
love;land;love-land;63
love;fight;love-fight;57
love;car;love-car;55
love;buy;love-buy;56
love;act;love-act;66
love;stick;love-stick;56
love;poor;love-poor;55
love;lord;love-lord;61
love;hop;love-hop;59
love;felt;love-felt;57
love;drink;love-drink;55
love;return;love-return;61
love;power;love-power;64
love;past;love-past;58
love;five;love-five;60
love;fell;love-fell;60
love;feeling;love-feeling;62
love;different;love-different;62
love;water;love-water;55
love;today;love-today;58
love;moment;love-moment;61
love;follow;love-follow;56
love;fear;love-fear;61
love;eat;love-eat;59
love;read;love-read;55
love;lady;love-lady;53
love;promise;love-promise;59
love;hell;love-hell;54
love;gun;love-gun;52
love;anything;love-anything;61
love;thought;love-thought;61
love;earth;love-earth;56
love;book;love-book;61
love;wake;love-wake;54
love;straight;love-straight;59
love;small;love-small;57
love;number;love-number;57
love;shoot;love-shoot;53
love;carry;love-carry;56
love;already;love-already;57
love;wind;love-wind;52
love;sea;love-sea;53
love;save;love-save;56
love;ride;love-ride;54
love;laugh;love-laugh;55
love;wild;love-wild;61
love;minute;love-minute;56
love;hate;love-hate;57
love;count;love-count;51
love;cool;love-cool;53
love;shall;love-shall;53
love;rather;love-rather;52
love;mouth;love-mouth;55
love;hat;love-hat;52
love;hang;love-hang;53
love;gold;love-gold;55
love;ear;love-ear;55
love;wife;love-wife;54
love;sign;love-sign;58
love;family;love-family;56
love;truth;love-truth;52
love;thousand;love-thousand;51
love;second;love-second;55
love;fact;love-fact;56
love;course;love-course;53
love;case;love-case;58
love;bed;love-bed;53
love;war;love-war;53
love;state;love-state;50
love;living;love-living;52
love;force;love-force;53
love;easy;love-easy;52
love;blood;love-blood;52
love;maybe;love-maybe;52
love;less;love-less;53
love;clear;love-clear;51
love;build;love-build;50
love;soft;love-soft;55
love;figure;love-figure;53
love;whatever;love-whatever;53
love;road;love-road;50
love;plan;love-plan;53
love;mountain;love-mountain;50
love;window;love-window;51
love;teach;love-teach;52
love;picture;love-picture;50
love;lover;love-lover;51
love;least;love-least;52
love;style;love-style;50
love;question;love-question;50
love;mark;love-mark;51
love;future;love-future;52
love;business;love-business;50
love;trust;love-trust;53
love;spend;love-spend;50
love;country;love-country;50
love;person;love-person;51
love;paper;love-paper;51
love;art;love-art;51
love;whose;love-whose;50
love;fall;love-fall;94
love;sometimes;love-sometimes;51
love;else;love-else;76
love;stay;love-stay;94
love;guess;love-guess;56
love;ball;love-ball;57
love;mad;love-mad;58
love;beat;love-beat;86
love;deep;love-deep;75
love;reason;love-reason;67
love;understand;love-understand;66
love;smoke;love-smoke;53
love;share;love-share;54
love;suppose;love-suppose;51
love;sense;love-sense;50
love;ta;love-ta;59
love;fuck;love-fuck;63
love;shit;love-shit;64
love;hurt;love-hurt;59
love;town;love-town;68
love;everything;love-everything;85
love;school;love-school;65
love;cold;love-cold;67
love;front;love-front;53
love;deal;love-deal;53
heart;night;heart-night;117
heart;thing;heart-thing;101
heart;try;heart-try;83
heart;face;heart-face;84
heart;smile;heart-smile;69
heart;sing;heart-sing;56
heart;many;heart-many;75
heart;tear;heart-tear;83
heart;inside;heart-inside;58
heart;lead;heart-lead;50
heart;little;heart-little;115
heart;give;heart-give;120
heart;right;heart-right;107
heart;girl;heart-girl;96
heart;baby;heart-baby;75
heart;kiss;heart-kiss;97
heart;would;heart-would;106
heart;keep;heart-keep;94
heart;walk;heart-walk;86
heart;dream;heart-dream;93
heart;around;heart-around;76
heart;live;heart-live;90
heart;start;heart-start;82
heart;miss;heart-miss;70
heart;mine;heart-mine;82
heart;chance;heart-chance;53
heart;want;heart-want;121
heart;every;heart-every;107
heart;call;heart-call;101
heart;feel;heart-feel;94
heart;true;heart-true;117
heart;even;heart-even;77
heart;really;heart-really;71
heart;use;heart-use;69
heart;star;heart-star;71
heart;though;heart-though;71
heart;part;heart-part;81
heart;believe;heart-believe;74
heart;ring;heart-ring;63
heart;morning;heart-morning;60
heart;music;heart-music;53
heart;wear;heart-wear;52
heart;cross;heart-cross;50
heart;day;heart-day;134
heart;hear;heart-hear;93
