Id;Label;Name;Size
love;love;love;2549
time;time;time;2015
never;never;never;1593
want;want;want;1560
feel;feel;feel;1524
way;way;way;1475
heart;heart;heart;1453
baby;baby;baby;1438
night;night;night;1410
think;think;think;1344
right;right;right;1343
need;need;need;1303
look;look;look;1289
could;could;could;1243
give;give;give;1196
away;away;away;1162
day;day;day;1153
good;good;good;1133
thing;thing;thing;1118
find;find;find;1106
eye;eye;eye;1094
life;life;life;1058
back;back;back;1052
keep;keep;keep;1027
girl;girl;girl;1005
leave;leave;leave;975
try;try;try;964
hold;hold;hold;946
long;long;long;898
around;around;around;893
turn;turn;turn;872
world;world;world;859
hear;hear;hear;857
mind;mind;mind;846
dream;dream;dream;842
every;every;every;839
would;would;would;837
wo;wo;wo;813
man;man;man;801
much;much;much;795
still;still;still;792
always;always;always;788
lose;lose;lose;766
ever;ever;ever;762
little;little;little;751
call;call;call;741
live;live;live;724
run;run;run;713
hand;hand;hand;707
walk;walk;walk;706
wait;wait;wait;687
light;light;light;683
something;something;something;679
play;play;play;670
really;really;really;661
hard;hard;hard;661
alone;alone;alone;653
nothing;nothing;nothing;647
stand;stand;stand;643
stay;stay;stay;639
believe;believe;believe;633
start;start;start;629
face;face;face;624
fall;fall;fall;620
break;break;break;615
show;show;show;604
seem;seem;seem;604
us;us;us;599
talk;talk;talk;594
change;change;change;587
home;home;home;585
place;place;place;571
inside;inside;inside;570
stop;stop;stop;569
put;put;put;567
last;last;last;565
mean;mean;mean;558
new;new;new;557
another;another;another;554
use;use;use;546
friend;friend;friend;546
tonight;tonight;tonight;541
hey;hey;hey;537
true;true;true;535
move;move;move;529
word;word;word;526
even;even;even;519
someone;someone;someone;518
head;head;head;513
together;together;together;511
cry;cry;cry;510
touch;touch;touch;508
end;end;end;506
boy;boy;boy;502
people;people;people;493
two;two;two;492
care;care;care;489
real;real;real;488
close;close;close;487
wrong;wrong;wrong;486
everything;everything;everything;484
old;old;old;481
lie;lie;lie;477
feeling;feeling;feeling;465
dance;dance;dance;465
without;without;without;464
door;door;door;462
fire;fire;fire;459
mine;mine;mine;457
cause;cause;cause;454
name;name;name;447
must;must;must;442
please;please;please;439
street;street;street;437
far;far;far;437
