Source;Target;Label;Weight
love;glass;love-glass;54
love;jean;love-jean;88
love;question;love-question;65
love;single;love-single;67
love;pride;love-pride;53
love;bar;love-bar;104
love;fun;love-fun;80
love;small;love-small;55
love;laugh;love-laugh;110
love;ohh;love-ohh;53
love;radio;love-radio;55
love;peace;love-peace;55
love;rise;love-rise;72
love;sound;love-sound;160
love;whoa;love-whoa;133
love;sex;love-sex;98
love;cat;love-cat;50
love;explain;love-explain;52
love;learn;love-learn;98
love;treat;love-treat;102
love;anymore;love-anymore;53
love;dress;love-dress;82
love;sick;love-sick;80
love;mess;love-mess;78
love;boo;love-boo;57
love;moon;love-moon;64
love;somethin;love-somethin;110
love;woo;love-woo;89
love;ha;love-ha;86
love;round;love-round;81
love;whip;love-whip;59
love;bank;love-bank;56
love;blame;love-blame;57
love;bottom;love-bottom;59
love;finally;love-finally;84
love;family;love-family;73
love;park;love-park;53
love;ready;love-ready;147
love;water;love-water;78
love;somewhere;love-somewhere;70
love;voice;love-voice;69
love;honey;love-honey;81
love;dirty;love-dirty;71
love;finger;love-finger;60
love;fresh;love-fresh;66
love;mother;love-mother;72
love;later;love-later;62
love;job;love-job;56
love;thick;love-thick;58
love;near;love-near;58
love;cool;love-cool;134
love;tryna;love-tryna;136
love;wheel;love-wheel;62
love;hip;love-hip;62
love;chill;love-chill;59
love;scar;love-scar;81
love;favorite;love-favorite;52
love;safe;love-safe;50
love;broken;love-broken;58
love;takin;love-takin;50
love;bottle;love-bottle;93
love;style;love-style;69
love;grind;love-grind;62
love;different;love-different;79
love;kinda;love-kinda;76
love;movie;love-movie;50
love;sexy;love-sexy;99
love;control;love-control;82
love;drug;love-drug;50
love;color;love-color;54
love;cuz;love-cuz;55
love;everyone;love-everyone;62
love;waitin;love-waitin;52
time;baby;time-baby;758
time;feel;time-feel;704
time;look;time-look;662
time;keep;time-keep;599
time;day;time-day;582
time;night;time-night;460
time;every;time-every;562
time;around;time-around;469
time;heart;time-heart;414
time;ever;time-ever;336
time;much;time-much;312
time;move;time-move;306
time;mean;time-mean;302
time;something;time-something;276
time;crazy;time-crazy;217
time;drive;time-drive;147
time;sleep;time-sleep;146
time;alright;time-alright;147
time;anything;time-anything;147
time;deep;time-deep;143
time;blue;time-blue;115
time;feeling;time-feeling;119
time;felt;time-felt;110
time;easy;time-easy;92
time;jump;time-jump;80
time;ground;time-ground;73
time;waste;time-waste;105
time;spin;time-spin;60
time;want;time-want;729
time;right;time-right;744
time;think;time-think;724
time;girl;time-girl;655
time;give;time-give;615
time;call;time-call;458
time;would;time-would;466
time;hold;time-hold;396
time;turn;time-turn;393
time;ta;time-ta;405
time;wo;time-wo;369
time;talk;time-talk;338
time;break;time-break;331
time;ya;time-ya;311
time;face;time-face;275
time;name;time-name;285
time;hit;time-hit;305
time;two;time-two;289
time;work;time-work;269
time;stand;time-stand;240
time;first;time-first;292
time;place;time-place;237
time;lie;time-lie;220
time;hot;time-hot;210
time;side;time-side;214
time;damn;time-damn;210
time;care;time-care;170
time;maybe;time-maybe;193
time;next;time-next;216
time;floor;time-floor;162
time;guess;time-guess;172
time;pay;time-pay;151
time;three;time-three;147
time;lay;time-lay;123
time;late;time-late;128
time;behind;time-behind;140
time;cut;time-cut;119
time;kind;time-kind;106
time;minute;time-minute;113
time;scream;time-scream;91
time;bet;time-bet;77
time;loud;time-loud;76
time;freak;time-freak;75
time;flip;time-flip;71
time;fade;time-fade;71
time;never;time-never;738
time;life;time-life;580
time;man;time-man;535
time;hand;time-hand;362
time;always;time-always;356
time;real;time-real;363
time;new;time-new;299
time;wait;time-wait;295
time;friend;time-friend;297
time;bring;time-bring;238
time;high;time-high;207
time;word;time-word;229
time;inside;time-inside;243
time;best;time-best;239
time;smile;time-smile;179
time;god;time-god;187
time;open;time-open;153
time;understand;time-understand;165
time;though;time-though;173
time;together;time-together;165
time;foot;time-foot;130
time;arm;time-arm;106
time;low;time-low;122
time;pick;time-pick;120
time;moment;time-moment;122
time;lip;time-lip;79
time;till;time-till;81
time;babe;time-babe;75
time;knee;time-knee;85
time;shorty;time-shorty;73
time;five;time-five;87
time;pray;time-pray;84
time;bout;time-bout;67
time;count;time-count;64
time;across;time-across;58
time;mmm;time-mmm;58
time;rather;time-rather;55
time;nine;time-nine;64
time;brand;time-brand;50
time;way;time-way;770
time;could;time-could;636
time;try;time-try;486
time;eye;time-eye;403
time;little;time-little;395
time;hear;time-hear;399
time;stop;time-stop;371
time;cause;time-cause;326
time;hard;time-hard;329
time;believe;time-believe;313
time;fall;time-fall;265
time;tonight;time-tonight;234
time;touch;time-touch;188
time;true;time-true;182
time;step;time-step;146
time;room;time-room;132
time;forever;time-forever;127
time;saw;time-saw;117
time;write;time-write;95
time;hop;time-hop;81
time;sign;time-sign;74
time;youembed;time-youembed;55
time;fell;time-fell;54
time;mile;time-mile;68
time;thousand;time-thousand;61
time;realize;time-realize;65
time;back;time-back;751
time;good;time-good;651
time;need;time-need;610
time;put;time-put;429
time;find;time-find;454
time;away;time-away;404
time;long;time-long;402
time;boy;time-boy;347
time;home;time-home;334
time;everything;time-everything;316
time;play;time-play;327
time;stay;time-stay;324
time;shit;time-shit;271
time;nigga;time-nigga;247
time;game;time-game;253
time;another;time-another;257
time;money;time-money;230
time;uh;time-uh;256
time;yo;time-yo;238
time;fuck;time-fuck;216
time;club;time-club;170
time;bitch;time-bitch;193
time;enough;time-enough;222
time;mine;time-mine;240
time;rock;time-rock;174
time;pull;time-pull;162
time;nobody;time-nobody;173
time;lookin;time-lookin;164
time;hope;time-hope;156
time;shake;time-shake;140
time;strong;time-strong;146
time;hell;time-hell;156
time;black;time-black;132
time;gettin;time-gettin;140
time;phone;time-phone;149
time;hood;time-hood;112
time;feelin;time-feelin;107
time;tight;time-tight;95
time;promise;time-promise;114
time;daddy;time-daddy;88
time;talkin;time-talkin;93
time;stick;time-stick;112
time;hoe;time-hoe;90
time;comin;time-comin;98
time;plan;time-plan;95
time;eat;time-eat;78
time;fuckin;time-fuckin;83
time;chain;time-chain;68
time;outta;time-outta;76
time;outside;time-outside;71
time;runnin;time-runnin;75
time;livin;time-livin;75
time;thang;time-thang;71
time;ho;time-ho;70
time;dick;time-dick;64
time;bust;time-bust;53
time;playin;time-playin;65
time;choose;time-choose;59
time;haha;time-haha;63
time;lovin;time-lovin;57
time;mr.;time-mr.;57
time;knock;time-knock;57
time;motherfucker;time-motherfucker;60
time;none;time-none;51
time;pussy;time-pussy;50
time;light;time-light;266
time;big;time-big;262
time;use;time-use;226
time;old;time-old;232
time;please;time-please;209
time;body;time-body;184
time;sing;time-sing;175
time;someone;time-someone;176
time;tear;time-tear;162
time;matter;time-matter;161
time;fight;time-fight;147
time;sometimes;time-sometimes;135
time;soul;time-soul;148
time;wonder;time-wonder;147
time;cold;time-cold;124
time;chick;time-chick;106
time;wall;time-wall;99
time;doin;time-doin;122
time;four;time-four;114
time;shot;time-shot;88
time;worry;time-worry;94
time;lord;time-lord;94
time;breath;time-breath;87
time;problem;time-problem;72
time;sayin;time-sayin;74
time;worth;time-worth;75
time;cop;time-cop;66
time;shoot;time-shoot;68
time;blood;time-blood;53
time;meembed;time-meembed;50
time;thing;time-thing;633
time;lose;time-lose;315
time;us;time-us;328
time;run;time-run;317
time;live;time-live;311
time;end;time-end;264
time;catch;time-catch;195
time;year;time-year;214
time;people;time-people;169
time;fine;time-fine;171
time;town;time-town;129
time;sky;time-sky;128
time;many;time-many;161
time;grow;time-grow;135
time;kill;time-kill;125
time;city;time-city;91
time;smoke;time-smoke;80
time;afraid;time-afraid;61
time;dollar;time-dollar;61
time;wheel;time-wheel;68
time;dude;time-dude;64
time;south;time-south;52
time;bank;time-bank;51
time;mind;time-mind;447
time;head;time-head;339
time;dream;time-dream;254
time;last;time-last;259
time;wrong;time-wrong;232
time;blow;time-blow;161
time;road;time-road;119
time;full;time-full;111
time;picture;time-picture;109
time;rest;time-rest;99
time;sorry;time-sorry;93
time;wind;time-wind;65
time;push;time-push;76
time;window;time-window;71
time;pack;time-pack;60
time;left;time-left;56
time;leave;time-leave;523
time;show;time-show;399
time;even;time-even;415
time;hey;time-hey;353
time;really;time-really;378
time;walk;time-walk;320
time;start;time-start;304
time;alone;time-alone;227
time;car;time-car;223
time;fly;time-fly;206
time;everybody;time-everybody;204
time;door;time-door;215
time;meet;time-meet;191
time;throw;time-throw;178
time;sure;time-sure;189
time;house;time-house;168
time;goin;time-goin;154
time;somebody;time-somebody;147
time;kid;time-kid;134
time;party;time-party;146
time;white;time-white;130
time;ring;time-ring;118
time;along;time-along;93
time;block;time-block;100
time;school;time-school;99
time;send;time-send;78
time;second;time-second;92
time;thinkin;time-thinkin;96
time;somewhere;time-somewhere;67
time;dead;time-dead;73
time;mess;time-mess;70
time;bit;time-bit;79
time;everyone;time-everyone;68
time;great;time-great;72
time;clean;time-clean;59
time;rise;time-rise;73
time;honey;time-honey;64
time;family;time-family;67
time;later;time-later;60
time;sittin;time-sittin;56
time;wave;time-wave;50
time;cry;time-cry;239
time;without;time-without;221
time;lonely;time-lonely;86
time;win;time-win;85
time;heaven;time-heaven;74
time;king;time-king;66
time;queen;time-queen;61
time;still;time-still;434
time;sit;time-sit;161
time;forget;time-forget;162
time;sound;time-sound;131
time;bed;time-bed;101
time;morning;time-morning;115
time;wake;time-wake;128
time;dog;time-dog;83
time;piece;time-piece;72
time;paper;time-paper;57
time;close;time-close;215
time;kiss;time-kiss;197
time;whole;time-whole;172
time;spend;time-spend;170
time;hair;time-hair;110
time;thought;time-thought;93
time;dark;time-dark;88
time;taste;time-taste;76
time;skin;time-skin;58
time;smell;time-smell;60
time;almost;time-almost;50
time;ask;time-ask;219
time;dance;time-dance;196
time;roll;time-roll;188
time;miss;time-miss;191
time;street;time-street;169
time;die;time-die;197
time;chance;time-chance;150
time;remember;time-remember;176
time;drink;time-drink;134
time;slow;time-slow;133
time;music;time-music;107
time;save;time-save;91
time;shoe;time-shoe;83
time;speak;time-speak;90
time;kick;time-kick;88
time;son;time-son;86
time;happy;time-happy;71
time;child;time-child;90
time;truck;time-truck;63
time;men;time-men;51
time;line;time-line;226
time;okay;time-okay;120
time;hang;time-hang;108
time;tellin;time-tellin;56
time;special;time-special;69
time;world;time-world;385
time;wish;time-wish;175
time;buy;time-buy;135
time;sweet;time-sweet;118
time;soon;time-soon;97
time;perfect;time-perfect;81
time;steal;time-steal;51
time;nothing;time-nothing;267
time;bad;time-bad;246
time;listen;time-listen;168
time;yes;time-yes;167
time;young;time-young;164
time;pop;time-pop;149
time;check;time-check;139
time;pretty;time-pretty;112
time;set;time-set;118
time;lil;time-lil;111
time;straight;time-straight;112
time;red;time-red;103
time;number;time-number;105
time;shine;time-shine;113
time;mouth;time-mouth;98
time;breathe;time-breathe;107
time;whatever;time-whatever;106
time;mad;time-mad;107
time;dont;time-dont;93
time;huh;time-huh;98
time;trust;time-trust;97
time;im;time-im;89
time;nice;time-nice;86
time;follow;time-follow;63
time;brother;time-brother;71
time;raise;time-raise;56
time;pimp;time-pimp;55
time;ill;time-ill;51
time;chest;time-chest;50
time;hurt;time-hurt;169
time;else;time-else;165
time;pain;time-pain;142
time;must;time-must;150
time;happen;time-happen;118
time;oh-oh;time-oh-oh;83
time;goodbye;time-goodbye;90
time;tomorrow;time-tomorrow;68
time;share;time-share;78
time;hour;time-hour;68
time;fact;time-fact;68
time;wife;time-wife;71
time;change;time-change;296
time;lady;time-lady;190
time;woman;time-woman;170
time;since;time-since;163
time;nothin;time-nothin;145
time;niggas;time-niggas;115
time;tryin;time-tryin;118
time;lock;time-lock;104
time;beautiful;time-beautiful;79
time;rap;time-rap;90
time;deal;time-deal;82
time;story;time-story;70
time;million;time-million;69
time;probably;time-probably;70
time;chase;time-chase;62
time;answer;time-answer;66
time;brain;time-brain;69
time;seat;time-seat;53
time;homie;time-homie;63
time;hater;time-hater;57
time;dime;time-dime;51
time;front;time-front;132
time;part;time-part;116
time;fool;time-fool;110
time;clear;time-clear;80
time;wild;time-wild;78
time;doubt;time-doubt;75
time;mistake;time-mistake;69
time;green;time-green;58
time;crowd;time-crowd;55
time;blind;time-blind;54
time;sun;time-sun;140
time;far;time-far;147
time;key;time-key;94
time;begin;time-begin;74
time;apart;time-apart;60
time;ride;time-ride;200
time;drop;time-drop;195
time;mama;time-mama;126
time;fast;time-fast;124
time;act;time-act;109
time;clothes;time-clothes;85
time;shawty;time-shawty;75
time;holla;time-holla;68
time;six;time-six;72
time;point;time-point;72
time;cross;time-cross;60
time;toe;time-toe;53
time;alive;time-alive;67
time;song;time-song;221
time;star;time-star;179
time;lot;time-lot;175
time;help;time-help;173
time;hate;time-hate;114
time;truth;time-truth;106
time;air;time-air;111
time;pass;time-pass;97
time;half;time-half;102
time;fear;time-fear;79
time;grab;time-grab;74
time;bear;time-bear;67
time;thank;time-thank;66
time;pretend;time-pretend;54
time;somethin;time-somethin;107
time;flow;time-flow;84
time;cash;time-cash;83
time;bag;time-bag;82
time;style;time-style;77
time;fit;time-fit;66
time;crib;time-crib;55
time;hundred;time-hundred;61
time;whip;time-whip;56
time;dough;time-dough;62
time;woah;time-woah;50
time;rid;time-rid;52
time;rain;time-rain;99
time;wit;time-wit;95
time;summer;time-summer;58
time;shut;time-shut;63
time;rule;time-rule;52
time;handle;time-handle;60
time;swear;time-swear;85
time;ten;time-ten;70
time;watch;time-watch;269
time;beat;time-beat;187
time;reason;time-reason;124
time;uh-huh;time-uh-huh;98
time;ball;time-ball;86
time;track;time-track;91
time;trip;time-trip;75
time;g;time-g;76
time;sell;time-sell;69
time;thug;time-thug;76
time;week;time-week;68
time;carry;time-carry;60
time;spit;time-spit;73
time;corner;time-corner;62
time;record;time-record;69
time;read;time-read;63
time;quick;time-quick;65
time;heat;time-heat;62
time;sense;time-sense;59
time;weed;time-weed;51
time;ice;time-ice;94
time;reach;time-reach;87
time;lead;time-lead;71
time;become;time-become;64
time;wear;time-wear;83
time;fill;time-fill;73
time;tire;time-tire;78
time;diamond;time-diamond;66
time;yet;time-yet;78
time;gold;time-gold;61
time;plus;time-plus;60
time;neck;time-neck;63
