Source;Target;Label;Weight
time;smoke;time-smoke;96
time;check;time-check;100
time;gun;time-gun;97
time;trust;time-trust;111
time;red;time-red;84
time;room;time-room;92
time;playin;time-playin;94
time;switch;time-switch;76
time;front;time-front;79
time;cool;time-cool;68
time;band;time-band;65
time;step;time-step;62
time;drug;time-drug;64
time;set;time-set;67
time;brain;time-brain;51
time;post;time-post;55
time;safe;time-safe;52
time;taste;time-taste;50
time;back;time-back;487
time;pull;time-pull;197
time;fuckin;time-fuckin;175
time;start;time-start;183
time;talkin;time-talkin;148
time;drop;time-drop;125
time;lookin;time-lookin;118
time;three;time-three;124
time;meet;time-meet;121
time;yo;time-yo;72
time;mine;time-mine;145
time;sleep;time-sleep;119
time;diamond;time-diamond;102
time;send;time-send;102
time;many;time-many;133
time;different;time-different;103
time;mad;time-mad;92
time;feelin;time-feelin;83
time;full;time-full;75
time;chain;time-chain;68
time;rack;time-rack;73
time;grow;time-grow;87
time;neck;time-neck;70
time;ridin;time-ridin;75
time;fact;time-fact;77
time;listen;time-listen;76
time;trap;time-trap;57
time;son;time-son;60
time;dawg;time-dawg;59
time;pack;time-pack;53
time;motherfuckin;time-motherfuckin;53
time;good;time-good;390
time;leave;time-leave;336
time;even;time-even;338
time;thing;time-thing;273
time;stay;time-stay;239
time;show;time-show;231
time;mean;time-mean;138
time;ah;time-ah;108
time;side;time-side;132
time;ride;time-ride;116
time;door;time-door;110
time;doin;time-doin;122
time;though;time-though;125
time;tonight;time-tonight;94
time;drink;time-drink;83
time;open;time-open;86
time;water;time-water;86
time;bed;time-bed;66
time;true;time-true;68
time;spot;time-spot;63
time;alright;time-alright;61
time;walk;time-walk;163
time;wait;time-wait;146
time;best;time-best;141
time;ho;time-ho;100
time;somebody;time-somebody;92
time;kiss;time-kiss;75
time;case;time-case;54
time;always;time-always;218
time;hold;time-hold;200
time;friend;time-friend;173
time;much;time-much;188
time;stop;time-stop;176
time;away;time-away;154
time;car;time-car;150
time;end;time-end;160
time;fall;time-fall;144
time;touch;time-touch;100
time;probably;time-probably;94
time;saw;time-saw;77
time;far;time-far;71
time;fine;time-fine;83
time;smile;time-smile;66
time;kind;time-kind;56
time;morning;time-morning;52
time;call;time-call;312
time;girl;time-girl;292
time;uh;time-uh;231
time;talk;time-talk;223
time;heart;time-heart;237
time;use;time-use;186
time;body;time-body;146
time;wrong;time-wrong;139
time;house;time-house;138
time;close;time-close;119
time;deep;time-deep;109
time;wake;time-wake;107
time;without;time-without;94
time;next;time-next;102
time;treat;time-treat;69
time;truth;time-truth;80
time;dark;time-dark;68
time;thought;time-thought;68
time;hide;time-hide;61
time;sorry;time-sorry;62
time;floor;time-floor;60
time;felt;time-felt;61
time;us;time-us;236
time;long;time-long;209
time;young;time-young;140
time;stick;time-stick;124
time;ya;time-ya;104
time;woo;time-woo;113
time;rich;time-rich;126
time;nobody;time-nobody;134
time;shoot;time-shoot;114
time;straight;time-straight;131
time;nah;time-nah;86
time;star;time-star;103
time;ten;time-ten;93
time;free;time-free;102
time;five;time-five;88
time;four;time-four;91
time;outside;time-outside;89
time;party;time-party;61
time;bust;time-bust;56
time;hang;time-hang;61
time;thousand;time-thousand;68
time;pill;time-pill;55
time;pour;time-pour;55
time;crib;time-crib;59
time;eye;time-eye;201
time;hand;time-hand;177
time;damn;time-damn;157
time;fly;time-fly;117
time;something;time-something;104
time;tear;time-tear;78
time;sun;time-sun;59
time;buy;time-buy;168
time;beat;time-beat;127
time;nothin;time-nothin;141
time;phone;time-phone;117
time;city;time-city;122
time;swear;time-swear;109
time;million;time-million;111
time;someone;time-someone;74
time;problem;time-problem;93
time;brother;time-brother;79
time;hood;time-hood;82
time;business;time-business;78
time;truck;time-truck;64
time;sell;time-sell;63
time;shawty;time-shawty;61
time;music;time-music;59
time;whatever;time-whatever;60
time;woman;time-woman;52
time;bein;time-bein;55
time;build;time-build;52
time;another;time-another;145
time;hoe;time-hoe;126
time;hope;time-hope;116
time;please;time-please;105
time;pray;time-pray;88
time;daddy;time-daddy;53
time;outta;time-outta;56
time;lord;time-lord;53
time;strong;time-strong;55
time;whole;time-whole;165
time;remember;time-remember;104
time;matter;time-matter;80
time;yes;time-yes;65
time;fell;time-fell;72
time;minute;time-minute;69
time;rain;time-rain;71
time;burn;time-burn;61
time;together;time-together;69
time;learn;time-learn;62
time;shine;time-shine;55
time;throw;time-throw;103
time;cold;time-cold;96
time;else;time-else;87
time;count;time-count;72
time;sky;time-sky;74
time;oh-oh;time-oh-oh;59
time;hate;time-hate;139
time;actin;time-actin;59
time;somethin;time-somethin;87
time;forever;time-forever;87
time;forget;time-forget;76
time;anything;time-anything;72
time;story;time-story;52
time;sure;time-sure;104
time;enough;time-enough;99
time;plan;time-plan;72
time;school;time-school;66
time;behind;time-behind;67
time;write;time-write;58
time;bad;time-bad;230
time;fire;time-fire;95
time;nothing;time-nothing;96
time;help;time-help;89
time;number;time-number;73
time;none;time-none;65
time;worth;time-worth;57
time;woah;time-woah;143
time;pussy;time-pussy;130
time;bring;time-bring;142
time;eat;time-eat;92
time;act;time-act;84
time;dead;time-dead;88
time;skrrt;time-skrrt;56
time;makin;time-makin;69
time;wrist;time-wrist;60
time;kick;time-kick;66
time;guy;time-guy;67
time;half;time-half;56
time;window;time-window;50
time;devil;time-devil;50
time;high;time-high;167
time;hey;time-hey;133
time;old;time-old;121
time;fast;time-fast;80
time;blow;time-blow;85
time;family;time-family;77
time;sweet;time-sweet;51
time;rapper;time-rapper;58
time;roll;time-roll;107
time;cut;time-cut;91
time;black;time-black;76
time;hop;time-hop;75
time;ball;time-ball;59
time;hell;time-hell;100
time;foot;time-foot;68
time;win;time-win;69
time;slow;time-slow;66
time;six;time-six;67
time;peace;time-peace;57
time;fight;time-fight;88
time;already;time-already;75
time;past;time-past;68
time;ask;time-ask;142
time;people;time-people;116
time;couple;time-couple;86
time;cash;time-cash;69
time;reason;time-reason;90
time;pretty;time-pretty;50
time;happy;time-happy;50
time;spin;time-spin;52
time;okay;time-okay;120
time;shot;time-shot;111
time;whip;time-whip;70
time;scar;time-scar;79
time;worry;time-worry;56
time;hurt;time-hurt;96
time;sayin;time-sayin;85
time;sometimes;time-sometimes;76
time;must;time-must;61
time;sound;time-sound;75
time;miss;time-miss;144
time;dance;time-dance;76
time;week;time-week;58
time;move;time-move;142
time;spend;time-spend;94
time;pocket;time-pocket;71
time;g;time-g;59
time;hot;time-hot;65
time;speak;time-speak;67
time;jump;time-jump;58
time;slide;time-slide;71
time;low;time-low;69
time;lay;time-lay;61
time;wear;time-wear;55
time;mouth;time-mouth;57
time;jet;time-jet;68
time;cross;time-cross;56
time;pick;time-pick;94
time;dollar;time-dollar;58
time;road;time-road;77
time;ring;time-ring;56
time;double;time-double;52
time;understand;time-understand;56
time;soul;time-soul;77
time;cap;time-cap;51
time;dog;time-dog;57
time;wonder;time-wonder;56
time;ice;time-ice;71
time;suck;time-suck;50
time;mmm;time-mmm;53
time;reach;time-reach;54
time;sign;time-sign;75
time;track;time-track;54
time;chance;time-chance;53
time;dope;time-dope;53
time;piece;time-piece;54
time;rap;time-rap;63
time;promise;time-promise;65
time;easy;time-easy;58
time;lock;time-lock;55
time;blood;time-blood;55
time;seem;time-seem;56
time;th;time-th;54
back;want;back-want;468
back;never;back-never;476
back;shit;back-shit;509
back;bitch;back-bitch;486
back;nigga;back-nigga;484
back;baby;back-baby;362
back;leave;back-leave;330
back;tryna;back-tryna;335
back;ta;back-ta;321
back;man;back-man;300
back;hit;back-hit;333
back;uh;back-uh;262
back;really;back-really;265
back;play;back-play;245
back;talk;back-talk;253
back;heart;back-heart;219
back;niggas;back-niggas;278
back;big;back-big;260
back;find;back-find;201
back;two;back-two;209
back;ayy;back-ayy;220
back;hear;back-hear;190
back;pull;back-pull;210
back;face;back-face;202
back;hold;back-hold;198
back;catch;back-catch;202
back;fuckin;back-fuckin;205
back;use;back-use;196
back;stop;back-stop;165
back;walk;back-walk;180
back;hand;back-hand;173
back;buy;back-buy;186
back;body;back-body;149
back;whole;back-whole;166
back;hundred;back-hundred;175
back;mean;back-mean;141
back;kill;back-kill;155
back;huh;back-huh;151
back;stick;back-stick;152
back;crazy;back-crazy;130
back;lot;back-lot;130
back;gang;back-gang;133
back;sleep;back-sleep;102
back;check;back-check;127
back;gun;back-gun;111
back;hot;back-hot;104
back;comin;back-comin;113
back;five;back-five;90
back;bet;back-bet;91
back;foot;back-foot;75
back;forget;back-forget;72
back;treat;back-treat;74
back;trap;back-trap;79
back;floor;back-floor;58
back;actin;back-actin;65
back;blood;back-blood;63
back;uh-huh;back-uh-huh;68
back;cap;back-cap;69
back;dope;back-dope;60
back;k;back-k;52
back;strap;back-strap;54
back;fuck;back-fuck;489
back;need;back-need;388
back;day;back-day;314
back;try;back-try;279
back;run;back-run;296
back;turn;back-turn;273
back;money;back-money;299
back;real;back-real;266
back;hard;back-hard;199
back;start;back-start;191
back;watch;back-watch;179
back;die;back-die;167
back;name;back-name;183
back;talkin;back-talkin;181
back;pop;back-pop;166
back;drop;back-drop;162
back;lookin;back-lookin;149
back;three;back-three;143
back;game;back-game;127
back;meet;back-meet;109
back;yo;back-yo;76
back;line;back-line;115
back;smoke;back-smoke;136
back;mine;back-mine;118
back;diamond;back-diamond;117
back;send;back-send;123
back;many;back-many;112
back;different;back-different;104
back;mad;back-mad;105
back;feelin;back-feelin;84
back;playin;back-playin;96
back;full;back-full;91
back;rock;back-rock;83
back;white;back-white;84
back;chain;back-chain;101
back;rack;back-rack;112
back;grow;back-grow;82
back;neck;back-neck;85
back;cool;back-cool;71
back;ridin;back-ridin;80
back;fact;back-fact;88
back;opps;back-opps;81
back;listen;back-listen;68
back;son;back-son;54
back;dawg;back-dawg;75
back;pack;back-pack;75
back;motherfuckin;back-motherfuckin;56
back;bank;back-bank;52
back;keep;back-keep;422
back;right;back-right;389
back;good;back-good;359
back;put;back-put;418
back;could;back-could;358
back;still;back-still;383
back;call;back-call;328
back;would;back-would;266
back;around;back-around;261
back;us;back-us;224
back;head;back-head;211
back;boy;back-boy;210
back;gettin;back-gettin;172
back;goin;back-goin;184
back;top;back-top;170
back;miss;back-miss;143
back;street;back-street;140
back;rich;back-rich;141
back;work;back-work;135
back;song;back-song;106
back;inside;back-inside;120
back;shoot;back-shoot;143
back;city;back-city;138
back;hope;back-hope;98
back;people;back-people;110
back;runnin;back-runnin;123
back;hell;back-hell;97
back;dick;back-dick;118
back;red;back-red;97
back;next;back-next;97
back;thinkin;back-thinkin;98
back;guess;back-guess;83
back;dance;back-dance;76
back;sayin;back-sayin;96
back;slide;back-slide;85
back;takin;back-takin;82
back;band;back-band;77
back;livin;back-livin;74
back;soon;back-soon;70
back;drug;back-drug;81
back;sell;back-sell;82
back;glock;back-glock;82
back;plan;back-plan;71
back;spot;back-spot;76
back;school;back-school;64
back;jet;back-jet;69
back;pill;back-pill;64
back;must;back-must;59
back;crib;back-crib;69
back;rapper;back-rapper;62
back;chance;back-chance;52
back;write;back-write;60
back;nice;back-nice;50
back;trench;back-trench;61
back;dog;back-dog;56
back;chopper;back-chopper;52
back;key;back-key;51
back;havin;back-havin;58
back;look;back-look;359
back;new;back-new;247
back;stay;back-stay;232
back;move;back-move;153
back;nothin;back-nothin;149
back;hate;back-hate;130
back;bag;back-bag;166
back;ya;back-ya;105
back;okay;back-okay;132
back;woo;back-woo;142
back;block;back-block;131
back;everybody;back-everybody;116
back;nah;back-nah;113
back;free;back-free;107
back;sit;back-sit;102
back;hood;back-hood;100
back;low;back-low;77
back;lay;back-lay;78
back;kick;back-kick;82
back;lock;back-lock;70
back;post;back-post;54
back;opp;back-opp;54
back;round;back-round;53
back;way;back-way;407
back;think;back-think;407
back;even;back-even;297
back;girl;back-girl;299
back;thing;back-thing;258
back;friend;back-friend;177
back;ever;back-ever;188
back;long;back-long;170
back;last;back-last;146
back;little;back-little;121
back;young;back-young;157
back;old;back-old;146
back;house;back-house;144
back;year;back-year;107
back;road;back-road;94
back;drink;back-drink;83
back;couple;back-couple;91
back;probably;back-probably;105
back;maybe;back-maybe;69
back;forever;back-forever;66
back;saw;back-saw;59
back;far;back-far;61
back;daddy;back-daddy;69
back;wonder;back-wonder;52
back;light;back-light;161
back;live;back-live;162
back;high;back-high;161
back;shot;back-shot;126
back;party;back-party;74
back;hop;back-hop;96
back;burn;back-burn;60
back;poppin;back-poppin;65
back;night;back-night;247
back;home;back-home;175
back;hoe;back-hoe;149
back;phone;back-phone;132
back;throw;back-throw;145
back;door;back-door;107
back;straight;back-straight;138
back;ho;back-ho;135
back;sure;back-sure;111
back;spend;back-spend;98
back;whip;back-whip;98
back;reason;back-reason;78
back;business;back-business;87
back;bro;back-bro;86
back;front;back-front;84
back;late;back-late;68
back;sing;back-sing;53
back;fit;back-fit;57
back;easy;back-easy;53
back;stack;back-stack;50
back;give;back-give;425
back;every;back-every;271
back;lil;back-lil;271
back;show;back-show;231
back;god;back-god;204
back;ah;back-ah;116
back;mama;back-mama;150
back;pay;back-pay;160
back;beat;back-beat;165
back;nobody;back-nobody;125
back;doin;back-doin;131
back;care;back-care;115
back;since;back-since;121
back;wish;back-wish;100
back;swear;back-swear;92
back;million;back-million;112
back;stand;back-stand;110
back;word;back-word;98
back;someone;back-someone;70
back;problem;back-problem;79
back;brother;back-brother;82
back;truck;back-truck;82
back;bust;back-bust;72
back;shawty;back-shawty;73
back;music;back-music;55
back;whatever;back-whatever;55
back;woman;back-woman;58
back;drip;back-drip;57
back;lit;back-lit;58
back;seat;back-seat;53
back;feel;back-feel;334
back;life;back-life;300
back;wo;back-wo;195
back;away;back-away;137
back;end;back-end;131
back;another;back-another;129
back;side;back-side;136
back;alone;back-alone;100
back;please;back-please;109
back;ten;back-ten;101
back;room;back-room;74
back;pray;back-pray;92
back;outta;back-outta;62
back;lord;back-lord;52
back;sittin;back-sittin;50
back;always;back-always;205
back;break;back-break;190
back;eye;back-eye;157
back;damn;back-damn;193
back;change;back-change;160
back;world;back-world;130
back;wait;back-wait;135
back;first;back-first;148
back;dream;back-dream;97
back;pain;back-pain;107
back;deep;back-deep;107
back;remember;back-remember;100
back;tear;back-tear;69
back;matter;back-matter;67
back;yes;back-yes;67
back;true;back-true;58
back;fell;back-fell;69
back;minute;back-minute;71
back;rain;back-rain;57
back;together;back-together;53
back;club;back-club;55
back;bar;back-bar;50
back;gas;back-gas;51
back;team;back-team;53
back;lie;back-lie;129
back;believe;back-believe;107
back;somebody;back-somebody;94
back;place;back-place;92
back;else;back-else;63
back;truth;back-truth;72
back;sorry;back-sorry;52
back;mind;back-mind;205
back;much;back-much;173
back;everything;back-everything;176
back;feeling;back-feeling;96
back;somethin;back-somethin;101
back;four;back-four;96
back;thought;back-thought;67
back;anything;back-anything;55
back;woah;back-woah;145
back;hey;back-hey;139
back;wrong;back-wrong;118
back;nothing;back-nothing;74
back;dead;back-dead;92
back;ready;back-ready;85
back;dark;back-dark;62
back;set;back-set;65
back;th;back-th;64
back;pour;back-pour;61
back;second;back-second;51
back;lose;back-lose;203
back;car;back-car;175
back;enough;back-enough;94
back;behind;back-behind;61
back;air;back-air;57
back;case;back-case;63
back;pussy;back-pussy;157
back;best;back-best;117
