Source;Target;Label;Weight
time;throw;time-throw;39
time;nah;time-nah;28
time;makin;time-makin;26
time;dead;time-dead;29
time;die;time-die;64
time;slide;time-slide;27
time;ten;time-ten;30
time;dick;time-dick;23
love;keep;love-keep;149
love;could;love-could;124
love;look;love-look;96
love;night;love-night;101
love;new;love-new;85
love;day;love-day;96
love;around;love-around;83
love;boy;love-boy;67
love;hear;love-hear;56
love;home;love-home;65
love;light;love-light;56
love;live;love-live;56
love;world;love-world;56
love;little;love-little;60
love;first;love-first;45
love;song;love-song;46
love;lot;love-lot;37
love;alone;love-alone;44
love;place;love-place;41
love;wish;love-wish;35
love;town;love-town;36
love;want;love-want;181
love;back;love-back;166
love;shit;love-shit;136
love;way;love-way;125
love;feel;love-feel;138
love;think;love-think;123
love;good;love-good;119
love;life;love-life;119
love;call;love-call;95
love;girl;love-girl;111
love;would;love-would;81
love;man;love-man;77
love;run;love-run;81
love;find;love-find;89
love;friend;love-friend;71
love;ayy;love-ayy;51
love;talkin;love-talkin;66
love;away;love-away;60
love;hand;love-hand;51
love;damn;love-damn;52
love;ah;love-ah;45
love;whole;love-whole;47
love;hey;love-hey;43
love;work;love-work;43
love;hurt;love-hurt;38
love;ready;love-ready;24
love;somebody;love-somebody;36
love;woo;love-woo;26
love;fine;love-fine;24
love;truth;love-truth;28
love;guess;love-guess;35
love;never;love-never;152
love;still;love-still;125
love;even;love-even;103
love;mind;love-mind;82
love;real;love-real;76
love;really;love-really;69
love;always;love-always;68
love;long;love-long;48
love;much;love-much;70
love;last;love-last;47
love;name;love-name;51
love;change;love-change;54
love;house;love-house;44
love;city;love-city;32
love;hope;love-hope;31
love;ride;love-ride;28
love;bet;love-bet;21
love;drink;love-drink;26
love;stand;love-stand;23
love;water;love-water;29
love;cut;love-cut;21
love;fuck;love-fuck;143
love;give;love-give;132
love;bitch;love-bitch;124
love;nigga;love-nigga;118
love;put;love-put;101
love;every;love-every;92
love;ta;love-ta;83
love;us;love-us;86
love;money;love-money;76
love;niggas;love-niggas;69
love;show;love-show;77
love;lil;love-lil;62
love;catch;love-catch;58
love;body;love-body;64
love;pull;love-pull;56
love;god;love-god;62
love;buy;love-buy;50
love;start;love-start;53
love;high;love-high;59
love;pop;love-pop;39
love;old;love-old;50
love;miss;love-miss;45
love;hundred;love-hundred;32
love;mean;love-mean;47
love;inside;love-inside;46
love;move;love-move;35
love;wait;love-wait;35
love;five;love-five;31
love;blue;love-blue;37
love;year;love-year;34
love;line;love-line;34
love;door;love-door;31
love;diamond;love-diamond;31
love;eat;love-eat;31
love;outside;love-outside;34
love;game;love-game;36
love;dick;love-dick;29
love;sit;love-sit;31
love;since;love-since;33
love;four;love-four;28
love;million;love-million;30
love;straight;love-straight;30
love;slide;love-slide;25
love;runnin;love-runnin;26
love;cash;love-cash;29
love;baby;love-baby;149
love;tryna;love-tryna;86
love;hit;love-hit;81
love;turn;love-turn;80
love;bad;love-bad;74
love;two;love-two;63
love;hold;love-hold;74
love;face;love-face;57
love;top;love-top;41
love;bring;love-bring;60
love;ask;love-ask;45
love;kill;love-kill;42
love;stick;love-stick;42
love;yo;love-yo;22
love;okay;love-okay;36
love;drop;love-drop;34
love;beat;love-beat;41
love;ya;love-ya;25
love;throw;love-throw;29
love;please;love-please;42
love;smoke;love-smoke;36
love;shoot;love-shoot;28
love;fast;love-fast;34
love;business;love-business;34
love;sure;love-sure;28
love;many;love-many;30
love;enough;love-enough;35
love;problem;love-problem;30
love;fight;love-fight;24
love;need;love-need;154
love;right;love-right;120
love;leave;love-leave;109
love;play;love-play;73
love;heart;love-heart;86
love;lose;love-lose;68
love;head;love-head;52
love;break;love-break;71
love;eye;love-eye;60
love;fall;love-fall;54
love;best;love-best;42
love;nothin;love-nothin;39
love;deep;love-deep;42
love;trust;love-trust;37
love;feelin;love-feelin;30
love;different;love-different;27
love;word;love-word;29
love;people;love-people;31
love;maybe;love-maybe;26
love;something;love-something;26
love;open;love-open;29
love;music;love-music;27
love;wo;love-wo;67
love;watch;love-watch;52
love;hoe;love-hoe;44
love;three;love-three;43
love;hate;love-hate;48
love;woah;love-woah;45
love;side;love-side;41
love;rich;love-rich;42
love;mine;love-mine;44
love;everybody;love-everybody;46
love;comin;love-comin;36
love;kid;love-kid;45
love;believe;love-believe;35
love;roll;love-roll;34
love;gang;love-gang;31
love;switch;love-switch;39
love;thinkin;love-thinkin;30
love;pray;love-pray;33
love;brother;love-brother;27
love;grow;love-grow;28
love;close;love-close;40
love;road;love-road;32
love;kiss;love-kiss;32
love;drive;love-drive;30
love;fire;love-fire;31
love;red;love-red;23
love;reason;love-reason;27
love;foot;love-foot;33
love;dance;love-dance;31
love;thing;love-thing;89
love;use;love-use;53
love;fuckin;love-fuckin;54
love;gettin;love-gettin;45
love;car;love-car;50
love;pussy;love-pussy;46
love;wrong;love-wrong;47
love;ho;love-ho;29
love;crazy;love-crazy;34
love;though;love-though;44
love;doin;love-doin;32
love;gun;love-gun;24
love;hood;love-hood;36
love;black;love-black;28
love;try;love-try;93
love;stay;love-stay;80
love;hard;love-hard;58
love;another;love-another;45
love;pay;love-pay;47
love;end;love-end;40
love;mama;love-mama;37
love;hell;love-hell;36
love;shot;love-shot;26
love;family;love-family;33
love;everything;love-everything;51
love;lookin;love-lookin;48
love;lie;love-lie;47
love;meet;love-meet;44
love;care;love-care;43
love;bag;love-bag;40
love;somethin;love-somethin;38
love;cry;love-cry;35
love;party;love-party;29
love;act;love-act;32
love;playin;love-playin;27
love;kick;love-kick;22
love;talk;love-talk;82
love;walk;love-walk;60
love;touch;love-touch;40
love;dream;love-dream;42
love;fly;love-fly;28
love;th;love-th;28
love;young;love-young;38
love;room;love-room;25
love;uh;love-uh;77
love;sleep;love-sleep;39
love;wake;love-wake;41
love;star;love-star;37
love;full;love-full;26
love;sound;love-sound;22
love;ever;love-ever;65
love;street;love-street;41
love;tear;love-tear;31
love;nothing;love-nothing;26
love;past;love-past;23
love;stop;love-stop;68
love;feeling;love-feeling;49
love;without;love-without;31
love;phone;love-phone;40
love;pain;love-pain;33
love;next;love-next;36
love;big;love-big;66
love;nobody;love-nobody;37
love;soul;love-soul;30
love;mad;love-mad;32
love;couple;love-couple;20
love;sayin;love-sayin;21
love;pick;love-pick;24
love;goin;love-goin;56
love;check;love-check;23
love;hot;love-hot;26
love;count;love-count;26
love;die;love-die;52
love;ten;love-ten;28
love;daddy;love-daddy;25
love;save;love-save;25
love;la;love-la;12
love;e;love-e;10
love;huh;love-huh;38
love;late;love-late;27
love;free;love-free;35
love;tonight;love-tonight;41
love;someone;love-someone;30
love;send;love-send;29
love;block;love-block;32
love;makin;love-makin;25
love;nah;love-nah;26
love;dead;love-dead;24
want;back;want-back;166
want;shit;want-shit;167
want;way;want-way;138
want;feel;want-feel;136
want;think;want-think;135
want;good;want-good;121
want;life;want-life;113
want;call;want-call;109
want;girl;want-girl;101
want;would;want-would;81
want;man;want-man;95
want;run;want-run;86
want;find;want-find;73
want;friend;want-friend;73
want;ayy;want-ayy;69
want;talkin;want-talkin;65
want;away;want-away;44
want;hand;want-hand;51
want;damn;want-damn;56
want;ah;want-ah;51
want;whole;want-whole;52
want;hey;want-hey;43
want;work;want-work;42
want;alone;want-alone;46
want;hurt;want-hurt;37
want;ready;want-ready;36
want;somebody;want-somebody;44
want;woo;want-woo;31
want;fine;want-fine;26
want;truth;want-truth;27
want;guess;want-guess;28
want;never;want-never;155
want;still;want-still;120
want;even;want-even;123
want;night;want-night;92
want;new;want-new;97
want;mind;want-mind;79
want;real;want-real;83
want;really;want-really;90
want;always;want-always;71
want;long;want-long;48
want;much;want-much;66
want;last;want-last;54
want;first;want-first;49
want;name;want-name;54
want;change;want-change;56
want;house;want-house;56
want;city;want-city;38
want;hope;want-hope;34
want;ride;want-ride;40
want;bet;want-bet;32
want;drink;want-drink;23
want;stand;want-stand;32
want;water;want-water;29
want;cut;want-cut;25
want;keep;want-keep;151
want;fuck;want-fuck;164
want;give;want-give;148
want;bitch;want-bitch;156
want;nigga;want-nigga;154
want;could;want-could;114
want;put;want-put;129
want;every;want-every;95
want;ta;want-ta;98
want;day;want-day;82
want;us;want-us;88
want;money;want-money;83
want;niggas;want-niggas;96
want;show;want-show;79
want;lil;want-lil;79
want;catch;want-catch;74
want;body;want-body;75
want;pull;want-pull;69
want;god;want-god;58
want;buy;want-buy;70
want;start;want-start;54
want;high;want-high;53
want;pop;want-pop;52
want;old;want-old;48
want;miss;want-miss;46
want;hundred;want-hundred;48
want;mean;want-mean;45
want;inside;want-inside;54
want;move;want-move;44
want;wait;want-wait;37
want;five;want-five;43
want;blue;want-blue;35
want;year;want-year;29
want;line;want-line;36
want;door;want-door;31
want;diamond;want-diamond;39
want;eat;want-eat;40
want;outside;want-outside;38
want;game;want-game;42
want;dick;want-dick;33
want;sit;want-sit;32
want;since;want-since;24
want;four;want-four;36
want;million;want-million;36
want;straight;want-straight;35
want;slide;want-slide;31
want;runnin;want-runnin;24
want;cash;want-cash;30
want;need;want-need;161
want;baby;want-baby;132
want;tryna;want-tryna;98
want;hit;want-hit;93
want;two;want-two;72
want;boy;want-boy;80
want;hard;want-hard;69
want;head;want-head;63
want;break;want-break;62
want;watch;want-watch;63
want;top;want-top;61
want;gettin;want-gettin;61
want;goin;want-goin;61
want;car;want-car;62
want;pussy;want-pussy;64
want;pay;want-pay;54
want;fall;want-fall;50
want;lie;want-lie;46
want;nothin;want-nothin;45
want;lot;want-lot;37
want;care;want-care;41
want;okay;want-okay;44
want;mama;want-mama;46
want;please;want-please;51
want;ho;want-ho;38
want;send;want-send;41
want;fast;want-fast;35
want;star;want-star;29
want;drive;want-drive;25
want;next;want-next;31
want;black;want-black;28
want;check;want-check;33
want;act;want-act;37
want;save;want-save;24
want;turn;want-turn;87
want;around;want-around;81
want;bad;want-bad;89
want;hold;want-hold;70
want;face;want-face;63
want;bring;want-bring;61
want;ask;want-ask;52
want;kill;want-kill;55
want;stick;want-stick;45
want;yo;want-yo;27
want;drop;want-drop;47
want;beat;want-beat;46
want;ya;want-ya;29
want;throw;want-throw;41
want;smoke;want-smoke;38
want;shoot;want-shoot;39
want;business;want-business;34
want;sure;want-sure;30
want;many;want-many;36
want;enough;want-enough;35
want;problem;want-problem;37
want;fight;want-fight;28
want;right;want-right;108
want;look;want-look;108
want;play;want-play;80
want;uh;want-uh;78
want;lose;want-lose;60
want;three;want-three;43
want;lookin;want-lookin;42
want;woah;want-woah;43
want;touch;want-touch;43
want;rich;want-rich;48
want;roll;want-roll;35
want;nah;want-nah;35
want;gun;want-gun;33
want;feelin;want-feelin;28
want;party;want-party;27
want;dead;want-dead;34
want;brother;want-brother;35
want;leave;want-leave;102
want;thing;want-thing;91
want;wo;want-wo;74
want;use;want-use;63
want;fuckin;want-fuckin;58
want;wrong;want-wrong;51
want;side;want-side;45
want;crazy;want-crazy;40
want;though;want-though;43
want;doin;want-doin;37
want;gang;want-gang;37
want;hood;want-hood;29
want;red;want-red;23
want;reason;want-reason;28
want;stay;want-stay;70
want;hear;want-hear;60
want;everything;want-everything;63
want;song;want-song;42
want;meet;want-meet;49
want;everybody;want-everybody;45
want;bag;want-bag;50
want;comin;want-comin;47
want;somethin;want-somethin;42
want;deep;want-deep;31
want;trust;want-trust;32
want;cry;want-cry;30
want;different;want-different;28
want;playin;want-playin;31
want;dance;want-dance;26
want;kick;want-kick;27
want;try;want-try;108
want;talk;want-talk;89
want;die;want-die;59
want;block;want-block;49
want;believe;want-believe;38
want;ten;want-ten;39
want;switch;want-switch;38
want;shot;want-shot;30
want;sayin;want-sayin;33
want;light;want-light;50
want;ever;want-ever;55
want;tonight;want-tonight;45
want;wish;want-wish;33
want;sound;want-sound;30
want;mine;want-mine;46
want;young;want-young;36
want;room;want-room;26
want;eye;want-eye;55
want;home;want-home;58
want;little;want-little;53
want;dream;want-dream;33
want;sleep;want-sleep;39
want;wake;want-wake;37
want;kid;want-kid;38
want;town;want-town;26
want;road;want-road;27
want;fly;want-fly;26
want;open;want-open;25
want;full;want-full;28
want;family;want-family;27
want;stop;want-stop;80
want;live;want-live;57
want;feeling;want-feeling;45
want;without;want-without;36
want;word;want-word;30
want;th;want-th;33
want;heart;want-heart;71
want;nobody;want-nobody;49
want;pain;want-pain;26
want;pray;want-pray;28
want;maybe;want-maybe;22
want;past;want-past;22
want;big;want-big;79
want;world;want-world;48
want;daddy;want-daddy;24
want;couple;want-couple;28
want;phone;want-phone;52
want;street;want-street;41
want;close;want-close;26
want;nothing;want-nothing;25
want;pick;want-pick;26
want;music;want-music;23
want;grow;want-grow;27
want;another;want-another;55
want;hot;want-hot;23
want;count;want-count;27
want;walk;want-walk;56
want;hoe;want-hoe;54
want;place;want-place;38
want;kiss;want-kiss;24
want;end;want-end;50
want;late;want-late;32
want;mad;want-mad;33
want;huh;want-huh;42
want;best;want-best;48
want;hell;want-hell;34
want;free;want-free;41
want;soul;want-soul;32
want;someone;want-someone;32
want;tear;want-tear;29
want;hate;want-hate;44
want;people;want-people;32
want;something;want-something;24
want;makin;want-makin;34
want;foot;want-foot;25
want;thinkin;want-thinkin;26
want;fire;want-fire;28
back;shit;back-shit;163
back;way;back-way;133
back;feel;back-feel;114
back;think;back-think;126
back;good;back-good;122
back;life;back-life;107
back;call;back-call;112
back;girl;back-girl;103
back;would;back-would;92
back;man;back-man;89
back;run;back-run;95
back;find;back-find;78
back;friend;back-friend;52
back;ayy;back-ayy;56
back;talkin;back-talkin;60
back;away;back-away;53
back;hand;back-hand;59
back;damn;back-damn;65
back;ah;back-ah;45
back;whole;back-whole;53
back;hey;back-hey;48
back;work;back-work;45
back;alone;back-alone;39
back;hurt;back-hurt;33
back;ready;back-ready;39
back;somebody;back-somebody;33
back;woo;back-woo;33
back;fine;back-fine;28
back;truth;back-truth;32
back;guess;back-guess;27
back;never;back-never;152
back;still;back-still;122
back;even;back-even;96
back;night;back-night;95
back;new;back-new;86
back;mind;back-mind;78
back;real;back-real;83
back;really;back-really;78
back;always;back-always;71
back;long;back-long;57
back;much;back-much;53
back;last;back-last;51
back;first;back-first;52
back;name;back-name;53
back;change;back-change;47
back;house;back-house;49
back;city;back-city;41
back;hope;back-hope;29
back;ride;back-ride;34
back;bet;back-bet;35
back;drink;back-drink;30
back;stand;back-stand;27
back;water;back-water;28
back;cut;back-cut;30
back;keep;back-keep;153
back;fuck;back-fuck;146
back;give;back-give;144
back;bitch;back-bitch;146
back;nigga;back-nigga;147
back;could;back-could;108
back;put;back-put;122
back;every;back-every;93
back;ta;back-ta;99
back;day;back-day;92
back;us;back-us;83
back;money;back-money;97
back;niggas;back-niggas;84
back;show;back-show;81
back;lil;back-lil;75
back;catch;back-catch;64
back;body;back-body;57
back;pull;back-pull;64
back;god;back-god;61
back;buy;back-buy;57
back;start;back-start;66
back;high;back-high;55
back;pop;back-pop;49
back;old;back-old;57
back;miss;back-miss;44
back;hundred;back-hundred;49
back;mean;back-mean;40
back;inside;back-inside;46
back;move;back-move;48
back;wait;back-wait;36
back;five;back-five;36
back;blue;back-blue;42
back;year;back-year;32
back;line;back-line;32
back;door;back-door;30
back;diamond;back-diamond;30
back;eat;back-eat;40
back;outside;back-outside;32
back;game;back-game;36
back;dick;back-dick;34
back;sit;back-sit;34
back;since;back-since;34
back;four;back-four;29
back;million;back-million;30
back;straight;back-straight;31
back;slide;back-slide;29
back;runnin;back-runnin;35
back;cash;back-cash;30
back;need;back-need;129
back;baby;back-baby;119
back;tryna;back-tryna;97
back;hit;back-hit;99
back;two;back-two;66
back;boy;back-boy;64
back;hard;back-hard;63
back;head;back-head;58
back;break;back-break;69
back;watch;back-watch;58
back;top;back-top;53
back;gettin;back-gettin;54
back;goin;back-goin;63
back;car;back-car;59
back;pussy;back-pussy;46
back;pay;back-pay;51
back;fall;back-fall;41
back;lie;back-lie;42
back;nothin;back-nothin;46
back;lot;back-lot;38
back;care;back-care;46
back;okay;back-okay;37
back;mama;back-mama;41
back;please;back-please;41
back;ho;back-ho;39
back;send;back-send;36
back;fast;back-fast;43
back;star;back-star;34
back;drive;back-drive;33
back;next;back-next;27
back;black;back-black;33
back;check;back-check;35
back;act;back-act;35
back;save;back-save;20
back;turn;back-turn;91
back;around;back-around;84
back;bad;back-bad;74
back;hold;back-hold;64
back;face;back-face;57
back;bring;back-bring;63
back;ask;back-ask;53
back;kill;back-kill;50
back;stick;back-stick;52
back;yo;back-yo;22
back;drop;back-drop;50
back;beat;back-beat;46
back;ya;back-ya;24
back;throw;back-throw;47
back;smoke;back-smoke;39
back;shoot;back-shoot;39
back;business;back-business;39
back;sure;back-sure;35
back;many;back-many;35
back;enough;back-enough;32
back;problem;back-problem;30
back;fight;back-fight;29
back;look;back-look;107
back;leave;back-leave;110
back;try;back-try;85
back;big;back-big;74
back;stay;back-stay;74
back;hear;back-hear;62
back;use;back-use;58
back;home;back-home;69
back;fuckin;back-fuckin;62
back;walk;back-walk;57
back;lookin;back-lookin;54
back;everybody;back-everybody;46
back;bag;back-bag;49
back;young;back-young;44
back;comin;back-comin;49
back;feeling;back-feeling;35
back;gang;back-gang;40
back;thinkin;back-thinkin;35
back;different;back-different;30
back;late;back-late;28
back;dead;back-dead;28
back;room;back-room;25
back;grow;back-grow;27
back;talk;back-talk;84
back;play;back-play;72
back;wo;back-wo;65
back;die;back-die;63
back;live;back-live;54
back;hoe;back-hoe;52
back;wrong;back-wrong;46
back;hate;back-hate;43
back;side;back-side;43
back;huh;back-huh;37
back;crazy;back-crazy;37
back;doin;back-doin;37
back;roll;back-roll;36
back;feelin;back-feelin;34
back;daddy;back-daddy;28
back;hot;back-hot;32
back;thing;back-thing;90
back;three;back-three;49
back;though;back-though;34
back;gun;back-gun;32
back;hood;back-hood;36
back;red;back-red;27
back;reason;back-reason;26
back;brother;back-brother;25
back;right;back-right;112
back;light;back-light;50
back;rich;back-rich;48
back;shot;back-shot;36
back;th;back-th;31
back;open;back-open;21
back;couple;back-couple;28
back;little;back-little;49
back;hell;back-hell;37
back;place;back-place;36
back;wish;back-wish;33
back;road;back-road;32
back;mad;back-mad;32
back;uh;back-uh;73
back;tonight;back-tonight;32
back;music;back-music;22
back;lose;back-lose;73
back;everything;back-everything;49
back;song;back-song;42
back;meet;back-meet;31
back;somethin;back-somethin;42
back;deep;back-deep;42
back;trust;back-trust;34
back;cry;back-cry;29
back;party;back-party;28
back;playin;back-playin;29
back;dance;back-dance;27
back;kick;back-kick;35
back;block;back-block;33
back;believe;back-believe;33
back;ten;back-ten;33
back;switch;back-switch;43
back;sayin;back-sayin;35
back;ever;back-ever;53
back;street;back-street;41
back;kid;back-kid;34
back;town;back-town;36
back;fly;back-fly;34
back;maybe;back-maybe;22
back;something;back-something;24
back;tear;back-tear;28
back;nothing;back-nothing;22
back;past;back-past;31
back;heart;back-heart;70
back;eye;back-eye;49
back;end;back-end;37
back;woah;back-woah;39
back;phone;back-phone;46
back;pain;back-pain;26
back;nobody;back-nobody;37
back;pray;back-pray;34
back;mine;back-mine;46
back;another;back-another;48
back;touch;back-touch;37
back;word;back-word;29
back;soul;back-soul;27
back;world;back-world;53
back;close;back-close;29
back;without;back-without;32
back;full;back-full;29
back;sound;back-sound;29
back;family;back-family;23
back;pick;back-pick;28
back;count;back-count;23
back;stop;back-stop;67
back;sleep;back-sleep;32
back;wake;back-wake;40
back;kiss;back-kiss;30
back;foot;back-foot;26
back;someone;back-someone;26
back;people;back-people;30
back;free;back-free;40
back;best;back-best;38
back;nah;back-nah;29
back;makin;back-makin;31
back;dream;back-dream;33
back;fire;back-fire;34
never;think;never-think;119
never;still;never-still;115
never;life;never-life;110
never;even;never-even;102
never;night;never-night;89
never;new;never-new;88
never;find;never-find;70
never;mind;never-mind;72
never;real;never-real;74
never;really;never-really;82
never;friend;never-friend;60
never;always;never-always;69
never;long;never-long;42
never;much;never-much;49
never;last;never-last;47
never;first;never-first;49
never;name;never-name;51
never;change;never-change;50
never;house;never-house;43
never;work;never-work;39
never;city;never-city;42
never;hope;never-hope;32
never;ride;never-ride;21
never;bet;never-bet;35
never;drink;never-drink;23
never;stand;never-stand;30
never;water;never-water;35
never;cut;never-cut;26
never;keep;never-keep;134
never;shit;never-shit;137
never;fuck;never-fuck;134
never;give;never-give;119
never;bitch;never-bitch;129
never;nigga;never-nigga;130
never;could;never-could;115
never;put;never-put;111
never;call;never-call;97
never;every;never-every;93
never;ta;never-ta;94
never;day;never-day;87
never;us;never-us;81
never;money;never-money;80
never;niggas;never-niggas;80
never;show;never-show;69
never;lil;never-lil;72
never;catch;never-catch;62
never;body;never-body;54
never;pull;never-pull;56
never;god;never-god;72
never;ayy;never-ayy;51
never;buy;never-buy;58
never;start;never-start;56
never;hand;never-hand;46
never;high;never-high;47
never;pop;never-pop;48
never;old;never-old;57
never;miss;never-miss;44
never;hundred;never-hundred;43
never;mean;never-mean;39
never;inside;never-inside;37
never;move;never-move;46
never;wait;never-wait;35
never;five;never-five;34
never;blue;never-blue;37
never;year;never-year;31
never;line;never-line;35
never;door;never-door;29
never;diamond;never-diamond;27
never;eat;never-eat;37
never;outside;never-outside;35
never;game;never-game;32
never;dick;never-dick;33
never;sit;never-sit;30
never;since;never-since;24
never;four;never-four;30
never;million;never-million;33
never;straight;never-straight;25
never;slide;never-slide;24
never;runnin;never-runnin;20
never;cash;never-cash;20
never;good;never-good;105
never;would;never-would;91
never;stop;never-stop;77
never;mine;never-mine;37
never;young;never-young;40
never;dream;never-dream;41
