Source;Target;Label;Weight
love;time;love-time;1114
love;never;love-never;1018
love;baby;love-baby;1028
love;want;love-want;963
love;way;love-way;864
love;could;love-could;799
love;life;love-life;669
love;thing;love-thing;671
love;every;love-every;631
love;ever;love-ever;501
love;eye;love-eye;488
love;mind;love-mind;482
love;find;love-find;473
love;hand;love-hand;437
love;new;love-new;401
love;lose;love-lose;428
love;hey;love-hey;361
love;long;love-long;419
love;stay;love-stay;384
love;wait;love-wait;313
love;cause;love-cause;290
love;something;love-something;305
love;tonight;love-tonight;279
love;body;love-body;275
love;enough;love-enough;292
love;stand;love-stand;211
love;door;love-door;207
love;open;love-open;219
love;remember;love-remember;236
love;swear;love-swear;186
love;someone;love-someone;213
love;woah;love-woah;157
love;soul;love-soul;179
love;yes;love-yes;169
love;seem;love-seem;154
love;truth;love-truth;161
love;understand;love-understand;140
love;saw;love-saw;151
love;wall;love-wall;119
love;control;love-control;100
love;felt;love-felt;114
love;finally;love-finally;82
love;afraid;love-afraid;72
love;night;love-night;706
love;play;love-play;447
love;two;love-two;339
love;name;love-name;348
love;nothing;love-nothing;339
love;catch;love-catch;270
love;game;love-game;276
love;everybody;love-everybody;250
love;floor;love-floor;155
love;alright;love-alright;158
love;pick;love-pick;160
love;three;love-three;142
love;four;love-four;100
love;count;love-count;101
love;babe;love-babe;149
love;fun;love-fun;98
love;team;love-team;78
love;sin;love-sin;62
love;back;love-back;943
love;feel;love-feel;884
love;need;love-need;886
love;look;love-look;782
love;good;love-good;797
love;girl;love-girl;825
love;keep;love-keep;770
love;day;love-day;626
love;fuck;love-fuck;606
love;shit;love-shit;566
love;call;love-call;569
love;bitch;love-bitch;528
love;man;love-man;614
love;still;love-still;624
love;nigga;love-nigga;503
love;try;love-try;546
love;would;love-would;553
love;little;love-little;477
love;money;love-money;443
love;hear;love-hear;455
love;us;love-us;450
love;really;love-really;446
love;head;love-head;407
love;real;love-real;427
love;always;love-always;438
love;everything;love-everything;374
love;fall;love-fall;423
love;uh;love-uh;360
love;mean;love-mean;336
