Id;Label;Name;Size
love;love;love;557
heart;heart;heart;321
time;time;time;309
never;never;never;295
want;want;want;289
day;day;day;284
way;way;way;280
night;night;night;263
little;little;little;261
give;give;give;261
look;look;look;258
back;back;back;255
right;right;right;252
could;could;could;245
think;think;think;244
good;good;good;239
thing;thing;thing;232
eye;eye;eye;231
man;man;man;224
leave;leave;leave;223
girl;girl;girl;218
life;life;life;217
every;every;every;217
call;call;call;217
long;long;long;216
away;away;away;216
feel;feel;feel;213
baby;baby;baby;213
hold;hold;hold;211
find;find;find;210
true;true;true;205
kiss;kiss;kiss;205
would;would;would;201
need;need;need;200
hear;hear;hear;198
keep;keep;keep;196
old;old;old;192
still;still;still;187
hand;hand;hand;183
walk;walk;walk;174
always;always;always;174
try;try;try;171
dream;dream;dream;171
around;around;around;171
new;new;new;169
ever;ever;ever;169
two;two;two;168
run;run;run;165
much;much;much;165
head;head;head;165
live;live;live;164
put;put;put;162
play;play;play;162
break;break;break;162
boy;boy;boy;162
light;light;light;161
world;world;world;160
start;start;start;158
stop;stop;stop;157
home;home;home;157
face;face;face;157
last;last;last;156
even;even;even;153
cry;cry;cry;153
please;please;please;151
stand;stand;stand;150
turn;turn;turn;149
seem;seem;seem;148
big;big;big;148
miss;miss;miss;147
cause;cause;cause;147
blue;blue;blue;147
wait;wait;wait;146
us;us;us;146
name;name;name;146
meet;meet;meet;146
word;word;word;144
really;really;really;143
bring;bring;bring;143
yes;yes;yes;142
wo;wo;wo;142
first;first;first;142
arm;arm;arm;142
alone;alone;alone;142
talk;talk;talk;141
sweet;sweet;sweet;141
song;song;song;141
high;high;high;141
show;show;show;140
people;people;people;138
mine;mine;mine;138
mind;mind;mind;137
lose;lose;lose;137
bad;bad;bad;136
must;must;must;135
real;real;real;133
stay;stay;stay;132
mean;mean;mean;132
young;young;young;131
year;year;year;131
best;best;best;131
since;since;since;130
end;end;end;130
ask;ask;ask;130
die;die;die;129
place;place;place;128
another;another;another;128
watch;watch;watch;126
use;use;use;126
star;star;star;126
care;care;care;126
fall;fall;fall;124
lie;lie;lie;123
though;though;though;121
part;part;part;121
rock;rock;rock;120
great;great;great;120
believe;believe;believe;120
friend;friend;friend;118
change;change;change;118
black;black;black;118
without;without;without;117
three;three;three;117
may;may;may;117
hard;hard;hard;116
white;white;white;115
smile;smile;smile;115
money;money;money;115
god;god;god;115
wish;wish;wish;114
something;something;something;114
side;side;side;114
hope;hope;hope;114
foot;foot;foot;114
beat;beat;beat;114
town;town;town;113
sit;sit;sit;113
nothing;nothing;nothing;113
everything;everything;everything;113
lip;lip;lip;112
sing;sing;sing;111
remember;remember;remember;111
many;many;many;111
work;work;work;110
fly;fly;fly;110
dead;dead;dead;110
tear;tear;tear;109
whole;whole;whole;108
roll;roll;roll;108
soul;soul;soul;107
full;full;full;107
everybody;everybody;everybody;107
set;set;set;106
ring;ring;ring;105
together;together;together;104
speak;speak;speak;104
close;close;close;104
sure;sure;sure;103
open;open;open;103
happy;happy;happy;103
grow;grow;grow;103
sun;sun;sun;102
street;street;street;102
saw;saw;saw;102
far;far;far;102
door;door;door;102
dance;dance;dance;102
wrong;wrong;wrong;101
next;next;next;100
forget;forget;forget;100
enough;enough;enough;100
help;help;help;99
morning;morning;morning;98
line;line;line;98
late;late;late;98
woman;woman;woman;97
throw;throw;throw;97
listen;listen;listen;97
king;king;king;97
free;free;free;97
begin;begin;begin;97
till;till;till;96
pretty;pretty;pretty;96
music;music;music;96
move;move;move;96
house;house;house;96
heaven;heaven;heaven;96
fire;fire;fire;96
catch;catch;catch;96
bear;bear;bear;96
along;along;along;96
touch;touch;touch;95
hit;hit;hit;95
fine;fine;fine;95
sound;sound;sound;94
sky;sky;sky;94
game;game;game;94
step;step;step;92
shit;shit;shit;92
lay;lay;lay;92
kind;kind;kind;92
hour;hour;hour;92
dear;dear;dear;92
tight;tight;tight;91
soon;soon;soon;91
send;send;send;91
low;low;low;91
sleep;sleep;sleep;90
else;else;else;90
drive;drive;drive;90
deep;deep;deep;90
ta;ta;ta;89
rest;rest;rest;89
half;half;half;89
child;child;child;89
brother;brother;brother;89
rise;rise;rise;88
nobody;nobody;nobody;88
learn;learn;learn;88
hot;hot;hot;88
fill;fill;fill;88
air;air;air;88
son;son;son;87
someone;someone;someone;87
red;red;red;87
pay;pay;pay;87
men;men;men;87
hundred;hundred;hundred;87
drop;drop;drop;87
body;body;body;87
school;school;school;86
round;round;round;86
pass;pass;pass;86
lot;lot;lot;86
kill;kill;kill;86
happen;happen;happen;86
fuck;fuck;fuck;86
cold;cold;cold;86
ready;ready;ready;85
inside;inside;inside;85
darling;darling;darling;85
burn;burn;burn;85
ah;ah;ah;85
write;write;write;84
green;green;green;84
four;four;four;84
fool;fool;fool;84
death;death;death;84
cut;cut;cut;84
wear;wear;wear;83
top;top;top;83
reason;reason;reason;83
hair;hair;hair;83
fast;fast;fast;83
blow;blow;blow;83
behind;behind;behind;83
yet;yet;yet;82
understand;understand;understand;82
tonight;tonight;tonight;82
strong;strong;strong;82
pull;pull;pull;82
point;point;point;82
pain;pain;pain;82
matter;matter;matter;82
dog;dog;dog;82
become;become;become;82
room;room;room;81
guess;guess;guess;81
bitch;bitch;bitch;81
tree;tree;tree;80
story;story;story;80
pick;pick;pick;80
near;near;near;80
mother;mother;mother;80
lead;lead;lead;80
father;father;father;80
dark;dark;dark;80
bright;bright;bright;80
answer;answer;answer;80
hey;hey;hey;79
ground;ground;ground;79
city;city;city;79
wonder;wonder;wonder;78
voice;voice;voice;78
upon;upon;upon;78
rain;rain;rain;78
land;land;land;78
fight;fight;fight;78
car;car;car;78
buy;buy;buy;78
act;act;act;78
stick;stick;stick;77
poor;poor;poor;77
lord;lord;lord;77
hop;hop;hop;77
felt;felt;felt;77
drink;drink;drink;77
chance;chance;chance;77
return;return;return;76
power;power;power;76
past;past;past;76
hurt;hurt;hurt;76
five;five;five;76
fell;fell;fell;76
feeling;feeling;feeling;76
different;different;different;76
water;water;water;75
today;today;today;75
pray;pray;pray;75
moment;moment;moment;75
kid;kid;kid;75
follow;follow;follow;75
fear;fear;fear;75
eat;eat;eat;75
read;read;read;74
mad;mad;mad;74
lady;lady;lady;74
floor;floor;floor;74
beautiful;beautiful;beautiful;74
win;win;win;73
smoke;smoke;smoke;73
promise;promise;promise;73
hell;hell;hell;73
gun;gun;gun;73
anything;anything;anything;73
thought;thought;thought;72
earth;earth;earth;72
book;book;book;72
wake;wake;wake;71
straight;straight;straight;71
small;small;small;71
number;number;number;71
ball;ball;ball;71
shoot;shoot;shoot;70
lonely;lonely;lonely;70
honey;honey;honey;70
front;front;front;70
cross;cross;cross;70
carry;carry;carry;70
already;already;already;70
wind;wind;wind;69
sea;sea;sea;69
save;save;save;69
ride;ride;ride;69
laugh;laugh;laugh;69
wild;wild;wild;68
