Id;Label;Name;Size
love;love;love;968
time;time;time;966
back;back;back;919
want;want;want;890
never;never;never;880
shit;shit;shit;851
fuck;fuck;fuck;810
way;way;way;789
bitch;bitch;bitch;788
think;think;think;778
need;need;need;774
nigga;nigga;nigga;773
baby;baby;baby;767
keep;keep;keep;760
give;give;give;723
right;right;right;706
feel;feel;feel;695
good;good;good;694
look;look;look;683
put;put;put;674
could;could;could;674
still;still;still;664
leave;leave;leave;621
call;call;call;580
life;life;life;578
day;day;day;563
tryna;tryna;tryna;557
ta;ta;ta;552
even;even;even;552
girl;girl;girl;541
try;try;try;535
every;every;every;530
man;man;man;525
hit;hit;hit;524
night;night;night;507
thing;thing;thing;502
would;would;would;493
run;run;run;490
uh;uh;uh;480
turn;turn;turn;473
money;money;money;472
really;really;really;468
real;real;real;456
play;play;play;454
new;new;new;454
around;around;around;451
talk;talk;talk;450
heart;heart;heart;446
niggas;niggas;niggas;440
big;big;big;439
lil;lil;lil;435
bad;bad;bad;430
stay;stay;stay;417
us;us;us;414
show;show;show;410
head;head;head;400
mind;mind;mind;399
find;find;find;399
two;two;two;392
ayy;ayy;ayy;391
wo;wo;wo;381
boy;boy;boy;380
hear;hear;hear;379
always;always;always;377
lose;lose;lose;376
pull;pull;pull;373
face;face;face;366
hold;hold;hold;364
hard;hard;hard;360
catch;catch;catch;360
break;break;break;358
god;god;god;355
eye;eye;eye;354
friend;friend;friend;351
ever;ever;ever;347
long;long;long;337
fuckin;fuckin;fuckin;335
much;much;much;332
use;use;use;331
start;start;start;329
everything;everything;everything;324
stop;stop;stop;322
walk;walk;walk;318
light;light;light;318
hand;hand;hand;318
damn;damn;damn;313
buy;buy;buy;311
home;home;home;309
gettin;gettin;gettin;309
watch;watch;watch;307
goin;goin;goin;306
change;change;change;304
die;die;die;300
body;body;body;298
top;top;top;297
name;name;name;296
talkin;talkin;talkin;292
live;live;live;291
whole;whole;whole;288
high;high;high;287
hundred;hundred;hundred;285
away;away;away;284
pop;pop;pop;281
car;car;car;281
last;last;last;277
ask;ask;ask;276
woah;woah;woah;275
world;world;world;274
end;end;end;271
mean;mean;mean;265
miss;miss;miss;264
ah;ah;ah;264
little;little;little;262
move;move;move;261
pussy;pussy;pussy;260
mama;mama;mama;258
kill;kill;kill;258
pay;pay;pay;256
hey;hey;hey;256
beat;beat;beat;255
young;young;young;254
drop;drop;drop;253
wait;wait;wait;252
nothin;nothin;nothin;252
