Source;Target;Label;Weight
love;time;love-time;1313
love;want;love-want;1046
love;feel;love-feel;990
love;way;love-way;979
love;heart;love-heart;1088
love;night;love-night;891
love;think;love-think;878
love;need;love-need;922
love;look;love-look;791
love;could;love-could;818
love;give;love-give;829
love;good;love-good;724
love;thing;love-thing;741
love;find;love-find;757
love;eye;love-eye;710
love;life;love-life;721
love;back;love-back;622
love;keep;love-keep;671
love;leave;love-leave;630
love;try;love-try;615
love;turn;love-turn;560
love;hear;love-hear;526
love;dream;love-dream;522
love;would;love-would;566
love;man;love-man;483
love;much;love-much;567
love;lose;love-lose;499
love;ever;love-ever;538
love;call;love-call;474
love;light;love-light;405
love;stand;love-stand;408
love;believe;love-believe;432
love;start;love-start;406
love;show;love-show;411
love;talk;love-talk;371
love;home;love-home;354
love;place;love-place;349
love;put;love-put;344
love;mean;love-mean;395
love;move;love-move;308
love;word;love-word;352
love;even;love-even;347
love;touch;love-touch;375
love;lie;love-lie;312
love;dance;love-dance;253
love;bad;love-bad;279
love;best;love-best;260
love;forever;love-forever;311
love;sweet;love-sweet;302
love;enough;love-enough;289
love;ask;love-ask;260
love;tear;love-tear;279
love;watch;love-watch;225
love;side;love-side;273
love;bring;love-bring;270
love;kiss;love-kiss;297
love;beat;love-beat;215
love;sun;love-sun;221
love;fight;love-fight;205
love;soul;love-soul;226
love;cold;love-cold;215
love;body;love-body;226
love;open;love-open;223
love;though;love-though;241
love;woman;love-woman;247
love;behind;love-behind;194
love;wish;love-wish;218
love;rock;love-rock;175
love;set;love-set;180
love;money;love-money;177
love;guess;love-guess;202
love;learn;love-learn;208
love;fly;love-fly;185
love;dark;love-dark;199
love;wall;love-wall;153
love;rain;love-rain;173
love;sit;love-sit;178
love;ah;love-ah;170
love;saw;love-saw;180
love;grow;love-grow;195
love;hit;love-hit;153
love;dont;love-dont;171
love;truth;love-truth;154
love;ya;love-ya;126
love;speak;love-speak;145
love;guy;love-guy;139
love;slow;love-slow;126
love;phone;love-phone;117
love;wear;love-wear;128
love;number;love-number;127
love;sad;love-sad;146
love;ground;love-ground;119
love;straight;love-straight;129
love;pick;love-pick;122
love;bed;love-bed;115
love;trouble;love-trouble;117
love;nice;love-nice;133
love;story;love-story;125
love;sign;love-sign;118
love;everyone;love-everyone;92
love;lip;love-lip;125
love;round;love-round;106
love;water;love-water;116
love;im;love-im;114
love;blood;love-blood;99
love;trust;love-trust;119
love;eat;love-eat;103
love;stick;love-stick;94
love;gun;love-gun;86
love;drink;love-drink;100
love;king;love-king;105
love;future;love-future;101
love;taste;love-taste;111
love;earth;love-earth;99
love;ill;love-ill;97
love;case;love-case;86
love;sell;love-sell;80
love;train;love-train;76
love;tree;love-tree;80
love;smoke;love-smoke;78
love;rhythm;love-rhythm;75
love;quite;love-quite;74
love;kick;love-kick;69
love;spirit;love-spirit;81
love;dear;love-dear;90
love;ocean;love-ocean;83
love;ahead;love-ahead;61
love;track;love-track;63
love;breathe;love-breathe;68
love;clean;love-clean;63
love;rap;love-rap;64
love;often;love-often;72
love;faith;love-faith;70
love;clock;love-clock;61
love;yo;love-yo;53
love;motion;love-motion;63
love;mr.;love-mr.;61
love;doctor;love-doctor;58
love;wing;love-wing;56
love;thinking;love-thinking;61
love;smell;love-smell;61
love;test;love-test;59
love;sick;love-sick;53
love;hero;love-hero;57
love;form;love-form;57
love;ship;love-ship;55
love;suit;love-suit;55
love;bite;love-bite;51
love;bank;love-bank;50
love;shape;love-shape;54
love;tongue;love-tongue;53
love;type;love-type;54
love;away;love-away;786
love;day;love-day;744
love;long;love-long;606
love;still;love-still;541
love;alone;love-alone;438
love;fall;love-fall;417
love;another;love-another;356
love;use;love-use;370
love;together;love-together;379
love;far;love-far;265
love;chance;love-chance;272
love;easy;love-easy;234
love;since;love-since;179
love;somewhere;love-somewhere;110
love;special;love-special;123
love;darling;love-darling;133
love;blame;love-blame;83
love;early;love-early;75
love;trip;love-trip;61
love;spread;love-spread;64
love;everyday;love-everyday;58
love;precious;love-precious;61
love;never;love-never;1084
love;hold;love-hold;690
love;hand;love-hand;431
love;wait;love-wait;460
love;break;love-break;386
love;wrong;love-wrong;328
love;work;love-work;257
love;sure;love-sure;262
love;hurt;love-hurt;290
love;happen;love-happen;189
